battle_catchment_override_group_battles_tables
2
unknown0	unknown1	unknown2	unknown3
terrain/battles/qb_wh2_altar_of_ultimate_darkness/	altar_of_ultimate_darkness		
terrain/battles/qb_wh2_arnheim/	arnheim		
terrain/battles/qb_wh2_caverns_of_the_great_bat/	caverns_of_the_great_bat		
terrain/battles/qb_wh2_fallen_gates/	fallen_gates		
terrain/battles/qb_wh2_gouger_gully/	gouger_gully		
terrain/battles/qb_wh2_isle_of_the_crimson_skull/	isle_of_the_crimson_skull		
terrain/battles/qb_wh2_mortuary_of_tzulaqua/	mortuary_of_tzulaqua		
terrain/battles/qb_wh2_mosquito_swamps/	mosquito_swamps		
terrain/battles/qb_wh2_tower_of_hoeth/	tower_of_hoeth		
terrain/battles/qb_wh2_vauls_anvil/	vauls_anvil		
terrain/battles/qb_wh2_warp_shard_armour/	warp_shard_caverns		
terrain/battles/def_bleak_forest_infield_a/	wh2_def_bleak_forest_ambush	catchment_01	
terrain/battles/def_bleak_forest_infield_a/	wh2_def_bleak_forest	*	
terrain/battles/def_swamps_infield_a/	wh2_def_bleak_forest	*	
terrain/battles/def_bleak_mountain_pass_infield_a/	wh2_def_bleak_main_ambush	catchment_01	
terrain/battles/def_bleak_plains_infield_a/	wh2_def_bleak_main_ambush	catchment_02	
terrain/battles/def_bleak_mountain_pass_infield_a/	wh2_def_bleak_main	*	
terrain/battles/def_bleak_plains_infield_a/	wh2_def_bleak_main	*	
terrain/battles/def_bleak_river_infield_a/	wh2_def_bleak_main	*	
terrain/battles/def_swamps_infield_a/	wh2_def_bleak_main	*	
terrain/battles/def_forest_infield_a/	wh2_def_coast_ambush	catchment_05	
terrain/battles/def_coast_infield_a/	wh2_def_coast	*	
terrain/battles/def_desert_dunes_infield_a/	wh2_def_desert_ambush	catchment_04	
terrain/battles/def_desert_hills_infield_a/	wh2_def_desert_ambush	catchment_01	
terrain/battles/def_desert_plains_infield_a/	wh2_def_desert_ambush	catchment_01	
terrain/battles/def_desert_ravine_infield_a/	wh2_def_desert_ambush	catchment_01	
terrain/battles/def_desert_river_infield_a/	wh2_def_desert_ambush	catchment_04	
terrain/battles/def_desert_dunes_infield_a/	wh2_def_desert	*	
terrain/battles/def_desert_hills_infield_a/	wh2_def_desert	*	
terrain/battles/def_desert_lakes_infield_a/	wh2_def_desert	*	
terrain/battles/def_desert_plains_infield_a/	wh2_def_desert	*	
terrain/battles/def_desert_ravine_infield_a/	wh2_def_desert	*	
terrain/battles/def_desert_river_infield_a/	wh2_def_desert	*	
terrain/battles/def_forest_infield_a/	wh2_def_forest_ambush	catchment_05	
terrain/battles/def_forest_infield_a/	wh2_def_forest	*	
terrain/battles/def_lakes_infield_a/	wh2_def_grassland_ambush	catchment_02	
terrain/battles/def_lakes_infield_a/	wh2_def_grassland	*	
terrain/battles/def_river_infield_a/	wh2_def_grassland	*	
terrain/battles/def_hills_infield_a/	wh2_def_hills_ambush	catchment_03	
terrain/battles/def_ravine_infield_a/	wh2_def_hills_ambush	catchment_01	
terrain/battles/def_hills_infield_a/	wh2_def_hills	*	
terrain/battles/def_ravine_infield_a/	wh2_def_hills	*	
terrain/battles/def_mtn_pass_infield_a/	wh2_def_mountains_ambush	catchment_02	
terrain/battles/def_mtn_pass_infield_a/	wh2_def_mountains	*	
terrain/battles/def_pet_coast_infield_a/	wh2_def_petrified_coast_ambush	catchment_02	
terrain/battles/def_pet_coast_infield_a/	wh2_def_petrified_coast	*	
terrain/battles/def_pet_hills_infield_a/	wh2_def_petrified_forest_ambush	catchment_02	
terrain/battles/def_pet_forest_infield_a/	wh2_def_petrified_forest	*	
terrain/battles/def_pet_hills_infield_a/	wh2_def_petrified_main_ambush	catchment_02	
terrain/battles/def_pet_ravine_infield_a/	wh2_def_petrified_main_ambush	catchment_04	
terrain/battles/def_pet_hills_infield_a/	wh2_def_petrified_main	*	
terrain/battles/def_pet_ravine_infield_a/	wh2_def_petrified_main	*	
terrain/battles/def_plains_infield_a/	wh2_def_plains_ambush	catchment_03	
terrain/battles/def_plains_infield_a/	wh2_def_plains	*	
terrain/battles/def_desert_plains_infield_a/	wh2_def_red_desert_coast_ambush	catchment_01	
terrain/battles/def_desert_coast_infield_a/	wh2_def_red_desert_coast	*	
terrain/battles/def_desert_plains_infield_a/	wh2_def_red_desert_main_ambush	catchment_01	
terrain/battles/def_desert_plains_infield_a/	wh2_def_red_desert_main	*	
terrain/battles/def_lakes_infield_a/	wh2_def_tutorial_battle	catchment_01	
terrain/battles/ult_plains_infield_a/	wh2_hef_tutorial_battle	catchment_01	
terrain/battles/lzd_lakes_infield_a/	wh2_lustria_and_southlands_jungle_ambush	catchment_02	
terrain/battles/lzd_hills_infield_a/	wh2_lustria_and_southlands_jungle	*	
terrain/battles/lzd_lakes_infield_a/	wh2_lustria_and_southlands_jungle	*	
terrain/battles/lzd_mtn_pass_infield_a/	wh2_lustria_and_southlands_mountains_ambush	catchment_01	
terrain/battles/lzd_mtn_pass_infield_a/	wh2_lustria_and_southlands_mountains	*	
terrain/battles/lzd_ravine_infield_a/	wh2_lustria_and_southlands_mountains	*	
terrain/battles/lzd_plains_infield_a/	wh2_lustria_and_southlands_plains_ambush	catchment_05	
terrain/battles/lzd_plains_infield_a/	wh2_lustria_and_southlands_plains	*	
terrain/battles/lzd_river_infield_a/	wh2_lustria_and_southlands_swamps_ambush	catchment_01	
terrain/battles/lzd_swamp_infield_a/	wh2_lustria_and_southlands_swamps_ambush	catchment_01	
terrain/battles/lzd_river_infield_a/	wh2_lustria_and_southlands_swamps	*	
terrain/battles/lzd_swamp_infield_a/	wh2_lustria_and_southlands_swamps	*	
terrain/battles/lzd_coast_infield_a/	wh2_lustria_coast_ambush	catchment_03	
terrain/battles/lzd_coast_infield_a/	wh2_lustria_coast	*	
terrain/battles/stl_dunes_infield_a/	wh2_lustria_desert_ambush	catchment_04	
terrain/battles/stl_plains_infield_a/	wh2_lustria_desert	*	
terrain/battles/lzd_lakes_infield_a/	wh2_lzd_tutorial_battle	catchment_02	
terrain/battles/chokepoint_badlands_chasm/	wh2_main_chokepoint_badlands_chasm		
terrain/battles/chokepoint_badlands_mountain_pass/	wh2_main_chokepoint_badlands_mountain_pass		
terrain/battles/chokepoint_badlands_river/	wh2_main_chokepoint_badlands_river		
terrain/battles/chokepoint_badlands_river_b/	wh2_main_chokepoint_badlands_river		
terrain/battles/chokepoint_blood_river_valley_river/	wh2_main_chokepoint_blood_river_valley_river		
terrain/battles/chokepoint_def_chasm_b/	wh2_main_chokepoint_def_chasm_b		
terrain/battles/chokepoint_def_chasm/	wh2_main_chokepoint_def_chasm		
terrain/battles/chokepoint_def_grassland_river/	wh2_main_chokepoint_def_grassland_river		
terrain/battles/chokepoint_generic_mountain_pass_climate_hef/	wh2_main_chokepoint_generic_mountain_pass_climate_hef		
terrain/battles/chokepoint_generic_mountain_pass/	wh2_main_chokepoint_generic_mountain_pass		
terrain/battles/chokepoint_grassland_river/	wh2_main_chokepoint_grassland_river		
terrain/battles/chokepoint_grassland_river_b/	wh2_main_chokepoint_grassland_river		
terrain/battles/chokepoint_lzd_lustria_mountain_pass_climate_stl/	wh2_main_chokepoint_lzd_lustria_mountain_pass_climate_stl		
terrain/battles/chokepoint_lzd_lustria_mountain_pass/	wh2_main_chokepoint_lzd_lustria_mountain_pass		
terrain/battles/chokepoint_lzd_lustria_river_b/	wh2_main_chokepoint_lzd_river		
terrain/battles/chokepoint_lzd_river_a/	wh2_main_chokepoint_lzd_river		
terrain/battles/chokepoint_norsca_chasm/	wh2_main_chokepoint_norsca_chasm		
terrain/battles/chokepoint_norsca_river/	wh2_main_chokepoint_norsca_river		
terrain/battles/chokepoint_northern_mountain_pass/	wh2_main_chokepoint_northern_mountain_pass		
terrain/battles/chokepoint_northern_river/	wh2_main_chokepoint_northern_river		
terrain/battles/chokepoint_northern_river_b/	wh2_main_chokepoint_northern_river		
terrain/battles/chokepoint_southland_chasm/	wh2_main_chokepoint_southland_chasm		
terrain/battles/chokepoint_southland_mountain_pass_climate_lzd/	wh2_main_chokepoint_southland_mountain_pass_climate_lzd		
terrain/battles/chokepoint_southland_mountain_pass/	wh2_main_chokepoint_southland_mountain_pass		
terrain/battles/chokepoint_southland_river/	wh2_main_chokepoint_southland_river		
terrain/battles/chokepoint_southland_river_b/	wh2_main_chokepoint_southland_river		
terrain/battles/chokepoint_sylvania_river/	wh2_main_chokepoint_sylvania_river		
terrain/battles/chokepoint_ult_forest_river/	wh2_main_chokepoint_ult_river		
terrain/battles/chokepoint_ult_grassland_river/	wh2_main_chokepoint_ult_river		
terrain/battles/chokepoint_ult_plains_river/	wh2_main_chokepoint_ult_river		
terrain/battles/unfortified_skv_a/	wh2_main_skv_minor_settlements		
terrain/battles/unfortified_skv_b/	wh2_main_skv_minor_settlements		
terrain/battles/unfortified_skv_c/	wh2_main_skv_minor_settlements		
terrain/battles/subterranean_battle_a_skv/	wh2_main_skv_subterranean_tiles		
terrain/battles/subterranean_battle_b_skv/	wh2_main_skv_subterranean_tiles		
terrain/battles/subterranean_battle_c_skv/	wh2_main_skv_subterranean_tiles		
terrain/battles/city_e_skv/	wh2_main_skv_walled_settlements		climate:skv
terrain/battles/city_h_skv/	wh2_main_skv_walled_settlements		climate:skv
terrain/battles/city_m_skv/	wh2_main_skv_walled_settlements		climate:skv
terrain/battles/subterranean_battle_03/	wh2_main_subterranean_tiles		
terrain/battles/subterranean_battle_b/	wh2_main_subterranean_tiles		
terrain/battles/subterranean_battle_c/	wh2_main_subterranean_tiles		
terrain/battles/subterranean_battle_d/	wh2_main_subterranean_tiles		
terrain/battles/subterranean_battle_e/	wh2_main_subterranean_tiles		
terrain/battles/def_nor_forest_infield_a/	wh2_norsca_coast_ambush	catchment_02	
terrain/battles/def_nor_coast_infield_a/	wh2_norsca_coast	*	
terrain/battles/def_nor_forest_infield_a/	wh2_norsca_forest_ambush	catchment_04	
terrain/battles/def_nor_forest_infield_a/	wh2_norsca_forest	*	
terrain/battles/def_nor_river_infield_a/	wh2_norsca_grassland_ambush	catchment_01	
terrain/battles/def_nor_river_infield_a/	wh2_norsca_grassland	*	
terrain/battles/def_nor_hill_infield_a/	wh2_norsca_hills_ambush	catchment_02	
terrain/battles/def_nor_hill_infield_a/	wh2_norsca_hills	*	
terrain/battles/def_nor_ravine_infield_a/	wh2_norsca_mountains_ambush	catchment_05	
terrain/battles/def_nor_ravine_infield_a/	wh2_norsca_mountains	*	
terrain/battles/def_nor_hill_infield_a/	wh2_norsca_tundra_ambush	catchment_02	
terrain/battles/def_nor_river_infield_a/	wh2_norsca_tundra_ambush	catchment_01	
terrain/battles/def_nor_hill_infield_a/	wh2_norsca_tundra	*	
terrain/battles/def_nor_river_infield_a/	wh2_norsca_tundra	*	
terrain/battles/lzd_lakes_infield_a/	wh2_skv_tutorial_battle	catchment_02	
terrain/battles/stl_hills_infield_a/	wh2_southlands_coast_ambush	catchment_01	
terrain/battles/stl_coast_infield_a/	wh2_southlands_coast	*	
terrain/battles/stl_dunes_infield_a/	wh2_southlands_desert_ambush	catchment_04	
terrain/battles/stl_ravine_infield_a/	wh2_southlands_desert_ambush	catchment_01	
terrain/battles/stl_dunes_infield_a/	wh2_southlands_desert	*	
terrain/battles/stl_hills_infield_a/	wh2_southlands_desert	*	
terrain/battles/stl_ravine_infield_a/	wh2_southlands_desert	*	
terrain/battles/stl_hills_infield_a/	wh2_southlands_grassland_ambush	catchment_01	
terrain/battles/stl_plains_infield_a/	wh2_southlands_grassland_ambush	catchment_01	
terrain/battles/stl_river_infield_a/	wh2_southlands_grassland_ambush	catchment_01	
terrain/battles/stl_lakes_infield_a/	wh2_southlands_grassland	*	
terrain/battles/stl_plains_infield_a/	wh2_southlands_grassland	*	
terrain/battles/stl_river_infield_a/	wh2_southlands_grassland	*	
terrain/battles/ult_hills_infield_a/	wh2_ulthuan_coast_inner_ambush	catchment_05	
terrain/battles/ult_coast_infield_a/	wh2_ulthuan_coast_inner	*	
terrain/battles/ult_hills_infield_a/	wh2_ulthuan_coast_outer_ambush	catchment_05	
terrain/battles/ult_coast_infield_a/	wh2_ulthuan_coast_outer	*	
terrain/battles/ult_forest_infield_a/	wh2_ulthuan_forest_inner_ambush	catchment_01	
terrain/battles/ult_forest_infield_a/	wh2_ulthuan_forest_inner	*	
terrain/battles/ult_forest_infield_a/	wh2_ulthuan_forest_outer_ambush	catchment_01	
terrain/battles/ult_forest_infield_a/	wh2_ulthuan_forest_outer	*	
terrain/battles/ult_hills_infield_a/	wh2_ulthuan_grassland_inner_ambush	catchment_05	
terrain/battles/ult_lakes_infield_a/	wh2_ulthuan_grassland_inner_ambush	catchment_03	
terrain/battles/ult_hills_infield_a/	wh2_ulthuan_grassland_inner	*	
terrain/battles/ult_lakes_infield_a/	wh2_ulthuan_grassland_inner	*	
terrain/battles/ult_hills_infield_a/	wh2_ulthuan_grassland_outer_ambush	catchment_05	
terrain/battles/ult_lakes_infield_a/	wh2_ulthuan_grassland_outer_ambush	catchment_03	
terrain/battles/ult_hills_infield_a/	wh2_ulthuan_grassland_outer	*	
terrain/battles/ult_lakes_infield_a/	wh2_ulthuan_grassland_outer	*	
terrain/battles/ult_mtn_pass_infield_a/	wh2_ulthuan_mountains_ambush	catchment_01	
terrain/battles/ult_mtn_pass_infield_a/	wh2_ulthuan_mountains	*	
