cdir_events_dilemma_followup_dilemmas_tables
0
unknown0	unknown1	unknown2
FIRST	wh2_main_dilemma_loyalty_skv_call_of_the_horned_rat_1	wh2_main_dilemma_loyalty_skv_call_of_the_horned_rat_2_a
SECOND	wh2_main_dilemma_loyalty_skv_call_of_the_horned_rat_1	wh2_main_dilemma_loyalty_skv_call_of_the_horned_rat_2_b
FIRST	wh2_main_dilemma_loyalty_skv_moulder_and_scurry_1	wh2_main_dilemma_loyalty_skv_moulder_and_scurry_2_a
SECOND	wh2_main_dilemma_loyalty_skv_moulder_and_scurry_1	wh2_main_dilemma_loyalty_skv_moulder_and_scurry_2_b
FIRST	wh2_main_dilemma_loyalty_skv_pestilential_proposition_1	wh2_main_dilemma_loyalty_skv_pestilential_proposition_2_a
FIRST	wh2_main_dilemma_loyalty_skv_rattus_ex_machina_1	wh2_main_dilemma_loyalty_skv_rattus_ex_machina_2_a
SECOND	wh2_main_dilemma_loyalty_skv_rattus_ex_machina_1	wh2_main_dilemma_loyalty_skv_rattus_ex_machina_2_b
FIRST	wh2_main_dilemma_loyalty_skv_shades_of_grey_1	wh2_main_dilemma_loyalty_skv_shades_of_grey_2_a
FIRST	wh2_main_dilemma_loyalty_skv_skavenslave_revolt_1	wh2_main_dilemma_loyalty_skv_skavenslave_revolt_2_a
SECOND	wh2_main_dilemma_loyalty_skv_skavenslave_revolt_1	wh2_main_dilemma_loyalty_skv_skavenslave_revolt_2_b
SECOND	wh2_main_dilemma_loyalty_skv_the_skavenblight_question_1	wh2_main_dilemma_loyalty_skv_the_skavenblight_question_2_b
FIRST	wh2_main_dilemma_loyalty_skv_what_we_do_in_the_shadows_1	wh2_main_dilemma_loyalty_skv_what_we_do_in_the_shadows_2_a
