audio_battle_environment_reverb_junctions_tables
0
unknown0	unknown1	unknown2
beastmen	forest	forest
beastmen	plains	plains
beastmen	urban	urban
cave	underground	plains
chaos	forest	forest
chaos	plains	plains
chaos	urban	urban
dark_elves_beach	forest	forest
dark_elves_beach	plains	plains
dark_elves_beach	urban	urban
dark_elves_cold	forest	forest
dark_elves_cold	plains	plains
dark_elves_cold	urban	urban
dark_elves_desert	forest	forest
dark_elves_desert	plains	plains
dark_elves_desert	urban	urban
dark_elves_hills	forest	forest
dark_elves_hills	plains	plains
dark_elves_hills	urban	urban
dark_elves_marsh	forest	forest
dark_elves_marsh	plains	plains
dark_elves_marsh	urban	urban
dark_elves_qb_altar_of_darkness	forest	forest
dark_elves_qb_altar_of_darkness	plains	plains
dark_elves_qb_altar_of_darkness	urban	urban
dark_elves_volcanic	forest	forest
dark_elves_volcanic	plains	plains
dark_elves_volcanic	urban	urban
dwarf	forest	forest
dwarf	plains	plains
dwarf	urban	urban
empire	forest	forest
empire	plains	plains
empire	urban	urban
greenskin	forest	forest
greenskin	plains	plains
greenskin	urban	urban
high_elves_beach	forest	forest
high_elves_beach	plains	plains
high_elves_beach	urban	urban
high_elves_hills	forest	forest
high_elves_hills	plains	plains
high_elves_hills	urban	urban
high_elves_qb_arnheim	forest	forest
high_elves_qb_arnheim	plains	plains
high_elves_qb_arnheim	urban	urban
high_elves_qb_tower_of_hoeth	forest	forest
high_elves_qb_tower_of_hoeth	plains	plains
high_elves_qb_tower_of_hoeth	urban	urban
lizardmen_jungle	forest	forest
lizardmen_jungle	plains	plains
lizardmen_jungle	urban	urban
lizardmen_mountain	forest	forest
lizardmen_mountain	plains	plains
lizardmen_mountain	urban	urban
lizardmen_qb_crimson_skull	forest	forest
lizardmen_qb_crimson_skull	plains	plains
lizardmen_qb_crimson_skull	urban	urban
lizardmen_qb_fallen_gates	forest	forest
lizardmen_qb_fallen_gates	plains	plains
lizardmen_qb_fallen_gates	urban	urban
lizardmen_qb_mosquito_swamp	forest	forest
lizardmen_qb_mosquito_swamp	plains	plains
lizardmen_qb_mosquito_swamp	urban	urban
lizardmen_swamp	forest	forest
lizardmen_swamp	plains	plains
lizardmen_swamp	urban	urban
nordic	forest	forest
nordic	plains	plains
nordic	urban	urban
skaven_cavern	forest	forest
skaven_cavern	plains	plains
skaven_cavern	urban	urban
skaven_desert	forest	forest
skaven_desert	plains	plains
skaven_desert	urban	urban
skaven_marsh	forest	forest
skaven_marsh	plains	plains
skaven_marsh	urban	urban
vampire	forest	forest
vampire	plains	plains
vampire	urban	urban
wood_elves_autumn	forest	forest
wood_elves_autumn	plains	plains
wood_elves_autumn	urban	urban
wood_elves_generic	forest	forest
wood_elves_generic	plains	plains
wood_elves_generic	urban	urban
wood_elves_night	forest	forest
wood_elves_night	plains	plains
wood_elves_night	urban	urban
wood_elves_winter	forest	forest
wood_elves_winter	plains	plains
wood_elves_winter	urban	urban
