cdir_events_dilemma_followup_missions_tables
0
unknown0	unknown1	unknown2
wh2_main_dilemma_loyalty_skv_the_skavenblight_question_1	FIRST	wh2_main_dilemma_loyalty_skv_the_skavenblight_question_2_a
wh2_main_great_vortex_skv_queek_headtaker_warp_shard_armour_stage_3	FIRST	wh2_main_great_vortex_skv_queek_headtaker_warp_shard_armour_stage_4
wh2_main_great_vortex_skv_queek_headtaker_warp_shard_armour_stage_3	SECOND	wh2_main_great_vortex_skv_queek_headtaker_warp_shard_armour_stage_5
wh2_main_skv_queek_headtaker_warp_shard_armour_stage_3	FIRST	wh2_main_skv_queek_headtaker_warp_shard_armour_stage_4
wh2_main_skv_queek_headtaker_warp_shard_armour_stage_3	SECOND	wh2_main_skv_queek_headtaker_warp_shard_armour_stage_5
wh_dlc04_vmp_vlad_von_carstein_the_carstein_ring_stage_2	FIRST	wh_dlc04_vmp_vlad_von_carstein_the_carstein_ring_stage_2_2
wh_dlc04_vmp_vlad_von_carstein_the_carstein_ring_stage_2	SECOND	wh_dlc04_vmp_vlad_von_carstein_the_carstein_ring_stage_2_3
wh_dlc07_brt_final_battle_choice	FIRST	wh_dlc07_qb_brt_louen_errantry_war_chaos_wastes_stage_1_cliff_of_beasts
wh_dlc07_brt_final_battle_choice	SECOND	wh_dlc07_qb_brt_louen_errantry_war_badlands_stage_1_the_lost_idol
wh_dlc07_brt_qb_alberic_trident_of_manann_stage_5	FIRST	wh_dlc07_qb_brt_alberic_trident_of_bordeleaux_stage_7
wh_dlc07_brt_qb_alberic_trident_of_manann_stage_5	SECOND	wh_dlc07_qb_brt_alberic_trident_of_bordeleaux_stage_7
wh_main_azhag_the_slaughterer_azhags_ard_armour_stage_1	FIRST	wh_main_grn_azhag_the_slaughterer_azhags_ard_armour_stage_1.1
wh_main_azhag_the_slaughterer_azhags_ard_armour_stage_1	SECOND	wh_main_grn_azhag_the_slaughterer_azhags_ard_armour_stage_1.2
wh_main_dwf_ungrim_ironfist_slayer_crown_stage_3	FIRST	wh_main_dwf_ungrim_ironfist_slayer_crown_stage_4a
wh_main_dwf_ungrim_ironfist_slayer_crown_stage_3	SECOND	wh_main_dwf_ungrim_ironfist_slayer_crown_stage_4b
wh_main_emp_balthasar_gelt_amulet_of_sea_gold_stage_3	FIRST	wh_main_emp_balthasar_gelt_amulet_of_sea_gold_stage_4.1a
wh_main_emp_balthasar_gelt_amulet_of_sea_gold_stage_3	SECOND	wh_main_emp_balthasar_gelt_amulet_of_sea_gold_stage_4.2a
wh_main_emp_karl_franz_silver_seal_stage_2	FIRST	wh_main_qb_emp_karl_franz_silver_seal_stage_3.1_shrine_of_ill_omen
