building_effects_junction_tables
3
building	effect	effect_scope	value	value_damaged	value_ruined
wh_dlc03_horde_beastmen_minotaurs_2	wh_dlc03_effect_agent_cap_increase_champion_beastmen	faction_to_faction_own_unseen	1	1	0
wh_dlc03_horde_beastmen_minotaurs_3	wh_dlc03_effect_agent_cap_increase_champion_beastmen	faction_to_faction_own_unseen	2	2	0
wh_dlc03_horde_beastmen_arcane_1	wh_dlc03_effect_agent_cap_increase_wizard_beastmen	faction_to_faction_own_unseen	1	1	0
wh_dlc03_horde_beastmen_arcane_2	wh_dlc03_effect_agent_cap_increase_wizard_beastmen	faction_to_faction_own_unseen	2	2	0
wh_dlc05_wef_tree_spirits_2	wh_dlc05_effect_agent_cap_increase_champion	faction_to_faction_own_unseen	1	1	0
wh_dlc05_wef_tree_spirits_3	wh_dlc05_effect_agent_cap_increase_champion	faction_to_faction_own_unseen	2	1	0
wh_dlc05_wef_ranged_2	wh_dlc05_effect_agent_cap_increase_spy	faction_to_faction_own_unseen	1	1	0
wh_dlc05_wef_ranged_3	wh_dlc05_effect_agent_cap_increase_spy	faction_to_faction_own_unseen	2	1	0
wh_dlc05_wef_spellsingers_1	wh_dlc05_effect_agent_cap_increase_wizard	faction_to_faction_own_unseen	1	1	0
wh_dlc05_wef_spellsingers_2	wh_dlc05_effect_agent_cap_increase_wizard	faction_to_faction_own_unseen	2	1	0
wh_dlc05_wef_spellsingers_3	wh_dlc05_effect_agent_cap_increase_wizard	faction_to_faction_own_unseen	3	1	0
wh_main_emp_barracks_3	wh_main_effect_agent_cap_increase_champion_captain	faction_to_faction_own_unseen	1	1	0
wh_main_horde_chaos_warriors_2	wh_main_effect_agent_cap_increase_champion_exalted_hero	faction_to_faction_own_unseen	1	1	0
wh_main_horde_chaos_warriors_3	wh_main_effect_agent_cap_increase_champion_exalted_hero	faction_to_faction_own_unseen	2	2	0
wh_main_brt_stables_3	wh_main_effect_agent_cap_increase_champion_paladin	faction_to_faction_own_unseen	1	1	0
wh_main_brt_stables_4	wh_main_effect_agent_cap_increase_champion_paladin	faction_to_faction_own_unseen	2	2	0
wh_main_brt_stables_5	wh_main_effect_agent_cap_increase_champion_paladin	faction_to_faction_own_unseen	3	3	0
wh_main_dwf_barracks_3	wh_main_effect_agent_cap_increase_champion_thane	faction_to_faction_own_unseen	1	1	0
wh_main_dwf_barracks_4	wh_main_effect_agent_cap_increase_champion_thane	faction_to_faction_own_unseen	2	2	0
wh_main_vmp_bindingcircle_3	wh_main_effect_agent_cap_increase_champion_wight_kings	faction_to_faction_own_unseen	1	1	0
wh2_main_special_mousillon_merovech	wh_main_effect_agent_cap_increase_champion_wight_kings	faction_to_faction_own_unseen	2	2	0
wh_main_vmp_vampires_1	wh_main_effect_agent_cap_increase_dignitary_vampire	faction_to_faction_own_unseen	1	1	0
wh_main_vmp_vampires_2	wh_main_effect_agent_cap_increase_dignitary_vampire	faction_to_faction_own_unseen	2	2	0
wh_pro02_VAMPIRES_isabella_unique	wh_main_effect_agent_cap_increase_dignitary_vampire	faction_to_faction_own_unseen	2	2	0
wh_main_emp_worship_1	wh_main_effect_agent_cap_increase_dignitary_warrior_priest	faction_to_faction_own_unseen	1	1	0
wh_main_emp_worship_2	wh_main_effect_agent_cap_increase_dignitary_warrior_priest	faction_to_faction_own_unseen	2	2	0
wh_main_emp_worship_3	wh_main_effect_agent_cap_increase_dignitary_warrior_priest	faction_to_faction_own_unseen	3	3	0
wh_main_dwf_engineer_1	wh_main_effect_agent_cap_increase_engineer	faction_to_faction_own_unseen	1	1	0
wh_main_dwf_engineer_2	wh_main_effect_agent_cap_increase_engineer	faction_to_faction_own_unseen	2	2	0
wh_main_dwf_smith_2	wh_main_effect_agent_cap_increase_runesmith	faction_to_faction_own_unseen	1	1	0
wh_main_dwf_smith_3	wh_main_effect_agent_cap_increase_runesmith	faction_to_faction_own_unseen	2	2	0
wh_main_vmp_bindingcircle_2	wh_main_effect_agent_cap_increase_spy_banshee	faction_to_faction_own_unseen	1	1	0
wh_main_vmp_bindingcircle_3	wh_main_effect_agent_cap_increase_spy_banshee	faction_to_faction_own_unseen	2	2	0
wh2_main_vmp_wraiths_2	wh_main_effect_agent_cap_increase_spy_banshee	faction_to_faction_own_unseen	1	1	0
wh_dlc06_grn_boss_2_skarsnik	wh_main_effect_agent_cap_increase_spy_goblin_big_boss	faction_to_faction_own_unseen	1	1	0
wh_dlc06_grn_boss_3_skarsnik	wh_main_effect_agent_cap_increase_spy_goblin_big_boss	faction_to_faction_own_unseen	2	2	0
wh_main_grn_boss_2	wh_main_effect_agent_cap_increase_spy_goblin_big_boss	faction_to_faction_own_unseen	1	1	0
wh_main_grn_boss_3	wh_main_effect_agent_cap_increase_spy_goblin_big_boss	faction_to_faction_own_unseen	2	2	0
wh_main_emp_worship_2	wh_main_effect_agent_cap_increase_spy_witch_hunter	faction_to_faction_own_unseen	1	1	0
wh_main_emp_worship_3	wh_main_effect_agent_cap_increase_spy_witch_hunter	faction_to_faction_own_unseen	2	2	0
wh_main_horde_chaos_magic_1	wh_main_effect_agent_cap_increase_wizard_chaos_sorcerer	faction_to_faction_own_unseen	1	1	0
wh_main_horde_chaos_magic_2	wh_main_effect_agent_cap_increase_wizard_chaos_sorcerer	faction_to_faction_own_unseen	2	2	0
wh_main_brt_worship_2	wh_main_effect_agent_cap_increase_wizard_damsel	faction_to_faction_own_unseen	2	2	0
wh_main_brt_worship_3	wh_main_effect_agent_cap_increase_wizard_damsel	faction_to_faction_own_unseen	3	3	0
wh_main_brt_worship_1	wh_main_effect_agent_cap_increase_wizard_damsel	faction_to_faction_own_unseen	1	1	0
wh_main_emp_wizards_1	wh_main_effect_agent_cap_increase_wizard_empire	faction_to_faction_own_unseen	1	1	0
wh_main_emp_wizards_2	wh_main_effect_agent_cap_increase_wizard_empire	faction_to_faction_own_unseen	2	2	0
wh_main_special_college_of_magic	wh_main_effect_agent_cap_increase_wizard_empire	faction_to_faction_own_unseen	3	3	0
wh_main_special_conclave_of_magic	wh_main_effect_agent_cap_increase_wizard_empire	faction_to_faction_own_unseen	2	2	0
wh2_main_special_ghrond_convent_of_sorcery_1_emp	wh_main_effect_agent_cap_increase_wizard_empire	faction_to_faction_own_unseen	1	1	0
wh2_main_special_ghrond_convent_of_sorcery_2_emp	wh_main_effect_agent_cap_increase_wizard_empire	faction_to_faction_own_unseen	2	2	0
wh_main_special_college_of_magic_vampires	wh_main_effect_agent_cap_increase_wizard_necromancer	faction_to_faction_own_unseen	3	3	0
wh_main_special_conclave_of_magic_vampires	wh_main_effect_agent_cap_increase_wizard_necromancer	faction_to_faction_own_unseen	2	2	0
wh_main_vmp_necromancers_1	wh_main_effect_agent_cap_increase_wizard_necromancer	faction_to_faction_own_unseen	1	1	0
wh_main_vmp_necromancers_2	wh_main_effect_agent_cap_increase_wizard_necromancer	faction_to_faction_own_unseen	2	2	0
wh2_main_special_ghrond_convent_of_sorcery_1_vmp	wh_main_effect_agent_cap_increase_wizard_necromancer	faction_to_faction_own_unseen	1	1	0
wh2_main_special_ghrond_convent_of_sorcery_2_vmp	wh_main_effect_agent_cap_increase_wizard_necromancer	faction_to_faction_own_unseen	2	2	0
wh_main_grn_shaman_1	wh_main_effect_agent_cap_increase_wizard_orc_shaman	faction_to_faction_own_unseen	1	1	0
wh_main_grn_shaman_2	wh_main_effect_agent_cap_increase_wizard_orc_shaman	faction_to_faction_own_unseen	2	2	0
wh2_main_def_pleasure_cult_3	wh2_main_effect_agent_cap_increase_def_death_hag	faction_to_faction_own_unseen	1	1	0
wh2_main_def_pleasure_cult_4	wh2_main_effect_agent_cap_increase_def_death_hag	faction_to_faction_own_unseen	2	2	0
wh2_main_def_pleasure_cult_5	wh2_main_effect_agent_cap_increase_def_death_hag	faction_to_faction_own_unseen	3	3	0
wh2_main_def_worship_2	wh2_main_effect_agent_cap_increase_def_death_hag	faction_to_faction_own_unseen	1	1	0
wh2_main_def_worship_3	wh2_main_effect_agent_cap_increase_def_death_hag	faction_to_faction_own_unseen	1	1	0
wh2_main_special_har_ganeth_hellebron_palace	wh2_main_effect_agent_cap_increase_def_death_hag	faction_to_faction_own_unseen	1	1	0
wh2_main_def_murder_1	wh2_main_effect_agent_cap_increase_def_khainite_assassin	faction_to_faction_own_unseen	1	1	0
wh2_main_def_murder_2	wh2_main_effect_agent_cap_increase_def_khainite_assassin	faction_to_faction_own_unseen	2	2	0
wh2_main_def_worship_2	wh2_main_effect_agent_cap_increase_def_khainite_assassin	faction_to_faction_own_unseen	1	1	0
wh2_main_def_worship_3	wh2_main_effect_agent_cap_increase_def_khainite_assassin	faction_to_faction_own_unseen	1	1	0
wh2_main_def_sorcery_1	wh2_main_effect_agent_cap_increase_def_sorceress	faction_to_faction_own_unseen	1	1	0
wh2_main_def_sorcery_2	wh2_main_effect_agent_cap_increase_def_sorceress	faction_to_faction_own_unseen	2	2	0
wh2_main_special_ghrond_convent_of_sorcery_1	wh2_main_effect_agent_cap_increase_def_sorceress	faction_to_faction_own_unseen	1	1	0
wh2_main_special_ghrond_convent_of_sorcery_2	wh2_main_effect_agent_cap_increase_def_sorceress	faction_to_faction_own_unseen	3	2	0
wh2_main_special_tower_of_hoeth_1_emp	wh2_main_effect_agent_cap_increase_def_sorceress	faction_to_faction_own_unseen	1	1	0
wh2_main_special_tower_of_hoeth_2_def	wh2_main_effect_agent_cap_increase_def_sorceress	faction_to_faction_own_unseen	2	2	0
wh2_main_special_tower_of_hoeth_2_emp	wh2_main_effect_agent_cap_increase_def_sorceress	faction_to_faction_own_unseen	2	2	0
wh2_main_hef_mages_2	wh2_main_effect_agent_cap_increase_hef_loremaster	faction_to_faction_own_unseen	2	2	0
wh2_main_hef_mages_3	wh2_main_effect_agent_cap_increase_hef_loremaster	faction_to_faction_own_unseen	2	2	0
wh2_main_special_tower_of_hoeth_1	wh2_main_effect_agent_cap_increase_hef_loremaster	faction_to_faction_own_unseen	2	3	0
wh2_main_special_tower_of_hoeth_2	wh2_main_effect_agent_cap_increase_hef_loremaster	faction_to_faction_own_unseen	3	3	0
wh2_main_hef_mages_1	wh2_main_effect_agent_cap_increase_hef_mage	faction_to_faction_own_unseen	1	1	0
wh2_main_hef_mages_2	wh2_main_effect_agent_cap_increase_hef_mage	faction_to_faction_own_unseen	2	2	0
wh2_main_hef_mages_3	wh2_main_effect_agent_cap_increase_hef_mage	faction_to_faction_own_unseen	3	3	0
wh2_main_special_ghrond_convent_of_sorcery_1_hef	wh2_main_effect_agent_cap_increase_hef_mage	faction_to_faction_own_unseen	1	1	0
wh2_main_special_ghrond_convent_of_sorcery_2_hef	wh2_main_effect_agent_cap_increase_hef_mage	faction_to_faction_own_unseen	2	2	0
wh2_main_special_tower_of_hoeth_2	wh2_main_effect_agent_cap_increase_hef_mage	faction_to_faction_own_unseen	2	1	0
wh2_main_hef_court_1	wh2_main_effect_agent_cap_increase_hef_noble	faction_to_faction_own_unseen	1	1	0
wh2_main_hef_court_2	wh2_main_effect_agent_cap_increase_hef_noble	faction_to_faction_own_unseen	2	2	0
wh2_main_special_cothique_palace_1	wh2_main_effect_agent_cap_increase_hef_noble	faction_to_faction_own_unseen	1	1	0
wh2_main_special_phoenix_king_court	wh2_main_effect_agent_cap_increase_hef_noble	faction_to_faction_own_unseen	1	1	0
wh2_main_lzd_saurus_2	wh2_main_effect_agent_cap_increase_lzd_scar_veteran	faction_to_faction_own_unseen	1	1	0
wh2_main_lzd_saurus_3	wh2_main_effect_agent_cap_increase_lzd_scar_veteran	faction_to_faction_own_unseen	2	2	0
wh2_main_lzd_skinks_2	wh2_main_effect_agent_cap_increase_lzd_skink_chief	faction_to_faction_own_unseen	1	1	0
wh2_main_lzd_skinks_3	wh2_main_effect_agent_cap_increase_lzd_skink_chief	faction_to_faction_own_unseen	2	2	0
wh2_main_lzd_worship_oldones_2	wh2_main_effect_agent_cap_increase_lzd_skink_priest	faction_to_faction_own_unseen	1	1	0
wh2_main_lzd_worship_oldones_3	wh2_main_effect_agent_cap_increase_lzd_skink_priest	faction_to_faction_own_unseen	2	2	0
wh2_main_lzd_worship_sotek_2	wh2_main_effect_agent_cap_increase_lzd_skink_priest	faction_to_faction_own_unseen	1	1	0
wh2_main_lzd_worship_sotek_3	wh2_main_effect_agent_cap_increase_lzd_skink_priest	faction_to_faction_own_unseen	2	2	0
wh2_main_special_tlaxtlan_temple_of_the_eclipse	wh2_main_effect_agent_cap_increase_lzd_skink_priest	faction_to_faction_own_unseen	2	2	0
wh2_main_lzd_slann_1	wh2_main_effect_agent_cap_increase_lzd_slann	faction_to_faction_own_unseen	1	1	0
wh2_main_special_hexoatl_stellar_pyramids	wh2_main_effect_agent_cap_increase_lzd_slann	faction_to_faction_own_unseen	2	2	0
wh2_main_horde_skv_assassins_1	wh2_main_effect_agent_cap_increase_skv_assassin	faction_to_faction_own_unseen	1	1	0
wh2_main_horde_skv_assassins_2	wh2_main_effect_agent_cap_increase_skv_assassin	faction_to_faction_own_unseen	2	2	0
wh2_main_skv_assassins_2	wh2_main_effect_agent_cap_increase_skv_assassin	faction_to_faction_own_unseen	1	1	0
wh2_main_skv_assassins_3	wh2_main_effect_agent_cap_increase_skv_assassin	faction_to_faction_own_unseen	2	2	0
wh2_main_horde_skv_plagues_2	wh2_main_effect_agent_cap_increase_skv_plague_priest	faction_to_faction_own_unseen	1	1	0
wh2_main_horde_skv_plagues_3	wh2_main_effect_agent_cap_increase_skv_plague_priest	faction_to_faction_own_unseen	2	2	0
wh2_main_skv_plagues_2	wh2_main_effect_agent_cap_increase_skv_plague_priest	faction_to_faction_own_unseen	1	1	0
wh2_main_skv_plagues_3	wh2_main_effect_agent_cap_increase_skv_plague_priest	faction_to_faction_own_unseen	2	2	0
wh2_main_horde_skv_warmachines_3	wh2_main_effect_agent_cap_increase_skv_warlock_engineer	faction_to_faction_own_unseen	2	2	0
wh2_main_skv_engineers_2	wh2_main_effect_agent_cap_increase_skv_warlock_engineer	faction_to_faction_own_unseen	1	1	0
wh2_main_skv_engineers_3	wh2_main_effect_agent_cap_increase_skv_warlock_engineer	faction_to_faction_own_unseen	2	2	0
