cdir_events_dilemma_option_junctions_tables
2
dilemma_key	id	unknown3	option_key	value
zar_sk_dilemma_ratcatchers	70001	0	VAR_CHANCE	10
zar_sk_dilemma_ratcatchers	70002	0	GEN_TARGET_NONE	
zar_sk_dilemma_ratcatchers	70003	0	CND_FACTION	wh2_main_skv_clan_mors
zar_sk_dilemma_ratcatchers	70004	0	CND_FIRST_ROUND	20
zar_sk_dilemma_ratcatchers	70005	0	CND_ROUNDS_UNTIL_NEXT	40
zar_sk_dilemma_ratcatchers	70006	0	CND_FACTION	wh2_main_skv_clan_pestilens
zar_sk_dilemma_trade_for_food	70031	0	VAR_CHANCE	10
zar_sk_dilemma_trade_for_food	70034	0	CND_FACTION	wh2_main_skv_clan_pestilens
zar_sk_dilemma_trade_for_food	70035	0	CND_FIRST_ROUND	20
zar_sk_dilemma_trade_for_food	70036	0	CND_MIN_TRADE	1
zar_sk_dilemma_trade_for_food	70038	0	CND_MIN_TREASURY	1000
zar_sk_dilemma_trade_for_food	70033	0	CND_FACTION	wh2_main_skv_clan_mors
zar_sk_dilemma_ratcatchers	70009	0	CND_MIN_TREASURY	2000
zar_sk_dilemma_trade_for_food	70037	0	CND_ROUNDS_UNTIL_NEXT	15
zar_sk_dilemma_trade_for_food	70039	0	GEN_TARGET_NONE	
zar_sk_dilemma_furry_thieves	70021	0	VAR_CHANCE	5
zar_sk_dilemma_furry_thieves	70022	0	CND_FACTION	wh2_main_skv_clan_pestilens
zar_sk_dilemma_furry_thieves	70024	0	CND_FACTION	wh2_main_skv_clan_mors
zar_sk_dilemma_furry_thieves	70025	0	CND_FIRST_ROUND	10
zar_sk_dilemma_furry_thieves	70026	0	GEN_CND_FACTION_NEIGHBOURS	
zar_sk_dilemma_furry_thieves	70027	0	GEN_CND_NOT_SUBCULTURE	wh2_main_sc_skv_skaven
zar_sk_dilemma_furry_thieves	70028	0	GEN_CND_NEUTRAL	
zar_sk_dilemma_furry_thieves	70029	0	GEN_CND_DIPLOMACY_AVAILABLE	
zar_sk_dilemma_furry_thieves	70023	0	GEN_TARGET_FACTION	
zar_sk_dilemma_false_prophet	70041	0	VAR_CHANCE	10
zar_sk_dilemma_false_prophet	70042	0	CND_FACTION	wh2_main_skv_clan_pestilens
zar_sk_dilemma_false_prophet	70044	0	CND_FACTION	wh2_main_skv_clan_mors
zar_sk_dilemma_false_prophet	70045	0	CND_FIRST_ROUND	10
zar_sk_dilemma_false_prophet	70046	0	CND_MIN_TREASURY	1000
zar_sk_dilemma_false_prophet	70047	0	GEN_CND_MAX_REGION_PUBLIC_ORDER	60
zar_sk_dilemma_false_prophet	70048	0	CND_UNIQUE	
zar_sk_dilemma_false_prophet	70049	0	GEN_CND_OWNS	
zar_sk_dilemma_false_prophet	70043	0	GEN_TARGET_REGION	
zar_sk_dilemma_skaven_raid_2	70051	0	VAR_CHANCE	10
zar_sk_dilemma_skaven_raid_2	70052	0	CND_FACTION	wh2_main_skv_clan_pestilens
zar_sk_dilemma_skaven_raid_2	70054	0	CND_FACTION	wh2_main_skv_clan_mors
zar_sk_dilemma_skaven_raid_2	70055	0	CND_FIRST_ROUND	20
zar_sk_dilemma_skaven_raid_2	70056	0	CND_MIN_TREASURY	750
zar_sk_dilemma_skaven_raid_2	70057	0	GEN_CND_REGION_HAS_EFFECT_BUNDLE	zar_sk_region_skaven_lair
zar_sk_dilemma_skaven_raid_2	70058	0	GEN_TARGET_REGION	
zar_sk_dilemma_skaven_raid_2	70059	0	GEN_CND_NOT_CULTURE	wh2_main_skv_skaven
zar_sk_dilemma_skaven_raid_2	70053	0	GEN_CND_WAR	
zar_sk_dilemma_skaven_raid_2	70060	0	CND_ROUNDS_UNTIL_NEXT	10
zar_sk_dilemma_furry_thieves	70020	0	CND_ROUNDS_UNTIL_NEXT	10
zar_sk_dilemma_skaven_raid_1	70071	0	VAR_CHANCE	20
zar_sk_dilemma_skaven_raid_1	70072	0	CND_FACTION	wh2_main_skv_clan_pestilens
zar_sk_dilemma_skaven_raid_1	70074	0	CND_FACTION	wh2_main_skv_clan_mors
zar_sk_dilemma_skaven_raid_1	70075	0	CND_FIRST_ROUND	10
zar_sk_dilemma_skaven_raid_1	70076	0	CND_MIN_TREASURY	500
zar_sk_dilemma_skaven_raid_1	70077	0	GEN_CND_REGION_HAS_EFFECT_BUNDLE	zar_sk_region_skaven_lair
zar_sk_dilemma_skaven_raid_1	70078	0	GEN_TARGET_REGION	
zar_sk_dilemma_skaven_raid_1	70079	0	GEN_CND_NOT_CULTURE	wh2_main_skv_skaven
zar_sk_dilemma_skaven_raid_1	70073	0	GEN_CND_WAR	
zar_sk_dilemma_skaven_raid_1	70080	0	CND_ROUNDS_UNTIL_NEXT	10
zar_sk_dilemma_sewer_patrols	70091	0	VAR_CHANCE	100
zar_sk_dilemma_sewer_patrols	70092	0	GEN_CND_NOT_SUBCULTURE	wh_main_sc_emp_empire
zar_sk_dilemma_sewer_patrols	70094	0	GEN_CND_NOT_REGION_HAS_EFFECT_BUNDLE	zar_sk_payload_sewer_patrol
zar_sk_dilemma_sewer_patrols	70095	0	CND_FIRST_ROUND	5
zar_sk_dilemma_sewer_patrols	70096	0	CND_MIN_TREASURY	500
zar_sk_dilemma_sewer_patrols	70097	0	GEN_CND_OWNS	
zar_sk_dilemma_sewer_patrols	70098	0	GEN_TARGET_REGION	
zar_sk_dilemma_sewer_patrols	70099	0	GEN_CND_NOT_CULTURE	wh2_main_skv_skaven
zar_sk_dilemma_sewer_patrols	70093	0	GEN_CND_REGION_HAS_EFFECT_BUNDLE	zar_sk_region_skaven_lair
zar_sk_dilemma_sewer_patrols	70100	0	CND_ROUNDS_UNTIL_NEXT	10
zar_sk_dilemma_furry_thieves	70019	0	GEN_CND_NOT_REGION_HAS_EFFECT_BUNDLE	zar_sk_payload_sewer_patrol
zar_sk_dilemma_skaven_raid_1	70081	0	GEN_CND_NOT_REGION_HAS_EFFECT_BUNDLE	zar_sk_payload_sewer_patrol
zar_sk_dilemma_skaven_raid_2	70061	0	GEN_CND_NOT_REGION_HAS_EFFECT_BUNDLE	zar_sk_payload_sewer_patrol
zar_sk_dilemma_sewer_patrols_emp	70111	0	VAR_CHANCE	100
zar_sk_dilemma_sewer_patrols_emp	70112	0	GEN_CND_SUBCULTURE	wh_main_sc_emp_empire
zar_sk_dilemma_sewer_patrols_emp	70114	0	GEN_CND_NOT_REGION_HAS_EFFECT_BUNDLE	zar_sk_payload_sewer_patrol
zar_sk_dilemma_sewer_patrols_emp	70115	0	CND_FIRST_ROUND	5
zar_sk_dilemma_sewer_patrols_emp	70116	0	CND_MIN_TREASURY	750
zar_sk_dilemma_sewer_patrols_emp	70117	0	GEN_CND_OWNS	
zar_sk_dilemma_sewer_patrols_emp	70118	0	GEN_TARGET_REGION	
zar_sk_dilemma_sewer_patrols_emp	70113	0	GEN_CND_REGION_HAS_EFFECT_BUNDLE	zar_sk_region_skaven_lair
zar_sk_dilemma_sewer_patrols_emp	70119	0	CND_ROUNDS_UNTIL_NEXT	10
zar_sk_dilemma_skaven_raid_3	70131	0	VAR_CHANCE	10
zar_sk_dilemma_skaven_raid_3	70132	0	CND_FACTION	wh2_main_skv_clan_pestilens
zar_sk_dilemma_skaven_raid_3	70134	0	CND_FACTION	wh2_main_skv_clan_mors
zar_sk_dilemma_skaven_raid_3	70135	0	CND_FIRST_ROUND	30
zar_sk_dilemma_skaven_raid_3	70136	0	CND_MIN_TREASURY	1500
zar_sk_dilemma_skaven_raid_3	70137	0	GEN_CND_REGION_HAS_EFFECT_BUNDLE	zar_sk_region_skaven_lair
zar_sk_dilemma_skaven_raid_3	70138	0	GEN_TARGET_REGION	
zar_sk_dilemma_skaven_raid_3	70139	0	GEN_CND_NOT_CULTURE	wh2_main_skv_skaven
zar_sk_dilemma_skaven_raid_3	70140	0	GEN_CND_WAR	
zar_sk_dilemma_skaven_raid_3	70141	0	CND_ROUNDS_UNTIL_NEXT	20
zar_sk_dilemma_skaven_raid_3	70901	0	GEN_CND_NOT_REGION_HAS_EFFECT_BUNDLE	zar_sk_payload_fury_thieves
zar_sk_dilemma_skaven_raid_3	70902	0	GEN_CND_NOT_REGION_HAS_EFFECT_BUNDLE	zar_sk_payload_skaven_food_theft
zar_sk_dilemma_skaven_raid_3	70903	0	GEN_CND_NOT_REGION_HAS_EFFECT_BUNDLE	zar_sk_payload_skaven_raid_2
zar_sk_dilemma_skaven_raid_2	70905	0	GEN_CND_NOT_REGION_HAS_EFFECT_BUNDLE	zar_sk_payload_fury_thieves
zar_sk_dilemma_skaven_raid_2	70906	0	GEN_CND_NOT_REGION_HAS_EFFECT_BUNDLE	zar_sk_payload_skaven_food_theft
zar_sk_dilemma_skaven_raid_2	70907	0	GEN_CND_NOT_REGION_HAS_EFFECT_BUNDLE	zar_sk_payload_skaven_raid_3
zar_sk_dilemma_skaven_raid_1	70911	0	GEN_CND_NOT_REGION_HAS_EFFECT_BUNDLE	zar_sk_payload_fury_thieves
zar_sk_dilemma_skaven_raid_1	70912	0	GEN_CND_NOT_REGION_HAS_EFFECT_BUNDLE	zar_sk_payload_skaven_raid_2
zar_sk_dilemma_skaven_raid_1	70913	0	GEN_CND_NOT_REGION_HAS_EFFECT_BUNDLE	zar_sk_payload_skaven_raid_3
zar_sk_dilemma_furry_thieves	70915	0	GEN_CND_NOT_REGION_HAS_EFFECT_BUNDLE	zar_sk_payload_skaven_food_theft
zar_sk_dilemma_furry_thieves	70916	0	GEN_CND_NOT_REGION_HAS_EFFECT_BUNDLE	zar_sk_payload_skaven_raid_2
zar_sk_dilemma_furry_thieves	70917	0	GEN_CND_NOT_REGION_HAS_EFFECT_BUNDLE	zar_sk_payload_skaven_raid_3
zar_sk_dilemma_skaven_raid_2p	700511	0	VAR_CHANCE	5
zar_sk_dilemma_skaven_raid_2p	700521	0	CND_FACTION	wh2_main_skv_clan_pestilens
zar_sk_dilemma_skaven_raid_2p	700541	0	CND_FACTION	wh2_main_skv_clan_mors
zar_sk_dilemma_skaven_raid_2p	700551	0	CND_FIRST_ROUND	20
zar_sk_dilemma_skaven_raid_2p	700561	0	CND_MIN_TREASURY	750
zar_sk_dilemma_skaven_raid_2p	700571	0	GEN_CND_REGION_HAS_EFFECT_BUNDLE	zar_sk_region_skaven_lair
zar_sk_dilemma_skaven_raid_2p	700581	0	GEN_TARGET_REGION	
zar_sk_dilemma_skaven_raid_2p	700591	0	GEN_CND_NOT_CULTURE	wh2_main_skv_skaven
zar_sk_dilemma_skaven_raid_2p	700531	0	GEN_CND_WAR	
zar_sk_dilemma_skaven_raid_2p	700601	0	CND_ROUNDS_UNTIL_NEXT	10
zar_sk_dilemma_skaven_raid_2p	700611	0	GEN_CND_REGION_HAS_EFFECT_BUNDLE	zar_sk_payload_sewer_patrol
zar_sk_dilemma_skaven_raid_2p	709051	0	GEN_CND_NOT_REGION_HAS_EFFECT_BUNDLE	zar_sk_payload_fury_thieves
zar_sk_dilemma_skaven_raid_2p	709061	0	GEN_CND_NOT_REGION_HAS_EFFECT_BUNDLE	zar_sk_payload_skaven_food_theft
zar_sk_dilemma_skaven_raid_2p	709071	0	GEN_CND_NOT_REGION_HAS_EFFECT_BUNDLE	zar_sk_payload_skaven_raid_3
zar_sk_dilemma_skaven_raid_1p	700711	0	VAR_CHANCE	10
zar_sk_dilemma_skaven_raid_1p	700721	0	CND_FACTION	wh2_main_skv_clan_pestilens
zar_sk_dilemma_skaven_raid_1p	700741	0	CND_FACTION	wh2_main_skv_clan_mors
zar_sk_dilemma_skaven_raid_1p	700751	0	CND_FIRST_ROUND	10
zar_sk_dilemma_skaven_raid_1p	700761	0	CND_MIN_TREASURY	500
zar_sk_dilemma_skaven_raid_1p	700771	0	GEN_CND_REGION_HAS_EFFECT_BUNDLE	zar_sk_region_skaven_lair
zar_sk_dilemma_skaven_raid_1p	700781	0	GEN_TARGET_REGION	
zar_sk_dilemma_skaven_raid_1p	700791	0	GEN_CND_NOT_CULTURE	wh2_main_skv_skaven
zar_sk_dilemma_skaven_raid_1p	700731	0	GEN_CND_WAR	
zar_sk_dilemma_skaven_raid_1p	700801	0	CND_ROUNDS_UNTIL_NEXT	10
zar_sk_dilemma_skaven_raid_1p	700811	0	GEN_CND_REGION_HAS_EFFECT_BUNDLE	zar_sk_payload_sewer_patrol
