campaign_tree_variants_tables
2
unknown0	unknown1	unknown2	unknown3
brt_trees_large_1	RigidModels/campaign/vegetation/trees/brt_large_trees_01.rigid_model_v2	BASE	bretonnia
brt_trees_large_2	RigidModels/campaign/vegetation/trees/brt_large_trees_02.rigid_model_v2	BASE	bretonnia
brt_trees_large_3	RigidModels/campaign/vegetation/trees/brt_large_trees_03.rigid_model_v2	BASE	bretonnia
brt_trees_large_4	RigidModels/campaign/vegetation/trees/brt_large_trees_04.rigid_model_v2	BASE	bretonnia
brt_trees_med_1	RigidModels/campaign/vegetation/trees/brt_medium_trees_01.rigid_model_v2	BASE	bretonnia
brt_trees_med_2	RigidModels/campaign/vegetation/trees/brt_medium_trees_02.rigid_model_v2	BASE	bretonnia
brt_trees_med_3	RigidModels/campaign/vegetation/trees/brt_medium_trees_03.rigid_model_v2	BASE	bretonnia
brt_trees_med_4	RigidModels/campaign/vegetation/trees/brt_medium_trees_04.rigid_model_v2	BASE	bretonnia
def_desert_grass_1	RigidModels/campaign/vegetation/grass/def_desert_grass_01.rigid_model_v2	BASE	
def_desert_grass_2	RigidModels/campaign/vegetation/grass/def_desert_grass_02.rigid_model_v2	BASE	
def_desert_grass_3	RigidModels/campaign/vegetation/grass/def_desert_grass_03.rigid_model_v2	BASE	
def_desert_grass_4	RigidModels/campaign/vegetation/grass/def_desert_grass_03.rigid_model_v2	BASE	
def_desert_shrubs_1	RigidModels/campaign/vegetation/shrubs_and_grass/def_desert_shrubs_01.rigid_model_v2	BASE	
def_desert_shrubs_2	RigidModels/campaign/vegetation/shrubs_and_grass/def_desert_shrubs_02.rigid_model_v2	BASE	
def_desert_shrubs_3	RigidModels/campaign/vegetation/shrubs_and_grass/def_desert_shrubs_03.rigid_model_v2	BASE	
def_desert_tree_1	RigidModels/campaign/vegetation/trees/def_desert_tree_01.rigid_model_v2	BASE	dark_elves
def_desert_tree_2	RigidModels/campaign/vegetation/trees/def_desert_tree_02.rigid_model_v2	BASE	dark_elves
def_desert_tree_3	RigidModels/campaign/vegetation/trees/def_desert_tree_03.rigid_model_v2	BASE	dark_elves
def_desert_tree_4	RigidModels/campaign/vegetation/trees/def_desert_tree_04.rigid_model_v2	BASE	dark_elves
def_tree_lsnow_1	RigidModels/campaign/vegetation/trees/def_lsnow_trees_01.rigid_model_v2	BASE	nordic
def_tree_lsnow_2	RigidModels/campaign/vegetation/trees/def_lsnow_trees_02.rigid_model_v2	BASE	nordic
def_tree_lsnow_3	RigidModels/campaign/vegetation/trees/def_lsnow_trees_03.rigid_model_v2	BASE	nordic
def_tree_msnow_1	RigidModels/campaign/vegetation/trees/def_msnow_trees_01.rigid_model_v2	BASE	nordic
def_tree_ssnow_1	RigidModels/campaign/vegetation/trees/def_ssnow_trees_01.rigid_model_v2	BASE	nordic
def_tree_ssnow_2	RigidModels/campaign/vegetation/trees/def_ssnow_trees_02.rigid_model_v2	BASE	nordic
def_tree_ssnow_3	RigidModels/campaign/vegetation/trees/def_ssnow_trees_03.rigid_model_v2	BASE	nordic
def_tree_xlsnow_1	RigidModels/campaign/vegetation/trees/def_xlsnow_trees_01.rigid_model_v2	BASE	nordic
def_tree_xlsnow_2	RigidModels/campaign/vegetation/trees/def_xlsnow_trees_02.rigid_model_v2	BASE	nordic
def_tree_xlsnow_3	RigidModels/campaign/vegetation/trees/def_xlsnow_trees_03.rigid_model_v2	BASE	nordic
def_tree_xmsnow_1	RigidModels/campaign/vegetation/trees/def_xmsnow_trees_01.rigid_model_v2	BASE	nordic
grass_1	RigidModels/campaign/vegetation/grass/gen_grass_01.rigid_model_v2	BASE	
grass_1	RigidModels/campaign/vegetation/grass/brt_grass_01.rigid_model_v2	BRETONNIA	
grass_1	RigidModels/campaign/vegetation/grass/chs_grass_01.rigid_model_v2	CHAOS	
