campaign_settlement_display_building_ids_tables
3
unknown0	unknown1	unknown2
wh2_main_def_outpostnorsca_major_1	wh2_main_def_outpostnorsca_major_1	wh2_main_building_def_settlement_major_1
wh2_main_def_outpostnorsca_major_1_coast	wh2_main_def_outpostnorsca_major_1_coast	wh2_main_building_def_settlement_major_1
wh2_main_def_outpostnorsca_major_2	wh2_main_def_outpostnorsca_major_2	wh2_main_building_def_settlement_major_2
wh2_main_def_outpostnorsca_major_2_coast	wh2_main_def_outpostnorsca_major_2_coast	wh2_main_building_def_settlement_major_2
wh2_main_def_outpostnorsca_major_3	wh2_main_def_outpostnorsca_major_3	wh2_main_building_def_settlement_major_3
wh2_main_def_outpostnorsca_major_3_coast	wh2_main_def_outpostnorsca_major_3_coast	wh2_main_building_def_settlement_major_3
wh2_main_def_outpostnorsca_major_4	wh2_main_def_outpostnorsca_major_4	wh2_main_building_def_settlement_major_4
wh2_main_def_outpostnorsca_major_4_coast	wh2_main_def_outpostnorsca_major_4_coast	wh2_main_building_def_settlement_major_4
wh2_main_def_outpostnorsca_major_5	wh2_main_def_outpostnorsca_major_5	wh2_main_building_def_settlement_major_5
wh2_main_def_outpostnorsca_major_5_coast	wh2_main_def_outpostnorsca_major_5_coast	wh2_main_building_def_settlement_major_5
wh2_main_def_outpostnorsca_major_ruin	wh2_main_def_outpostnorsca_major_ruin	wh_main_building_human_ruin
wh2_main_def_outpostnorsca_major_ruin_coast	wh2_main_def_outpostnorsca_major_ruin_coast	wh_main_building_human_ruin
wh2_main_def_outpostnorsca_minor_1	wh2_main_def_outpostnorsca_minor_1	wh2_main_building_def_settlement_minor_1
wh2_main_def_outpostnorsca_minor_1_coast	wh2_main_def_outpostnorsca_minor_1_coast	wh2_main_building_def_settlement_minor_1
wh2_main_def_outpostnorsca_minor_2	wh2_main_def_outpostnorsca_minor_2	wh2_main_building_def_settlement_minor_2
wh2_main_def_outpostnorsca_minor_2_coast	wh2_main_def_outpostnorsca_minor_2_coast	wh2_main_building_def_settlement_minor_2
wh2_main_def_outpostnorsca_minor_3	wh2_main_def_outpostnorsca_minor_3	wh2_main_building_def_settlement_minor_3
wh2_main_def_outpostnorsca_minor_3_coast	wh2_main_def_outpostnorsca_minor_3_coast	wh2_main_building_def_settlement_minor_3
wh2_main_def_outpostnorsca_minor_ruin	wh2_main_def_outpostnorsca_minor_ruin	wh_main_building_human_ruin
wh2_main_def_outpostnorsca_minor_ruin_coast	wh2_main_def_outpostnorsca_minor_ruin_coast	wh_main_building_human_ruin
wh2_main_def_settlement_major_1	wh2_main_def_settlement_major_1	wh2_main_building_def_settlement_major_1
wh2_main_def_settlement_major_1_coast	wh2_main_def_settlement_major_1_coast	wh2_main_building_def_settlement_major_1
wh2_main_def_settlement_major_2	wh2_main_def_settlement_major_2	wh2_main_building_def_settlement_major_2
wh2_main_def_settlement_major_2_coast	wh2_main_def_settlement_major_2_coast	wh2_main_building_def_settlement_major_2
wh2_main_def_settlement_major_3	wh2_main_def_settlement_major_3	wh2_main_building_def_settlement_major_3
wh2_main_def_settlement_major_3_coast	wh2_main_def_settlement_major_3_coast	wh2_main_building_def_settlement_major_3
wh2_main_def_settlement_major_4	wh2_main_def_settlement_major_4	wh2_main_building_def_settlement_major_4
wh2_main_def_settlement_major_4_coast	wh2_main_def_settlement_major_4_coast	wh2_main_building_def_settlement_major_4
wh2_main_def_settlement_major_5	wh2_main_def_settlement_major_5	wh2_main_building_def_settlement_major_5
wh2_main_def_settlement_major_5_coast	wh2_main_def_settlement_major_5_coast	wh2_main_building_def_settlement_major_5
wh2_main_def_settlement_major_ruin	wh2_main_def_settlement_major_ruin	wh_main_building_human_ruin
wh2_main_def_settlement_major_ruin_coast	wh2_main_def_settlement_major_ruin_coast	wh_main_building_human_ruin
wh2_main_def_settlement_minor_1	wh2_main_def_settlement_minor_1	wh2_main_building_def_settlement_minor_1
wh2_main_def_settlement_minor_1_coast	wh2_main_def_settlement_minor_1_coast	wh2_main_building_def_settlement_minor_1
wh2_main_def_settlement_minor_2	wh2_main_def_settlement_minor_2	wh2_main_building_def_settlement_minor_2
wh2_main_def_settlement_minor_2_coast	wh2_main_def_settlement_minor_2_coast	wh2_main_building_def_settlement_minor_2
wh2_main_def_settlement_minor_3	wh2_main_def_settlement_minor_3	wh2_main_building_def_settlement_minor_3
wh2_main_def_settlement_minor_3_coast	wh2_main_def_settlement_minor_3_coast	wh2_main_building_def_settlement_minor_3
wh2_main_def_settlement_minor_ruin	wh2_main_def_settlement_minor_ruin	wh_main_building_human_ruin
wh2_main_def_settlement_minor_ruin_coast	wh2_main_def_settlement_minor_ruin_coast	wh_main_building_human_ruin
wh2_main_hef_outpostnorsca_major_1	wh2_main_hef_outpostnorsca_major_1	wh2_main_building_hef_settlement_major_1
wh2_main_hef_outpostnorsca_major_1_coast	wh2_main_hef_outpostnorsca_major_1_coast	wh2_main_building_hef_settlement_major_1
wh2_main_hef_outpostnorsca_major_2	wh2_main_hef_outpostnorsca_major_2	wh2_main_building_hef_settlement_major_2
wh2_main_hef_outpostnorsca_major_2_coast	wh2_main_hef_outpostnorsca_major_2_coast	wh2_main_building_hef_settlement_major_2
wh2_main_hef_outpostnorsca_major_3	wh2_main_hef_outpostnorsca_major_3	wh2_main_building_hef_settlement_major_3
wh2_main_hef_outpostnorsca_major_3_coast	wh2_main_hef_outpostnorsca_major_3_coast	wh2_main_building_hef_settlement_major_3
wh2_main_hef_outpostnorsca_major_4	wh2_main_hef_outpostnorsca_major_4	wh2_main_building_hef_settlement_major_4
