special_ability_displays_tables
0
unknown0	unknown1	unknown2
beasts_long	wh_dlc03_beasts_aura_casting_long	wh_dlc03_beasts_cast_long
beasts_medium	wh_dlc03_beasts_aura_casting_medium	wh_dlc03_beasts_cast_medium
beasts_short	wh_dlc03_beasts_aura_casting_short	wh_dlc03_beasts_cast_short
big_waaagh_long	wh_main_big_waaagh_aura_casting_long	wh_main_big_waaagh_cast_long
big_waaagh_medium	wh_main_big_waaagh_aura_casting_medium	wh_main_big_waaagh_cast_medium
big_waaagh_short	wh_main_big_waaagh_aura_casting_short	wh_main_big_waaagh_cast_short
dark_magic_long	wh2_main_dark_aura_casting_long	wh2_main_dark_cast_long
dark_magic_medium	wh2_main_dark_aura_casting_medium	wh2_main_dark_cast_medium
dark_magic_short	wh2_main_dark_aura_casting_short	wh2_main_dark_cast_short
death_long	wh_main_death_aura_casting_long	wh_main_death_cast_long
death_medium	wh_main_death_aura_casting_medium	wh_main_death_cast_medium
death_short	wh_main_death_aura_casting_short	wh_main_death_cast_short
fire_long	wh_main_fire_aura_casting_long	wh_main_fire_cast_long
fire_medium	wh_main_fire_aura_casting_medium	wh_main_fire_cast_medium
fire_short	wh_main_fire_aura_casting_short	wh_main_fire_cast_short
heavens_long	wh_main_heavens_aura_casting_long	wh_main_heavens_cast_long
heavens_medium	wh_main_heavens_aura_casting_medium	wh_main_heavens_cast_medium
heavens_short	wh_main_heavens_aura_casting_short	wh_main_heavens_cast_short
high_magic_long	wh2_main_high_aura_casting_long	wh2_main_high_cast_long
high_magic_long_phoenix	wh2_main_high_aura_casting_long_phoenix	wh2_main_high_cast_long
high_magic_medium	wh2_main_high_aura_casting_medium	wh2_main_high_cast_medium
high_magic_short	wh2_main_high_aura_casting_short	wh2_main_high_cast_short
life_long	wh_dlc05_life_aura_casting_long	wh_dlc05_life_cast_long
life_medium	wh_dlc05_life_aura_casting_medium	wh_dlc05_life_cast_medium
life_short	wh_dlc05_life_aura_casting_short	wh_dlc05_life_cast_short
light_long	wh_main_light_aura_casting_long	wh_main_light_cast_long
light_medium	wh_main_light_aura_casting_medium	wh_main_light_cast_medium
light_short	wh_main_light_aura_casting_short	wh_main_light_cast_short
lil_waaagh_long	wh_main_lil_waaagh_aura_casting_long	wh_main_lil_waaagh_cast_long
lil_waaagh_medium	wh_main_lil_waaagh_aura_casting_medium	wh_main_lil_waaagh_cast_medium
lil_waaagh_short	wh_main_lil_waaagh_aura_casting_short	wh_main_lil_waaagh_cast_short
metal_long	wh_main_metal_aura_casting_long	wh_main_metal_cast_long
metal_medium	wh_main_metal_aura_casting_medium	wh_main_metal_cast_medium
metal_short	wh_main_metal_aura_casting_short	wh_main_metal_cast_short
plague_long	wh2_main_plague_aura_casting_long	wh2_main_plague_cast_long
plague_medium	wh2_main_plague_aura_casting_medium	wh2_main_plague_cast_medium
plague_short	wh2_main_plague_aura_casting_short	wh2_main_plague_cast_short
ruin_long	wh2_main_ruin_aura_casting_long	wh2_main_ruin_cast_long
ruin_medium	wh2_main_ruin_aura_casting_medium	wh2_main_ruin_cast_medium
ruin_short	wh2_main_ruin_aura_casting_short	wh2_main_ruin_cast_short
shadow_long	wh_dlc05_shadow_aura_casting_long	wh_dlc05_shadow_cast_long
shadow_medium	wh_dlc05_shadow_aura_casting_medium	wh_dlc05_shadow_cast_medium
shadow_short	wh_dlc05_shadow_aura_casting_short	wh_dlc05_shadow_cast_short
soulfire		wh_main_generic_cast_short
vampires_long	wh_main_vampires_aura_casting_long	wh_main_vampires_cast_long
vampires_medium	wh_main_vampires_aura_casting_medium	wh_main_vampires_cast_medium
vampires_short	wh_main_vampires_aura_casting_short	wh_main_vampires_cast_short
war_altar_light_long	wh_dlc04_light_ability_aura_casting_long	wh_main_light_cast_long
wild_long	wh_dlc03_wild_aura_casting_long	wh_dlc03_wild_cast_long
wild_medium	wh_dlc03_wild_aura_casting_medium	wh_dlc03_wild_cast_medium
wild_short	wh_dlc03_wild_aura_casting_short	wh_dlc03_wild_cast_short
