character_skill_level_to_effects_junctions_tables
1
character_skill_key	effect_key	effect_scope	level	value
mark_nurgle	wh_main_effect_character_stat_mod_unit_health	character_to_character_own	1	10
mark_nurgle	wh_main_effect_character_stat_mod_ward_save_physical	character_to_character_own	1	5
mark_nurgle	wh_main_effect_force_unit_stat_melee_defence	general_to_force_own	1	4
mark_slaanesh	wh_main_effect_force_army_battle_cavalry_melee_damage	general_to_force_own	1	5
mark_nurgle	wh_main_effect_force_unit_stat_melee_attack	general_to_force_own	1	-4
mark_nurgle	wh_main_effect_character_stat_enable_poison_attacks	character_to_character_own	1	1
mark_slaanesh	wh_main_effect_force_army_battle_movement_speed	general_to_force_own	1	10
mark_slaanesh	wh_main_effect_character_stat_mod_unit_health	character_to_character_own	1	-10
mark_slaanesh	wh_main_effect_character_stat_mod_ap_damage	character_to_character_own	1	30
mark_tzeentch	wh_main_effect_military_force_winds_of_magic_depletion_mod_character_enemy	character_to_enemy_province	1	-10
mark_tzeentch	wh_main_effect_military_force_winds_of_magic_depletion_mod_character	character_to_force_own_unseen	1	15
mark_tzeentch	wh_main_effect_ability_enable_fireball	character_to_character_own	1	1
mark_tzeentch	wh_main_effect_character_stat_enable_magic_attacks	character_to_character_own	1	1
mark_tzeentch	wh_main_effect_force_unit_stat_morale	general_to_force_own	1	5
mark_tzeentch	wh_main_effect_force_army_battle_charge_bonus	general_to_force_own	1	-10
mark_khorne	wh_main_effect_force_army_battle_charge_bonus	general_to_force_own	1	12
mark_khorne	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	1	10
mark_khorne	wh_main_effect_force_unit_stat_melee_attack	general_to_force_own	1	4
mark_khorne	wh_main_effect_force_unit_stat_melee_defence	general_to_force_own	1	-4
mark_slaanesh	wh_main_effect_character_stat_mod_ward_save_missile	character_to_character_own	1	5
