character_skill_level_to_effects_junctions_tables
1
character_skill_key	effect_key	effect_scope	level	value
green_knight_1	wh_main_effect_force_army_battle_cavalry_melee_damage	faction_to_force_own_factionwide	1	5
green_knight_2	wh_main_effect_force_army_battle_cavalry_melee_attack	faction_to_force_own_factionwide	1	3
green_knight_3	wh_main_effect_force_army_battle_cavalry_charge_bonus	faction_to_force_own_factionwide	1	5
green_knight_4	wh_main_effect_force_army_battle_cavalry_movement_speed	faction_to_force_own_factionwide	1	5
green_knight_5	wh_main_effect_force_army_campaign_upkeep_cost_cavalry	faction_to_force_own_factionwide	1	-5
green_knight_6	wh_main_effect_force_army_battle_infantry_morale	faction_to_force_own_factionwide	1	3
green_knight_7	wh_main_effect_force_army_battle_infantry_melee_attack	faction_to_force_own_factionwide	1	3
green_knight_8	wh_main_effect_force_army_battle_infantry_melee_defence	faction_to_force_own_factionwide	1	3
green_knight_9	wh_main_effect_force_army_battle_infantry_spears_armour	faction_to_force_own_factionwide	1	10
green_knight_10	wh_main_effect_force_army_campaign_upkeep_cost_infantry	faction_to_force_own_factionwide	1	-5
green_knight_11	wh_main_effect_force_army_battle_artillery_damage	faction_to_force_own_factionwide	1	5
green_knight_12	wh_main_effect_force_army_battle_artillery_range	faction_to_force_own_factionwide	1	5
green_knight_13	wh_main_effect_force_army_battle_infantry_missile_firing_rate	faction_to_force_own_factionwide	1	5
green_knight_14	wh_main_effect_force_army_battle_infantry_ranged_ammunition	faction_to_force_own_factionwide	1	5
green_knight_15	wh_main_effect_force_army_campaign_upkeep_cost_ranged_infantry	faction_to_force_own_factionwide	1	-5
green_knight_16	wh_main_effect_force_all_campaign_experience_base_all	faction_to_force_own_factionwide	1	1
green_knight_17	wh_main_effect_force_all_campaign_reinforcement_range	character_to_general_own_factionwide	1	10
green_knight_18	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own_factionwide	1	5
green_knight_19	wh_main_effect_agent_movement_range_mod	character_to_general_own_factionwide	1	10
green_knight_20	wh_main_effect_general_aura_mod_all_during_attack	character_to_general_own_factionwide	1	10
