models_building_tables
8
unknown0	unknown1	unknown2	unknown3	unknown4	unknown5
terrain_props/wh_foliage			beech_mushrooms_a	rigidmodels\buildings\beech_mushrooms_a\beech_mushrooms_a_tech.cs2.parsed	rigidmodels\buildings\beech_mushrooms_a\beech_mushrooms_a_tech.cs2.collision
terrain_props/wh_foliage			beech_mushrooms_b	rigidmodels\buildings\beech_mushrooms_b\beech_mushrooms_b_tech.cs2.parsed	rigidmodels\buildings\beech_mushrooms_b\beech_mushrooms_b_tech.cs2.collision
terrain_props/wh_foliage			beech_mushrooms_c	rigidmodels\buildings\beech_mushrooms_c\beech_mushrooms_c_tech.cs2.parsed	rigidmodels\buildings\beech_mushrooms_c\beech_mushrooms_c_tech.cs2.collision
proxies/blk_sim			blk_cube10x10_01	rigidmodels\buildings\blk_cube10x10_01\blk_cube10x10_01_tech.cs2.parsed	rigidmodels\buildings\blk_cube10x10_01\blk_cube10x10_01_tech.cs2.collision
brt/hero_buildings/alphas			brt_alpha_bunting	rigidmodels\buildings\brt_alpha_bunting\brt_alpha_bunting_tech.cs2.parsed	rigidmodels\buildings\brt_alpha_bunting\brt_alpha_bunting_tech.cs2.collision
brt/hero_buildings/alphas			brt_alpha_bunting_01	rigidmodels\buildings\brt_alpha_bunting_01\brt_alpha_bunting_01_tech.cs2.parsed	rigidmodels\buildings\brt_alpha_bunting_01\brt_alpha_bunting_01_tech.cs2.collision
brt/hero_buildings/alphas			brt_alpha_cup_01	rigidmodels\buildings\brt_alpha_cup_01\brt_alpha_cup_01_tech.cs2.parsed	rigidmodels\buildings\brt_alpha_cup_01\brt_alpha_cup_01_tech.cs2.collision
brt/hero_buildings/alphas			brt_alpha_dragon	rigidmodels\buildings\brt_alpha_dragon\brt_alpha_dragon_tech.cs2.parsed	rigidmodels\buildings\brt_alpha_dragon\brt_alpha_dragon_tech.cs2.collision
brt/hero_buildings/alphas			brt_alpha_flag_large_01	rigidmodels\buildings\brt_alpha_flag_large_01\brt_alpha_flag_large_01_tech.cs2.parsed	rigidmodels\buildings\brt_alpha_flag_large_01\brt_alpha_flag_large_01_tech.cs2.collision
brt/hero_buildings/alphas			brt_alpha_flag_large_02	rigidmodels\buildings\brt_alpha_flag_large_02\brt_alpha_flag_large_02_tech.cs2.parsed	rigidmodels\buildings\brt_alpha_flag_large_02\brt_alpha_flag_large_02_tech.cs2.collision
brt/hero_buildings/alphas			brt_alpha_flag_med_01	rigidmodels\buildings\brt_alpha_flag_med_01\brt_alpha_flag_med_01_tech.cs2.parsed	rigidmodels\buildings\brt_alpha_flag_med_01\brt_alpha_flag_med_01_tech.cs2.collision
brt/hero_buildings/alphas			brt_alpha_flag_med_02	rigidmodels\buildings\brt_alpha_flag_med_02\brt_alpha_flag_med_02_tech.cs2.parsed	rigidmodels\buildings\brt_alpha_flag_med_02\brt_alpha_flag_med_02_tech.cs2.collision
brt/hero_buildings/alphas			brt_alpha_flag_small_01	rigidmodels\buildings\brt_alpha_flag_small_01\brt_alpha_flag_small_01_tech.cs2.parsed	rigidmodels\buildings\brt_alpha_flag_small_01\brt_alpha_flag_small_01_tech.cs2.collision
brt/hero_buildings/alphas			brt_alpha_flag_small_02	rigidmodels\buildings\brt_alpha_flag_small_02\brt_alpha_flag_small_02_tech.cs2.parsed	rigidmodels\buildings\brt_alpha_flag_small_02\brt_alpha_flag_small_02_tech.cs2.collision
brt/hero_buildings/alphas			brt_alpha_flag_tall_01	rigidmodels\buildings\brt_alpha_flag_tall_01\brt_alpha_flag_tall_01_tech.cs2.parsed	rigidmodels\buildings\brt_alpha_flag_tall_01\brt_alpha_flag_tall_01_tech.cs2.collision
brt/hero_buildings/alphas			brt_alpha_railing	rigidmodels\buildings\brt_alpha_railing\brt_alpha_railing_tech.cs2.parsed	rigidmodels\buildings\brt_alpha_railing\brt_alpha_railing_tech.cs2.collision
brt/hero_buildings/alphas			brt_alpha_shield_01	rigidmodels\buildings\brt_alpha_shield_01\brt_alpha_shield_01_tech.cs2.parsed	rigidmodels\buildings\brt_alpha_shield_01\brt_alpha_shield_01_tech.cs2.collision
brt/hero_buildings/alphas			brt_alpha_shield_02	rigidmodels\buildings\brt_alpha_shield_02\brt_alpha_shield_02_tech.cs2.parsed	rigidmodels\buildings\brt_alpha_shield_02\brt_alpha_shield_02_tech.cs2.collision
brt/hero_buildings/alphas			brt_alpha_shield_03	rigidmodels\buildings\brt_alpha_shield_03\brt_alpha_shield_03_tech.cs2.parsed	rigidmodels\buildings\brt_alpha_shield_03\brt_alpha_shield_03_tech.cs2.collision
brt/hero_buildings/alphas			brt_alpha_shield_04	rigidmodels\buildings\brt_alpha_shield_04\brt_alpha_shield_04_tech.cs2.parsed	rigidmodels\buildings\brt_alpha_shield_04\brt_alpha_shield_04_tech.cs2.collision
brt/infield/house_pieces			brt_balcony_01	rigidmodels\buildings\brt_balcony_01\brt_balcony_01_tech.cs2.parsed	rigidmodels\buildings\brt_balcony_01\brt_balcony_01_tech.cs2.collision
brt/infield/house_pieces			brt_balcony_02	rigidmodels\buildings\brt_balcony_02\brt_balcony_02_tech.cs2.parsed	rigidmodels\buildings\brt_balcony_02\brt_balcony_02_tech.cs2.collision
brt/infield/house_pieces			brt_balcony_03	rigidmodels\buildings\brt_balcony_03\brt_balcony_03_tech.cs2.parsed	rigidmodels\buildings\brt_balcony_03\brt_balcony_03_tech.cs2.collision
brt/infield/house_pieces			brt_balcony_04	rigidmodels\buildings\brt_balcony_04\brt_balcony_04_tech.cs2.parsed	rigidmodels\buildings\brt_balcony_04\brt_balcony_04_tech.cs2.collision
brt/hero_buildings			brt_block_01	rigidmodels\buildings\brt_block_01\brt_block_01_tech.cs2.parsed	rigidmodels\buildings\brt_block_01\brt_block_01_tech.cs2.collision
brt/hero_buildings			brt_block_02	rigidmodels\buildings\brt_block_02\brt_block_02_tech.cs2.parsed	rigidmodels\buildings\brt_block_02\brt_block_02_tech.cs2.collision
blockout/blockouts_bretonnia			brt_blockout_tower_freestanding	rigidmodels\buildings\brt_blockout_tower_freestanding\brt_blockout_tower_freestanding_tech.cs2.parsed	rigidmodels\buildings\brt_blockout_tower_freestanding\brt_blockout_tower_freestanding_tech.cs2.collision
brt/hero_buildings			brt_blockwall_01	rigidmodels\buildings\brt_blockwall_01\brt_blockwall_01_tech.cs2.parsed	rigidmodels\buildings\brt_blockwall_01\brt_blockwall_01_tech.cs2.collision
terrain_props/wh_rocks			brt_bolderlrg_01	rigidmodels\buildings\brt_bolderlrg_01\brt_bolderlrg_01_tech.cs2.parsed	rigidmodels\buildings\brt_bolderlrg_01\brt_bolderlrg_01_tech.cs2.collision
terrain_props/wh_rocks			brt_boldermed_01	rigidmodels\buildings\brt_boldermed_01\brt_boldermed_01_tech.cs2.parsed	rigidmodels\buildings\brt_boldermed_01\brt_boldermed_01_tech.cs2.collision
terrain_props/wh_rocks			brt_boldermed_02	rigidmodels\buildings\brt_boldermed_02\brt_boldermed_02_tech.cs2.parsed	rigidmodels\buildings\brt_boldermed_02\brt_boldermed_02_tech.cs2.collision
terrain_props/wh_rocks			brt_boldersml_01	rigidmodels\buildings\brt_boldersml_01\brt_boldersml_01_tech.cs2.parsed	rigidmodels\buildings\brt_boldersml_01\brt_boldersml_01_tech.cs2.collision
terrain_props/wh_rocks			brt_boldersml_02	rigidmodels\buildings\brt_boldersml_02\brt_boldersml_02_tech.cs2.parsed	rigidmodels\buildings\brt_boldersml_02\brt_boldersml_02_tech.cs2.collision
brt/hero_buildings			brt_bridge_01	rigidmodels\buildings\brt_bridge_01\brt_bridge_01_tech.cs2.parsed	rigidmodels\buildings\brt_bridge_01\brt_bridge_01_tech.cs2.collision
brt/hero_buildings			brt_bridge_02	rigidmodels\buildings\brt_bridge_02\brt_bridge_02_tech.cs2.parsed	rigidmodels\buildings\brt_bridge_02\brt_bridge_02_tech.cs2.collision
brt/hero_buildings			brt_bridge_03	rigidmodels\buildings\brt_bridge_03\brt_bridge_03_tech.cs2.parsed	rigidmodels\buildings\brt_bridge_03\brt_bridge_03_tech.cs2.collision
brt/bridges			brt_bridgebay_01	rigidmodels\buildings\brt_bridgebay_01\brt_bridgebay_01_tech.cs2.parsed	rigidmodels\buildings\brt_bridgebay_01\brt_bridgebay_01_tech.cs2.collision
brt/hero_buildings			brt_bridgebay_02	rigidmodels\buildings\brt_bridgebay_02\brt_bridgebay_02_tech.cs2.parsed	rigidmodels\buildings\brt_bridgebay_02\brt_bridgebay_02_tech.cs2.collision
brt/bridges			brt_bridgetower_01	rigidmodels\buildings\brt_bridgetower_01\brt_bridgetower_01_tech.cs2.parsed	rigidmodels\buildings\brt_bridgetower_01\brt_bridgetower_01_tech.cs2.collision
brt/bridges			brt_bridgetower_02	rigidmodels\buildings\brt_bridgetower_02\brt_bridgetower_02_tech.cs2.parsed	rigidmodels\buildings\brt_bridgetower_02\brt_bridgetower_02_tech.cs2.collision
terrain_props/wh_cliffs			brt_cliff_01	rigidmodels\buildings\brt_cliff_01\brt_cliff_01_tech.cs2.parsed	rigidmodels\buildings\brt_cliff_01\brt_cliff_01_tech.cs2.collision
terrain_props/wh_rocks			brt_cliff_02	rigidmodels\buildings\brt_cliff_02\brt_cliff_02_tech.cs2.parsed	rigidmodels\buildings\brt_cliff_02\brt_cliff_02_tech.cs2.collision
terrain_props/wh_rocks			brt_cliff_03	rigidmodels\buildings\brt_cliff_03\brt_cliff_03_tech.cs2.parsed	rigidmodels\buildings\brt_cliff_03\brt_cliff_03_tech.cs2.collision
terrain_props/wh_rocks			brt_cliff_04	rigidmodels\buildings\brt_cliff_04\brt_cliff_04_tech.cs2.parsed	rigidmodels\buildings\brt_cliff_04\brt_cliff_04_tech.cs2.collision
brt/infield/house_pieces			brt_crane_01	rigidmodels\buildings\brt_crane_01\brt_crane_01_tech.cs2.parsed	rigidmodels\buildings\brt_crane_01\brt_crane_01_tech.cs2.collision
brt/infield/house_pieces			brt_door_pc_01	rigidmodels\buildings\brt_door_pc_01\brt_door_pc_01_tech.cs2.parsed	rigidmodels\buildings\brt_door_pc_01\brt_door_pc_01_tech.cs2.collision
brt/hero_buildings			brt_dormer_01	rigidmodels\buildings\brt_dormer_01\brt_dormer_01_tech.cs2.parsed	rigidmodels\buildings\brt_dormer_01\brt_dormer_01_tech.cs2.collision
brt/hero_buildings			brt_dormer_02	rigidmodels\buildings\brt_dormer_02\brt_dormer_02_tech.cs2.parsed	rigidmodels\buildings\brt_dormer_02\brt_dormer_02_tech.cs2.collision
brt/hero_buildings			brt_dormer_03	rigidmodels\buildings\brt_dormer_03\brt_dormer_03_tech.cs2.parsed	rigidmodels\buildings\brt_dormer_03\brt_dormer_03_tech.cs2.collision
brt/infield/house_pieces			brt_house_add_01	rigidmodels\buildings\brt_house_add_01\brt_house_add_01_tech.cs2.parsed	rigidmodels\buildings\brt_house_add_01\brt_house_add_01_tech.cs2.collision
brt/infield/house_pieces			brt_house_add_02	rigidmodels\buildings\brt_house_add_02\brt_house_add_02_tech.cs2.parsed	rigidmodels\buildings\brt_house_add_02\brt_house_add_02_tech.cs2.collision
brt/infield/house_pieces			brt_house_add_03	rigidmodels\buildings\brt_house_add_03\brt_house_add_03_tech.cs2.parsed	rigidmodels\buildings\brt_house_add_03\brt_house_add_03_tech.cs2.collision
brt/infield/house_pieces			brt_house_add_04	rigidmodels\buildings\brt_house_add_04\brt_house_add_04_tech.cs2.parsed	rigidmodels\buildings\brt_house_add_04\brt_house_add_04_tech.cs2.collision
brt/infield/house_pieces			brt_house_add_05	rigidmodels\buildings\brt_house_add_05\brt_house_add_05_tech.cs2.parsed	rigidmodels\buildings\brt_house_add_05\brt_house_add_05_tech.cs2.collision
brt/infield/house_pieces			brt_house_add_06	rigidmodels\buildings\brt_house_add_06\brt_house_add_06_tech.cs2.parsed	rigidmodels\buildings\brt_house_add_06\brt_house_add_06_tech.cs2.collision
brt/infield/house_pieces			brt_house_add_07	rigidmodels\buildings\brt_house_add_07\brt_house_add_07_tech.cs2.parsed	rigidmodels\buildings\brt_house_add_07\brt_house_add_07_tech.cs2.collision
brt/infield/house_pieces			brt_house_add_08	rigidmodels\buildings\brt_house_add_08\brt_house_add_08_tech.cs2.parsed	rigidmodels\buildings\brt_house_add_08\brt_house_add_08_tech.cs2.collision
brt/infield/house_pieces			brt_house_add_09	rigidmodels\buildings\brt_house_add_09\brt_house_add_09_tech.cs2.parsed	rigidmodels\buildings\brt_house_add_09\brt_house_add_09_tech.cs2.collision
brt/infield/house_pieces			brt_house_add_10	rigidmodels\buildings\brt_house_add_10\brt_house_add_10_tech.cs2.parsed	rigidmodels\buildings\brt_house_add_10\brt_house_add_10_tech.cs2.collision
brt/infield/house_pieces			brt_house_add_11	rigidmodels\buildings\brt_house_add_11\brt_house_add_11_tech.cs2.parsed	rigidmodels\buildings\brt_house_add_11\brt_house_add_11_tech.cs2.collision
brt/infield/house_pieces			brt_house_add_12	rigidmodels\buildings\brt_house_add_12\brt_house_add_12_tech.cs2.parsed	rigidmodels\buildings\brt_house_add_12\brt_house_add_12_tech.cs2.collision
brt/infield/houses			brt_house_domestic_01	rigidmodels\buildings\brt_house_domestic_01\brt_house_domestic_01_tech.cs2.parsed	rigidmodels\buildings\brt_house_domestic_01\brt_house_domestic_01_tech.cs2.collision
