special_ability_to_auto_deactivate_flags_tables
0
unknown0	unknown1
health_above_10%	wh2_main_character_passive_fallen_mages
morale_is_broken_or_lower	wh2_main_faction_abilities_murderous_mastery
unit_does_not_have_murderous_prowess	wh2_main_faction_abilities_murderous_mastery
unit_is_not_pre_murderous_prowess	wh2_main_faction_abilities_murderous_prowess_indicator
morale_is_broken_or_lower	wh2_main_faction_abilities_murderous_prowess
unit_does_not_have_murderous_prowess	wh2_main_faction_abilities_murderous_prowess
health_above_10%	wh2_main_item_passive_heart_of_averlorn
engaged_in_melee	wh2_main_item_passive_pipes_of_piebald
out_of_melee	wh2_main_item_passive_portents_of_verminous_doom
out_of_melee	wh2_main_item_passive_shield_of_ghrond
health_above_10%	wh2_main_item_passive_the_book_of_the_phoenix
engaged_in_melee	wh2_main_item_passive_war_drum_of_xahutec
out_of_melee	wh2_main_item_passive_warpstone_armour
other_abilities_none_on_wind_up	wh2_main_lore_passive_musk_of_fear
other_abilities_none_on_wind_up	wh2_main_lore_passive_plague_rash
other_abilities_none_on_wind_up	wh2_main_lore_passive_shield_of_saphery
other_abilities_none_on_wind_up	wh2_main_lore_passive_spiteful_conjuration
morale_is_broken_or_lower	wh2_main_mount_passive_billowing_death
morale_is_broken_or_lower	wh2_main_mount_passive_wall_of_unholy_sound
mana_below_50%	wh2_main_unit_passive_attuned_to_magic
health_below_50%_base	wh2_main_unit_passive_martial_mastery
health_below_50%_base	wh2_main_unit_passive_martial_prowess
health_above_50%_base	wh2_main_unit_passive_primal_instincts
health_above_10%	wh2_main_unit_passive_rebirth
morale_is_higher_than_wavering	wh2_main_unit_passive_scurry_away
health_below_50%_base	wh2_main_unit_passive_strength_in_numbers
unit_alive	wh2_main_unit_passive_the_rats_emerge
health_above_10%	wh2_main_unit_passive_too_horrible_to_die
out_of_melee	wh2_main_weapon_passive_heartrender_and_the_darksword
morale_is_broken_or_lower	wh_dlc01_weapon_passive_auric_armour
engaged_in_melee	wh_dlc02_unit_passive_the_flag_of_blood_keep
health_above_50%_base	wh_dlc03_item_passive_banner_of_the_fallen_kings
other_abilities_none_on_wind_up	wh_dlc03_lore_passive_bestial_surge
other_abilities_none_on_wind_up	wh_dlc03_lore_passive_wild_heart
health_above_20%	wh_dlc03_quest_passive_poisoning
out_of_melee	wh_dlc03_unit_abilities_slaughterers_call
cannot_find_enemies_in_intercept_range	wh_dlc03_unit_passive_bloodgreed
morale_is_broken_or_lower	wh_dlc03_unit_passive_bloodgreed
morale_is_wavering_or_lower	wh_dlc03_unit_passive_drunken
morale_is_lower_than_half_of_base_morale	wh_dlc03_unit_passive_primal_fury
out_of_melee	wh_dlc04_unit_passive_strength_of_the_penitent
unit_is_not_in_forest	wh_dlc05_hero_passive_blessing_of_the_ancients
cannot_find_enemies_in_intercept_range	wh_dlc05_hero_passive_hawkish_finesse
enemies_in_intercept_range	wh_dlc05_hero_passive_hawkish_precision
health_above_20%	wh_dlc05_item_passive_cloak_of_isha
other_abilities_none_on_wind_up	wh_dlc05_lore_passive_life_bloom
other_abilities_none_on_wind_up	wh_dlc05_lore_passive_smoke_and_mirrors
unit_is_not_in_forest	wh_dlc05_unit_passive_guardians_of_the_wildwood
out_of_melee	wh_dlc06_quest_passive_squigs_go_boom
manning_equipment	wh_dlc06_unit_abilities_smoke_bomb
morale_is_wavering_or_lower	wh_dlc06_unit_passive_liquid_fortification
out_of_melee	wh_dlc06_unit_passive_opportunist_murderer
out_of_melee	wh_dlc06_unit_passive_power_of_the_dragon_back
cannot_find_enemies_in_intercept_range	wh_dlc06_unit_passive_squigs_go_wild
other_abilities_none_on_wind_up	wh_dlc06_weapon_passive_bonewood_staff
morale_is_lower_than_half_of_base_morale	wh_dlc06_weapon_passive_hammer_of_angrund
unit_is_not_in_forest	wh_dlc07_hero_passive_sacred_guardian
out_of_melee	wh_dlc07_lord_passive_mist_of_the_lady
health_above_20%	wh_dlc08_lord_passive_daring_deathblow
health_above_50%	wh_dlc08_lord_passive_determined_deathblow
morale_is_lower_than_half_of_base_morale	wh_main_banner_passive_banner_of_rage
engaged_in_melee	wh_main_character_passive_master_of_the_dead
morale_is_broken_or_lower	wh_main_character_passive_master_of_the_dead
morale_is_broken_or_lower	wh_main_item_passive_seed_of_rebirth
out_of_melee	wh_main_item_passive_seed_of_rebirth
health_above_50%_base	wh_main_lord_passive_beloved_son_of_bretonnia
health_above_20%	wh_main_lord_passive_deathblow
health_above_50%_base	wh_main_lord_passive_high_king
morale_is_broken_or_lower	wh_main_lord_passive_the_blessing_of_the_lady
morale_is_broken_or_lower	wh_main_lord_passive_the_hunger
out_of_melee	wh_main_lord_passive_the_hunger
morale_is_broken_or_lower	wh_main_lord_passive_the_ladys_champion
other_abilities_none_on_wind_up	wh_main_lore_passive_exorcism
other_abilities_none_on_wind_up	wh_main_lore_passive_kindleflame
other_abilities_none_on_wind_up	wh_main_lore_passive_life_leeching
other_abilities_none_on_wind_up	wh_main_lore_passive_metalshifting
other_abilities_none_on_wind_up	wh_main_lore_passive_power_of_da_waaagh
other_abilities_none_on_wind_up	wh_main_lore_passive_roiling_skies
other_abilities_none_on_wind_up	wh_main_lore_passive_sneaky_stealin
morale_is_broken_or_lower	wh_main_lore_passive_the_curse_of_undeath
other_abilities_none_on_wind_up	wh_main_lore_passive_the_curse_of_undeath
morale_is_lower_than_half_of_base_morale	wh_main_mark_passive_mark_of_khorne
out_of_melee	wh_main_mount_passive_bloodroar
health_above_20%	wh_main_unit_passive_deathblow
morale_is_lower_than_half_of_base_morale	wh_main_unit_passive_frenzy
health_above_20%	wh_main_unit_passive_unbinding_critical
morale_is_higher_than_shattered	wh_main_unit_passive_unstable_mark_ii
phase_is_the_end_phase	wh_main_unit_passive_unstable_mark_ii
morale_is_higher_than_broken	wh_main_unit_passive_unstable
phase_is_the_end_phase	wh_main_unit_passive_unstable
morale_is_broken_or_lower	wh_main_weapon_passive_chaos_tomb_blade
out_of_melee	wh_main_weapon_passive_chaos_tomb_blade
out_of_melee	wh_main_weapon_passive_sword_of_unholy_power
health_above_50%	wh_pro01_item_passive_rune_helm_of_zhufbar
