battle_entity_stats_tables
2
unknown0	unknown1	unknown2
test	wh_main_emp_hammer_hero	wh_main_chs_javelin
wh2_def_dreadlord_dragon		wh2_main_def_crossbow_bolt_dreadlord
wh2_main_def_cold_one_chariot_archer		wh2_main_def_crossbow_bolt_chariot
wh2_main_hef_princess		wh2_main_hef_longbow_arrow_princess
wh2_main_hef_tiranoc_chariot_archer		wh2_main_hef_longbow_arrow_tiranoc_chariot
wh2_main_lzd_mon_ancient_stegadon_rider		wh2_main_lzd_mon_stegadon_blowpipe
wh2_main_lzd_mon_skink_rider_primary_ammo		wh2_main_lzd_javelin_rider_primary_ammo
wh2_main_lzd_mon_skink_rider_secondary_ammo		wh2_main_lzd_javelin_rider
wh2_main_lzd_mon_terradon_rider_bola		wh2_main_lzd_fireleech_bola_terradon
wh2_main_lzd_mon_terradon_rider_javelin		wh2_main_lzd_javelin_terradon
wh2_main_skv_veh_doomwheel_warp_lightning		wh2_main_skv_doomwheel_warp_lightning
wh_main_chs_cha_archaon_1	wh_main_emp_hammer_hero	wh_main_chs_javelin
wh_main_dwf_cha_thorgrim	wh_main_emp_hammer_hero	
wh_main_dwf_master_engineer	wh_main_dwf_master_engineer_hammer	
wh_main_emp_cha_karl_franz_4	wh_main_emp_hammer_hero	wh_main_chs_javelin
wh_main_emp_cha_luminark_acolyte_rider		
wh_main_emp_steam_tank_turret		wh_main_emp_steam_tank_steam_gun
wh_main_grn_grimgor_officer	wh_main_grn_axe_great_grimgor	
wh_main_grn_mon_arachnarok_spider_rider		wh_main_grn_arachnarok_rider_bow
wh_main_grn_wolf_chariot01_bow		wh_main_grn_wolf_chariot_bow
