loading_screen_quotes_tables
4
image	key	unknown2	unknown3	unknown4	category
UI/units/infopics/wh_dlc07_brt_blessed_field_trebuchet.PNG	wh2_main_brt_art_blessed_field_trebuchet	-1	3	0	unit
UI/units/infopics/wh_main_brt_trebuchet.png	wh2_main_brt_art_field_trebuchet	-1	3	0	unit
UI/units/infopics/wh_dlc07_brt_grail_guardians.PNG	wh2_main_brt_cav_grail_guardians	-1	3	0	unit
UI/units/infopics/wh_main_brt_grail_knights.png	wh2_main_brt_cav_grail_knights	-1	3	0	unit
UI/units/infopics/wh_dlc07_brt_knights_errant.PNG	wh2_main_brt_cav_knights_errant	-1	3	0	unit
UI/units/infopics/wh_main_brt_knights_realm.png	wh2_main_brt_cav_knights_of_the_realm	-1	3	0	unit
UI/units/infopics/wh_main_brt_mounted_yeomen_archers.png	wh2_main_brt_cav_mounted_yeomen_1	-1	3	0	unit
UI/units/infopics/wh_main_brt_pegasus_knights.png	wh2_main_brt_cav_pegasus_knights	-1	3	0	unit
UI/units/infopics/wh_dlc07_brt_questing_knights.PNG	wh2_main_brt_cav_questing_knights	-1	3	0	unit
UI/units/infopics/wh_dlc07_brt_royal_hippogryph_knights.PNG	wh2_main_brt_cav_royal_hippogryph_knights	-1	3	0	unit
UI/units/infopics/wh_dlc07_brt_royal_pegasus_knights.png	wh2_main_brt_cav_royal_pegasus_knights	-1	3	0	unit
UI/Portraits/Portholes/wh_main_brt_bretonnia/brt_ch_green_knight_0.png	wh2_main_brt_cha_green_knight	-1	3	0	unit
UI/units/infopics/wh_dlc07_brt_battle_pilgrims.PNG	wh2_main_brt_inf_battle_pilgrims	-1	3	0	unit
UI/units/infopics/wh_dlc07_brt_foot_squires.PNG	wh2_main_brt_inf_foot_squires	-1	3	0	unit
UI/units/infopics/wh_dlc07_brt_grail_reliquae.PNG	wh2_main_brt_inf_grail_reliquae	-1	3	0	unit
UI/units/infopics/wh_main_brt_men_at_arms_halberd.png	wh2_main_brt_inf_men_at_arms	-1	3	0	unit
UI/units/infopics/wh_dlc07_brt_men_at_arms.PNG	wh2_main_brt_inf_men_at_arms_1	-1	3	0	unit
UI/units/infopics/wh_dlc07_brt_men_at_arms_shields.png	wh2_main_brt_inf_men_at_arms_2	-1	3	0	unit
UI/units/infopics/wh_main_brt_bowmen.png	wh2_main_brt_inf_peasant_bowmen	-1	3	0	unit
UI/units/infopics/wh_main_brt_bowmen.png	wh2_main_brt_inf_peasant_bowmen_1	-1	3	0	unit
UI/units/infopics/wh_main_brt_bowmen.png	wh2_main_brt_inf_peasant_bowmen_2	-1	3	0	unit
UI/units/infopics/wh_dlc07_brt_peasant_mob.PNG	wh2_main_brt_inf_peasant_mob	-1	3	0	unit
UI/units/infopics/wh_main_brt_spearmen_at_arms_shield.png	wh2_main_brt_inf_spearmen_at_arms	-1	3	0	unit
UI/units/infopics/wh_dlc07_brt_spearmen_at_arms.PNG	wh2_main_brt_inf_spearmen_at_arms_1	-1	3	0	unit
UI/units/infopics/wh_dlc03_bst_razorgor_chariot.png	wh2_main_bst_cav_razorgor_chariot_0	-1	3	0	unit
UI/units/infopics/wh_dlc03_bst_bestigor_herd.png	wh2_main_bst_inf_bestigor_herd_0	-1	3	0	unit
UI/units/infopics/wh_dlc03_bst_centigors.png	wh2_main_bst_inf_centigors_0	-1	3	0	unit
UI/units/infopics/wh_dlc03_bst_warhounds.png	wh2_main_bst_inf_chaos_warhounds_0	-1	3	0	unit
UI/units/infopics/wh_dlc03_bst_cygor.png	wh2_main_bst_inf_cygor_0	-1	3	0	unit
UI/units/infopics/wh_dlc03_bst_gor_herd_dual_weapons.png	wh2_main_bst_inf_gor_herd_0	-1	3	0	unit
UI/units/infopics/wh_dlc05_bst_harpies.png	wh2_main_bst_inf_harpies_0	-1	3	0	unit
UI/units/infopics/wh_dlc03_bst_minotaurs.png	wh2_main_bst_inf_minotaurs_0	-1	3	0	unit
UI/units/infopics/wh_dlc03_bst_minotaurs_great_weapons.png	wh2_main_bst_inf_minotaurs_2	-1	3	0	unit
UI/units/infopics/wh_dlc03_bst_razorgor_herd.png	wh2_main_bst_inf_razorgor_herd_0	-1	3	0	unit
UI/units/infopics/wh_dlc03_bst_ungor_spearmen_shield.png	wh2_main_bst_inf_ungor_herd_1	-1	3	0	unit
UI/units/infopics/wh_dlc03_bst_ungor_raiders.png	wh2_main_bst_inf_ungor_raiders_0	-1	3	0	unit
UI/units/infopics/wh_dlc03_bst_spawn.png	wh2_main_bst_mon_chaos_spawn_0	-1	3	0	unit
UI/units/infopics/wh_dlc03_bst_giant.png	wh2_main_bst_mon_giant_0	-1	3	0	unit
ui/units/infopics/wh_main_chs_hellcannon.png	wh2_main_chs_art_hellcannon	-1	3	0	unit
UI/units/infopics/wh_main_chs_chariot.PNG	wh2_main_chs_cav_chaos_chariot	-1	3	0	unit
UI/units/infopics/wh_main_chs_knights.PNG	wh2_main_chs_cav_chaos_knights_0	-1	3	0	unit
UI/units/infopics/wh_dlc01_chs_gorebeast_chariot.PNG	wh2_main_chs_cav_gorebeast_chariot	-1	3	0	unit
UI/units/infopics/wh_main_chs_marauder_horsemen.PNG	wh2_main_chs_cav_marauder_horsemen_0	-1	3	0	unit
UI/Portraits/Portholes/wh_main_chs_chaos/chs_lord_of_change_0.png	wh2_main_chs_cha_lord_of_change_0	-1	3	0	unit
ui/units/infopics/wh_main_chs_marauder.png	wh2_main_chs_inf_chaos_marauders_0	-1	3	0	unit
UI/units/infopics/wh_main_chs_warriors.PNG	wh2_main_chs_inf_chaos_warriors_0	-1	3	0	unit
ui/units/infopics/wh_main_chs_chosen.png	wh2_main_chs_inf_chosen_0	-1	3	0	unit
UI/units/infopics/wh_dlc01_chs_forsaken.PNG	wh2_main_chs_inf_forsaken_0	-1	3	0	unit
ui/units/infopics/wh_main_chs_spawn.png	wh2_main_chs_mon_chaos_spawn	-1	3	0	unit
UI/units/infopics/wh_main_chs_warhounds.PNG	wh2_main_chs_mon_chaos_warhounds_0	-1	3	0	unit
UI/units/infopics/wh_dlc01_chs_dragon_ogre.PNG	wh2_main_chs_mon_dragon_ogre	-1	3	0	unit
UI/units/infopics/wh_dlc01_chs_dragon_ogre_shaggoth.PNG	wh2_main_chs_mon_dragon_ogre_shaggoth	-1	3	0	unit
UI/units/infopics/wh_dlc01_chs_trolls_mace.PNG	wh2_main_chs_mon_trolls_1	-1	3	0	unit
ui/units/infopics/wh2_main_def_reaper_bolt_thrower.png	wh2_main_def_art_reaper_bolt_thrower	-1	3	0	unit
ui/units/infopics/wh2_main_def_cold_one_chariot.png	wh2_main_def_cav_cold_one_chariot	-1	3	0	unit
ui/units/infopics/wh2_main_def_cold_one_knights.png	wh2_main_def_cav_cold_one_knights_0	-1	3	0	unit
ui/units/infopics/wh2_main_def_cold_one_dread_knights.png	wh2_main_def_cav_cold_one_knights_1	-1	3	0	unit
ui/units/infopics/wh2_main_def_dark_riders.png	wh2_main_def_cav_dark_riders_0	-1	3	0	unit
ui/units/infopics/wh2_main_def_dark_riders_shield.png	wh2_main_def_cav_dark_riders_1	-1	3	0	unit
ui/units/infopics/wh2_main_def_dark_riders_crossbow.png	wh2_main_def_cav_dark_riders_2	-1	3	0	unit
UI/Portraits/Portholes/wh2_main_def_dark_elves/def_malekith_0.png	wh2_main_def_cha_malekith_0	-1	3	0	generic
UI/Portraits/Portholes/wh2_main_def_dark_elves/def_morathi_0.png	wh2_main_def_cha_morathi_0	-1	3	0	generic
ui/units/infopics/wh2_main_def_black_ark_corsairs.png	wh2_main_def_inf_black_ark_corsairs_0	-1	3	0	unit
ui/units/infopics/wh2_main_def_black_ark_corsairs_handbows.png	wh2_main_def_inf_black_ark_corsairs_1	-1	3	0	unit
ui/units/infopics/wh2_main_def_black_guard.png	wh2_main_def_inf_black_guard_0	-1	3	0	unit
ui/units/infopics/wh2_main_def_bleakswords.png	wh2_main_def_inf_bleakswords_0	-1	3	0	unit
ui/units/infopics/wh2_main_def_darkshards.png	wh2_main_def_inf_darkshards_0	-1	3	0	unit
ui/units/infopics/wh2_main_def_darkshards_shields.png	wh2_main_def_inf_darkshards_1	-1	3	0	unit
ui/units/infopics/wh2_main_def_dreadspears.png	wh2_main_def_inf_dreadspears_0	-1	3	0	unit
ui/units/infopics/wh2_main_def_har_ganeth_executioners.png	wh2_main_def_inf_har_ganeth_executioners_0	-1	3	0	unit
ui/units/infopics/wh2_main_def_harpies.png	wh2_main_def_inf_harpies	-1	3	0	unit
ui/units/infopics/wh2_main_def_shades.png	wh2_main_def_inf_shades_0	-1	3	0	unit
ui/units/infopics/wh2_main_def_shades_dual_weapons.png	wh2_main_def_inf_shades_1	-1	3	0	unit
ui/units/infopics/wh2_main_def_shades_great_weapons.png	wh2_main_def_inf_shades_2	-1	3	0	unit
ui/units/infopics/wh2_main_def_witch_elves.png	wh2_main_def_inf_witch_elves_0	-1	3	0	unit
ui/units/infopics/wh2_main_def_black_dragon.png	wh2_main_def_mon_black_dragon	-1	3	0	unit
ui/units/infopics/wh2_main_def_war_hydra.png	wh2_main_def_mon_war_hydra_0	-1	3	0	unit
UI/units/infopics/wh_dlc06_dwf_bolt_thrower.png	wh2_main_dwf_art_bolt_thrower_0	-1	3	0	unit
UI/units/infopics/wh_main_dwf_flame_cannon.png	wh2_main_dwf_art_flame_cannon	-1	3	0	unit
UI/units/infopics/wh_main_dwf_grudge_thrower.png	wh2_main_dwf_art_grudge_thrower	-1	3	0	unit
UI/units/infopics/wh_main_dwf_organ_gun.png	wh2_main_dwf_art_organ_gun	-1	3	0	unit
UI/units/infopics/wh_dlc06_dwf_rangers_bugmans.png	wh2_main_dwf_inf_bugmans_rangers_0	-1	3	0	unit
UI/units/infopics/wh_main_dwf_warriors.png	wh2_main_dwf_inf_dwarf_warrior_0	-1	3	0	unit
ui/units/infopics/wh_main_dwf_hammerers.png	wh2_main_dwf_inf_hammerers	-1	3	0	unit
UI/units/infopics/wh_main_dwf_ironbreakers.png	wh2_main_dwf_inf_ironbreakers	-1	3	0	unit
UI/units/infopics/wh_main_dwf_irondrakes.png	wh2_main_dwf_inf_irondrakes_0	-1	3	0	unit
UI/units/infopics/wh_main_dwf_longbeards.png	wh2_main_dwf_inf_longbeards	-1	3	0	unit
ui/units/infopics/wh_main_dwf_miners_blasting_charges.png	wh2_main_dwf_inf_miners_1	-1	3	0	unit
UI/units/infopics/wh_main_dwf_quarrellers.png	wh2_main_dwf_inf_quarrellers_0	-1	3	0	unit
UI/units/infopics/wh_dlc06_dwf_rangers.png	wh2_main_dwf_inf_rangers_0	-1	3	0	unit
UI/units/infopics/wh_dlc06_dwf_rangers_great_axe.png	wh2_main_dwf_inf_rangers_1	-1	3	0	unit
ui/units/infopics/wh_main_dwf_slayers.png	wh2_main_dwf_inf_slayers	-1	3	0	unit
UI/units/infopics/wh_main_dwf_thunderers.png	wh2_main_dwf_inf_thunderers_0	-1	3	0	unit
ui/units/infopics/wh_main_dwf_gyrobomber.png	wh2_main_dwf_veh_gyrobomber	-1	3	0	unit
UI/units/infopics/wh_main_dwf_gyrocopter.png	wh2_main_dwf_veh_gyrocopter_0	-1	3	0	unit
UI/units/infopics/wh_main_emp_helblaster_volley_gun.png	wh2_main_emp_art_helblaster_volley_gun	-1	3	0	unit
UI/units/infopics/wh_main_emp_helstorm_rocket.png	wh2_main_emp_art_helstorm_rocket_battery	-1	3	0	unit
ui/units/infopics/wh_main_emp_demigryph_knights.png	wh2_main_emp_cav_demigryph_knights_0	-1	3	0	unit
UI/units/infopics/wh_main_emp_empire_knights.png	wh2_main_emp_cav_empire_knights	-1	3	0	unit
UI/units/infopics/wh_dlc04_emp_knights_blazing_sun.png	wh2_main_emp_cav_knights_blazing_sun_0	-1	3	0	unit
UI/units/infopics/wh_main_emp_outriders.png	wh2_main_emp_cav_outriders_0	-1	3	0	unit
UI/units/infopics/wh_main_emp_pistoliers_brace_pistols.png	wh2_main_emp_cav_pistoliers_1	-1	3	0	unit
ui/units/infopics/wh_main_emp_reiksguard.png	wh2_main_emp_cav_reiksguard	-1	3	0	unit
UI/units/infopics/wh_main_emp_crossbowmen.png	wh2_main_emp_inf_crossbowmen	-1	3	0	unit
