effect_bundles_to_effects_junctions_tables
2
effect_bundle_key	effect_key	effect_scope	value	advancement_stage
wh_dlc03_bundle_stance_army_default_beastmen	wh_dlc03_effect_stance_ambush_chance_dummy	army_to_army_own_unseen	1	start_turn_completed
wh_dlc03_bundle_stance_army_laying_siege_bst	wh_dlc03_effect_bloodlust_modifier_siege_stance	force_to_force_own	3	start_turn_completed
wh_dlc03_bundle_stance_army_laying_siege_bst	wh_main_effect_force_army_campaign_local_happiness_repression	force_to_province_enemy	-5	start_turn_completed
wh_dlc03_bundle_stance_army_laying_siege_bst	wh_main_effect_hordebuilding_growth_events_faction	force_to_force_own	3	start_turn_completed
wh_dlc03_bundle_stance_army_raiding_horde_beastmen	wh_dlc03_effect_bloodlust_modifier_raid_stance	force_to_force_own	2	start_turn_completed
wh_dlc03_bundle_stance_army_raiding_horde_beastmen	wh_main_effect_force_all_campaign_stance_ap_cost	army_to_army_own_unseen	25	start_turn_completed
wh_dlc03_bundle_stance_army_raiding_horde_beastmen	wh_main_effect_force_all_campaign_stance_diplomacy_penalty_dummy	army_to_army_own_unseen	1	start_turn_completed
wh_dlc03_bundle_stance_army_raiding_horde_beastmen	wh_main_effect_force_army_campaign_attrition_all_immunity	army_to_army_own_unseen	1	start_turn_completed
wh_dlc03_bundle_stance_army_raiding_horde_beastmen	wh_main_effect_force_army_campaign_stance_growth_all_dummy	force_to_force_own	-10	start_turn_completed
wh_dlc03_bundle_stance_army_raiding_horde_beastmen	wh_main_effect_force_campaign_stance_begin_fatigued_3_winded	army_to_army_own_unseen	3	start_turn_completed
wh_dlc03_bundle_stance_army_raiding_horde_beastmen	wh_main_effect_hordebuilding_growth_events_faction	force_to_force_own	3	start_turn_completed
wh_dlc03_bundle_stance_army_raiding_horde_beastmen	wh_dlc03_effect_force_all_campaign_replenishment_rate_horde	force_to_general_own	10	start_turn_completed
wh_dlc03_bundle_stance_army_raiding_horde_beastmen	wh_main_effect_force_all_campaign_stance_public_order_hit_dummy	army_to_army_own_unseen	-5	start_turn_completed
wh_dlc03_bundle_stance_army_settlement_horde_beastmen	wh_dlc03_effect_bloodlust_modifier_fortify_stance	force_to_force_own	-1	start_turn_completed
wh_dlc03_bundle_stance_army_settlement_horde_beastmen	wh_dlc03_effect_force_army_campaign_stance_encampment_hidden_dummy	force_to_force_own	1	start_turn_completed
wh_dlc03_bundle_stance_army_settlement_horde_beastmen	wh_dlc03_effect_stance_ambush_removal_hidden	force_to_force_own	-999	start_turn_completed
wh_dlc03_bundle_stance_army_settlement_horde_beastmen	wh_dlc03_effect_stealth_bonus_hidden	force_to_general_own	-100	start_turn_completed
wh_dlc03_bundle_stance_army_settlement_horde_beastmen	wh_main_effect_force_all_campaign_stance_ap_cost	army_to_army_own_unseen	25	start_turn_completed
wh_dlc03_bundle_stance_army_settlement_horde_beastmen	wh_main_effect_force_all_campaign_stance_cannot_move_dummy	force_to_force_own	1	start_turn_completed
wh_dlc03_bundle_stance_army_settlement_horde_beastmen	wh_main_effect_force_army_campaign_attrition_all_immunity	army_to_army_own_unseen	1	start_turn_completed
wh_dlc03_bundle_stance_army_settlement_horde_beastmen	wh_dlc03_effect_force_all_campaign_replenishment_rate_horde	force_to_general_own	15	start_turn_completed
wh_dlc03_bundle_stance_army_settlement_horde_beastmen	wh_main_effect_force_all_campaign_upkeep	force_to_force_own	-5	start_turn_completed
wh_dlc03_bundle_stance_army_settlement_horde_beastmen	wh_main_effect_force_unit_stat_morale	army_to_army_own_unseen	-5	start_turn_completed
