effect_bundles_to_effects_junctions_tables
2
effect_bundle_key	effect_key	effect_scope	value	advancement_stage
wh_twh_empire_rule_choice_iron_fist	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own_unseen	5	start_turn_completed
wh_twh_empire_rule_choice_iron_fist	wh_main_effect_force_all_campaign_experience_base_all	faction_to_province_own	1	start_turn_completed
wh_twh_empire_rule_choice_iron_fist	wh_main_effect_force_all_campaign_recruitment_cost_all	faction_to_force_own	-20	start_turn_completed
wh_twh_empire_rule_choice_iron_fist	wh_main_effect_province_tax_rate	faction_to_province_own	-5	start_turn_completed
wh_twh_empire_rule_choice_leader	twh_emp_no_war_declaration	faction_to_faction_own	0	start_turn_completed
wh_twh_empire_please_nordland	wh_twh_empire_diplomacy_marienburg	faction_to_faction_own	-10	start_turn_completed
wh_twh_empire_please_nordland	wh_twh_empire_diplomacy_nordland	faction_to_faction_own	10	start_turn_completed
wh_twh_empire_please_marienburg	twh_emp_no_war_marienburg	faction_to_faction_own	-1	start_turn_completed
wh_twh_payload_beer_for_the_fish_positive	wh_main_effect_economy_trade_tariff_mod	faction_to_faction_own	20	start_turn_completed
wh_twh_payload_beer_for_the_fish_negative	wh_main_effect_economy_trade_tariff_mod	faction_to_faction_own	-40	start_turn_completed
wh_twh_payload_mordheim_warpstone	wh_main_effect_economy_gdp_mod_all	region_to_region_own	25	start_turn_completed
wh_twh_payload_mordheim_warpstone	wh_main_effect_religion_conversion_chaos	region_to_region_own	2	start_turn_completed
wh_twh_payload_mordheim_warpstone	wh_main_effect_religion_osmosis_chaos	region_to_province_own	1	start_turn_completed
wh_twh_emp_integrity_good	wh_main_effect_public_order_events	faction_to_province_own	1	start_turn_completed
wh_twh_emp_integrity_bad_1	wh_main_effect_public_order_events	faction_to_province_own	-1	start_turn_completed
wh_twh_emp_integrity_bad_2	wh_main_effect_public_order_events	faction_to_province_own	-2	start_turn_completed
wh_twh_emp_integrity_bad_3	wh_main_effect_public_order_events	faction_to_province_own	-3	start_turn_completed
wh_twh_emp_integrity_bad_4	wh_main_effect_public_order_events	faction_to_province_own	-4	start_turn_completed
wh_twh_emp_integrity_good	wh_main_effects_province_growth_faction	faction_to_province_own	5	start_turn_completed
wh_twh_emp_integrity_bad_1	wh_main_effects_province_growth_faction	faction_to_province_own	-4	start_turn_completed
wh_twh_emp_integrity_bad_2	wh_main_effects_province_growth_faction	faction_to_province_own	-8	start_turn_completed
wh_twh_emp_integrity_bad_3	wh_main_effects_province_growth_faction	faction_to_province_own	-12	start_turn_completed
wh_twh_emp_integrity_bad_4	wh_main_effects_province_growth_faction	faction_to_province_own	-16	start_turn_completed
wh_twh_payload_for_sigmar	wh_twh_cost_reduction_flagellants	faction_to_force_own	-20	start_turn_completed
wh_twh_payload_for_sigmar	wh_dlc04_effect_tech_upkeep_reduction_flagellants	faction_to_force_own	-20	start_turn_completed
wh_twh_emp_integrity_bad_1	wh_twh_empire_relation_elector_states	faction_to_faction_own	5	start_turn_completed
wh_twh_emp_integrity_bad_3	wh_twh_empire_relation_elector_states	faction_to_faction_own	15	start_turn_completed
wh_twh_emp_integrity_bad_2	wh_twh_empire_relation_elector_states	faction_to_faction_own	10	start_turn_completed
wh_twh_emp_integrity_bad_4	wh_twh_empire_relation_elector_states	faction_to_faction_own	20	start_turn_completed
wh_twh_empire_rule_choice_building_up	wh_main_effects_province_growth_faction	faction_to_province_own	20	start_turn_completed
wh_twh_empire_rule_choice_building_up	wh_main_effect_building_construction_cost_mod	faction_to_region_own_unseen	-10	start_turn_completed
wh_twh_empire_rule_choice_building_up	wh_main_effect_technology_research_points_mod	faction_to_faction_own_unseen	15	start_turn_completed
wh_twh_empire_rule_choice_building_up	wh_main_effect_province_tax_rate	faction_to_province_own	-5	start_turn_completed
wh_twh_empire_rule_choice_religion	wh_main_effect_province_tax_rate	faction_to_province_own	-5	start_turn_completed
wh_twh_empire_rule_choice_religion	wh_main_effect_agent_action_success_chance_dignitary_empire	faction_to_character_own	10	start_turn_completed
wh_twh_empire_rule_choice_religion	wh_twh_building_construction_cost_mod_emp_religion	faction_to_region_own_unseen	-40	start_turn_completed
wh_twh_emp_integrity_bad_1	wh_main_effect_force_unit_stat_morale	faction_to_force_own	-2	start_turn_completed
wh_twh_emp_integrity_bad_2	wh_main_effect_force_unit_stat_morale	faction_to_force_own	-4	start_turn_completed
wh_twh_emp_integrity_bad_3	wh_main_effect_force_unit_stat_morale	faction_to_force_own	-6	start_turn_completed
wh_twh_emp_integrity_bad_4	wh_main_effect_force_unit_stat_morale	faction_to_force_own	-8	start_turn_completed
wh_twh_emp_integrity_bad_2	wh_twh_empire_diplomacy_marienburg_hidden	faction_to_faction_own_unseen	-10	start_turn_completed
wh_twh_emp_integrity_bad_4	wh_twh_empire_diplomacy_marienburg_hidden	faction_to_faction_own_unseen	-20	start_turn_completed
wh_twh_empire_taxes_low	wh_main_effect_public_order_events	faction_to_province_own	4	start_turn_completed
wh_twh_empire_taxes_low	wh_main_effect_province_tax_rate	faction_to_province_own	-8	start_turn_completed
wh_twh_empire_taxes_high	wh_main_effect_public_order_events	faction_to_province_own	-2	start_turn_completed
wh_twh_empire_taxes_high	wh_main_effect_province_tax_rate	faction_to_province_own	6	start_turn_completed
wh_twh_empire_taxes_very_high	wh_main_effect_public_order_events	faction_to_province_own	-4	start_turn_completed
wh_twh_empire_taxes_very_high	wh_main_effect_province_tax_rate	faction_to_province_own	12	start_turn_completed
wh_twh_empire_taxes_low	wh_main_effects_province_growth_faction	faction_to_province_own	12	start_turn_completed
wh_twh_empire_taxes_high	wh_main_effects_province_growth_faction	faction_to_province_own	-12	start_turn_completed
wh_twh_empire_taxes_very_high	wh_main_effects_province_growth_faction	faction_to_province_own	-24	start_turn_completed
wh_twh_emp_integrity_bad_1	wh_twh_empire_diplomacy_marienburg_hidden	faction_to_faction_own_unseen	-5	start_turn_completed
wh_twh_payload_refugees	wh_main_effects_province_growth_faction	region_to_province_own	15	start_turn_completed
