campaign_group_member_criteria_attrition_types_tables
0
unknown0	unknown1
hostile_territory	wh2_event_feed_cult_all_attrition_hostile_territory
maelstrom	wh2_event_feed_cult_all_attrition_maelstrom
reef	wh2_event_feed_cult_all_attrition_reef
storm_level_1	wh2_event_feed_cult_all_attrition_storm_level_1
storm_level_2	wh2_event_feed_cult_all_attrition_storm_level_2
storm_level_3	wh2_event_feed_cult_all_attrition_storm_level_3
storm_level_4	wh2_event_feed_cult_all_attrition_storm_level_4
storm_level_5	wh2_event_feed_cult_all_attrition_storm_level_5
desertion	wh2_main_event_feed_cult_dark_elves_attrition_desertion
desertion	wh2_main_event_feed_cult_high_elves_attrition_desertion
desertion	wh2_main_event_feed_cult_lizardmen_attrition_desertion
desertion	wh2_main_event_feed_cult_skaven_attrition_desertion
low_morale	wh_dlc03_event_feed_cult_beastmen_attrition_low_morale
very_low_morale	wh_dlc03_event_feed_cult_beastmen_attrition_very_low_morale
desertion	wh_dlc07_feed_cult_bretonnia_attrition_desertion
athel_loren	wh_event_feed_cult_all_attrition_athel_loren
chaos_territory	wh_event_feed_cult_all_attrition_chaos_territory
chaos_wastes	wh_event_feed_cult_all_attrition_chaos_wastes
desert	wh_event_feed_cult_all_attrition_desert
disease	wh_event_feed_cult_all_attrition_disease
deep_sea	wh_event_feed_cult_all_attrition_high_sea
non_vampire_territory	wh_event_feed_cult_all_attrition_non_vampire_territory
snow	wh_event_feed_cult_all_attrition_snow
swamp	wh_event_feed_cult_all_attrition_swamp
vampire_territory	wh_event_feed_cult_all_attrition_vampire_territory
wasteland	wh_event_feed_cult_all_attrition_wasteland
desertion	wh_event_feed_cult_chaos_attrition_desertion
horde_infighting	wh_event_feed_cult_chaos_attrition_horde_infighting
desertion	wh_event_feed_cult_dwarfs_attrition_desertion
desertion	wh_event_feed_cult_empire_attrition_desertion
desertion	wh_event_feed_cult_greenskins_attrition_desertion
low_morale	wh_event_feed_cult_greenskins_attrition_low_morale
very_low_morale	wh_event_feed_cult_greenskins_attrition_very_low_morale
desertion	wh_event_feed_cult_vampire_counts_attrition_desertion
desertion	wh_event_feed_cult_wood_elves_attrition_desertion
