cdir_events_incident_option_junctions_tables
2
id	unknown2	incident_key	option_key	value
1000764016	0	wh2_main_incident_all_public_order_down_greatly_recruitment_cost_down_greatly	GEN_CND_NOT_REGION	wh_dlc05_oak_of_ages
1001725850	0	wh2_main_incident_all_ranged_weapon_damage_up	GEN_TARGET_NONE	
1011473471	0	wh2_main_incident_def_growth_down	CND_ROUNDS_UNTIL_NEXT	20
101156090	0	wh2_main_incident_skv_morale_up_against_dwf	CND_ROUNDS_UNTIL_NEXT	30
1013524421	0	wh2_main_incident_lzd_melee_infantry_melee_defense_up	GEN_TARGET_NONE	
1013904176	0	wh2_main_incident_lzd_morale_up_againt_chs_nors_bst_vmp	VAR_CHANCE	5
1016194627	0	wh2_main_incident_def_growth_down	GEN_CND_NOT_REGION	wh_dlc05_oak_of_ages
1018086722	0	wh2_main_incident_lzd_public_order_down	CND_FACTION	wh2_main_lzd_last_defenders
101903820	0	wh2_main_incident_intrigue_lzd_negative_1a	VAR_CHANCE	100
1023879477	0	wh2_main_incident_lzd_morale_up_againt_chs_nors_bst_vmp	GEN_TARGET_NONE	
1024562943	0	wh2_main_incident_all_wom_up	CND_FIRST_ROUND	5
1025322240	0	wh2_main_incident_lzd_building_cost_down	CND_FACTION	wh2_main_lzd_last_defenders
1026007883	0	wh2_main_incident_skv_agent_champion	CND_FACTION	wh2_main_skv_clan_mors
1029771230	0	wh2_main_incident_encounter_at_sea_1_c	VAR_CHANCE	100
1029841342	0	wh2_main_incident_lzd_recruitment_morale_up_against_def_skv	VAR_CHANCE	5
1030899395	0	wh2_main_incident_lzd_recruitment_cost_up_starting_exp_up	CND_FIRST_ROUND	5
1031995413	0	wh2_main_incident_skv_agent_engineer	CND_UNIQUE	
1032202770	0	wh2_main_incident_lzd_morale_up_public_order_up	GEN_TARGET_REGION	
1034992884	0	wh2_main_incident_hef_morale_up_melee_defense_up_against_def	CND_FIRST_ROUND	5
1035145611	0	wh2_main_incident_skv_siege_time_down	CND_FIRST_ROUND	5
1035370476	0	wh2_main_incident_all_construction_cost_up	GEN_TARGET_NONE	
1036902679	0	wh2_main_incident_def_cold_one_melee_attack_up	VAR_CHANCE	5
