cdir_events_mission_incidents_tables
0
unknown0	unknown1	unknown2
wh_dlc03_incident_bst_the_fall_of_men	wh_dlc03_qb_bst_the_final_battle	SUCCESS
wh_dlc04_vmp_vlad_von_carstein_the_carstein_ring_stage_2_3	wh_dlc04_vmp_vlad_von_carstein_the_carstein_ring_stage_2_3	SUCCESS
wh_dlc06_dwf_belegar_ironhammer_shield_of_defiance_stage_1.2	wh_dlc06_dwf_belegar_ironhammer_shield_of_defiance_stage_1.1	SUCCESS
wh_dlc06_grn_wurrzag_da_great_green_prophet_baleful_mask_stage_4	wh_dlc06_grn_wurrzag_da_great_green_prophet_baleful_mask_stage_3	SUCCESS
wh_dlc07_qb_brt_fay_enchantress_chalice_of_potions_stage_4	wh_dlc07_qb_brt_fay_enchantress_chalice_of_potions_stage_3	SUCCESS
wh_main_dwf_thorgrim_grudgebearer_axe_of_grimnir_stage_1	wh_main_dwf_thorgrim_grudgebearer_axe_of_grimnir_stage_1	SUCCESS
wh_main_dwf_thorgrim_grudgebearer_dragon_crown_of_karaz_stage_2.3	wh_main_dwf_thorgrim_grudgebearer_dragon_crown_of_karaz_stage_2.3	SUCCESS
wh_main_dwf_thorgrim_grudgebearer_dragon_crown_of_karaz_stage_2.3	wh_main_dwf_thorgrim_grudgebearer_dragon_crown_of_karaz_stage_2.3_mpc	SUCCESS
wh_main_emp_balthasar_gelt_amulet_of_sea_gold_stage_1.1	wh_main_emp_balthasar_gelt_amulet_of_sea_gold_stage_1.1	CANCELLED
wh_main_emp_balthasar_gelt_cloak_of_molten_metal_stage_5	wh_main_emp_balthasar_gelt_cloak_of_molten_metal_stage_4	SUCCESS
wh_main_emp_karl_franz_ghal_maraz_stage_2	wh_main_emp_karl_franz_ghal_maraz_stage_2	SUCCESS
wh_main_incident_dwf_a_wrong_put_right	wh_main_grudge_the_abominable_puppet_grudge	SUCCESS
wh_main_incident_dwf_a_wrong_put_right	wh_main_grudge_the_beard_lice_grudge	SUCCESS
wh_main_incident_dwf_a_wrong_put_right	wh_main_grudge_the_boilermaker_grudge	SUCCESS
wh_main_incident_dwf_a_wrong_put_right	wh_main_grudge_the_bretonnian_affair_grudge	SUCCESS
wh_main_incident_dwf_a_wrong_put_right	wh_main_grudge_the_bugman_grudge	SUCCESS
wh_main_incident_dwf_a_wrong_put_right	wh_main_grudge_the_dragonback_grudge	SUCCESS
wh_main_incident_dwf_a_wrong_put_right	wh_main_grudge_the_halfling_pudding_grudge	SUCCESS
wh_main_incident_dwf_a_wrong_put_right	wh_main_grudge_the_lost_beard_grudge	SUCCESS
wh_main_incident_dwf_a_wrong_put_right	wh_main_grudge_the_pride_and_powderkeg_grudge	SUCCESS
wh_main_vmp_mannfred_von_carstein_sword_of_unholy_power_stage_2	wh_main_vmp_mannfred_von_carstein_sword_of_unholy_power_stage_2	SUCCESS
