campaign_rogue_army_spawn_regions_tables
0
unknown0	unknown1	unknown2	unknown3
wh2_main_vor_rogue_spawn_lustria_east	1011082150	0	wh2_main_vor_northern_great_jungle_itza
wh2_main_grand_rogue_spawn_naggaroth_central	1012028074	0	wh2_main_blackspine_mountains_red_desert
wh2_main_vor_rogue_spawn_ulthuan_east	1012891728	0	wh2_main_vor_albion_troll_fjord
wh2_main_vor_rogue_spawn_naggaroth_south	1013039151	0	wh2_main_vor_the_broken_land_slavers_point
wh2_main_grand_rogue_spawn_oldworld_central	1013941168	0	wh_main_ostermark_bechafen
wh2_main_grand_rogue_spawn_oldworld_central	1015431989	0	wh_main_ostermark_essen
wh2_main_vor_rogue_spawn_lustria_west	1027778498	0	wh2_main_vor_the_dragon_isles_the_blood_hall
wh2_main_grand_rogue_spawn_norsca	1028389663	0	wh_main_helspire_mountains_serpent_jetty
wh2_main_grand_rogue_spawn_naggaroth_central	1028632709	0	wh2_main_doom_glades_temple_of_addaioth
wh2_main_grand_rogue_spawn_oldworld_central	1036960614	0	wh_main_the_wasteland_gorssel
wh2_main_vor_rogue_spawn_southlands_west	1037968490	0	wh2_main_vor_coast_of_araby_martek
wh2_main_grand_rogue_spawn_lustria_east	1039249915	0	wh2_main_iron_mountains_rackdo_gorge
wh2_main_vor_rogue_spawn_ulthuan_central	1040882444	0	wh2_main_vor_eataine_shrine_of_asuryan
wh2_main_grand_rogue_spawn_norsca	1048691926	0	wh_main_helspire_mountains_the_monolith_of_katam
wh2_main_grand_rogue_spawn_oldworld_west	1049761803	0	wh_main_parravon_et_quenelles_quenelles
wh2_main_grand_rogue_spawn_badlands_north	1053792612	0	wh_main_the_silver_road_the_pillars_of_grungni
wh2_main_vor_rogue_spawn_lustria_east	1055410475	0	wh2_main_vor_southern_great_jungle_gwakmol_crater
wh2_main_grand_rogue_spawn_naggaroth_central	1055602952	0	wh2_main_obsidian_peaks_clar_karond
wh2_main_grand_rogue_spawn_lustria_north	1056323514	0	wh2_main_northern_great_jungle_chaqua
wh2_main_grand_rogue_spawn_oldworld_central	106129181	0	wh_main_the_wasteland_marienburg
wh2_main_grand_rogue_spawn_naggaroth_central	1063241146	0	wh2_main_doom_glades_hag_hall
wh2_main_grand_rogue_spawn_lustria_east	106429842	0	wh2_main_headhunters_jungle_oyxl
wh2_main_vor_rogue_spawn_istmus	1072094616	0	wh2_main_vor_jungle_of_pahualaxa_monument_of_the_moon
wh2_main_vor_rogue_spawn_naggaroth_north	10733105	0	wh2_main_vor_deadwood_shagrath
wh2_main_grand_rogue_spawn_ulthuan_central	1075365521	0	wh2_main_avelorn_evershale
wh2_main_grand_rogue_spawn_lustria_north	1080345055	0	wh2_main_southern_jungle_of_pahualaxa_the_high_sentinel
wh2_main_vor_rogue_spawn_istmus	1085358396	0	wh2_main_vor_forest_of_the_viper_fallen_gates
wh2_main_grand_rogue_spawn_oldworld_east	1088163705	0	wh2_main_hell_pit_hell_pit
wh2_main_grand_rogue_spawn_norsca	1092449387	0	wh_main_goromandy_mountains_baersonlings_camp
wh2_main_vor_rogue_spawn_naggaroth_south	1097402085	0	wh2_main_vor_the_clawed_coast_the_monoliths
wh2_main_vor_rogue_spawn_naggaroth_south	1098816242	0	wh2_main_vor_grey_guardians_titan_peak
wh2_main_grand_rogue_spawn_istmus	1104150968	0	wh2_main_northern_jungle_of_pahualaxa_macu_peaks
wh2_main_vor_rogue_spawn_ulthuan_west	1109819726	0	wh2_main_vor_phoenix_gate
wh2_main_vor_rogue_spawn_southlands_east	1111878086	0	wh2_main_vor_southlands_world_edge_mountains_karak_zorn
