building_level_armed_citizenry_junctions_tables
1
building_level	id	unknown3	unit_group
wh_main_brt_barracks_1	1	0	wh_dlc07_brt_inf_men_at_arms_2
wh_main_brt_barracks_2	3	0	wh_dlc07_brt_inf_men_at_arms_2
wh_main_brt_barracks_3	5	0	wh_main_brt_inf_men_at_arms
wh_main_brt_barracks_4	7	0	wh_dlc07_brt_inf_foot_squires_0
wh_main_brt_farm_1	11	0	wh_main_brt_inf_peasant_bowmen
wh_main_brt_farm_2	12	0	wh_main_brt_inf_peasant_bowmen
wh_main_brt_farm_3	13	0	wh_main_brt_inf_peasant_bowmen
wh_main_brt_port_1	27	0	wh_dlc07_brt_inf_men_at_arms_2
wh_main_brt_port_2	29	0	wh_dlc07_brt_inf_men_at_arms_2
wh_main_brt_port_3	31	0	wh_dlc07_brt_inf_men_at_arms_2
wh_main_brt_stables_1	33	0	wh_main_brt_cav_mounted_yeomen_0
wh_main_brt_stables_2	34	0	wh_dlc07_brt_cav_knights_errant_0
wh_main_brt_stables_3	35	0	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_stables_4	36	0	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_stables_5	37	0	wh_main_brt_cav_grail_knights
wh_main_brt_tavern_1	38	0	wh_dlc07_brt_inf_men_at_arms_2
wh_main_brt_tavern_2	39	0	wh_dlc07_brt_inf_men_at_arms_2
wh_main_brt_tavern_3	40	0	wh_dlc07_brt_inf_men_at_arms_2
wh_main_brt_tavern_4	41	0	wh_dlc07_brt_inf_men_at_arms_2
wh_main_brt_carpenter_1	9	0	wh_main_brt_art_field_trebuchet
wh_main_brt_carpenter_2	10	0	wh_main_brt_art_field_trebuchet
wh_main_brt_industry_extra_1	25	0	wh_main_brt_inf_men_at_arms
wh_main_brt_industry_extra_2	26	0	wh_main_brt_inf_men_at_arms
wh_main_brt_port_1	28	0	wh_main_brt_inf_peasant_bowmen
wh_main_brt_port_2	30	0	wh_main_brt_inf_peasant_bowmen
wh_main_brt_port_3	32	0	wh_main_brt_inf_peasant_bowmen
wh_main_brt_barracks_1	2	0	wh_dlc07_brt_inf_men_at_arms_2
wh_main_brt_barracks_2	4	0	wh_main_brt_inf_spearmen_at_arms
wh_main_brt_barracks_3	6	0	wh_main_brt_inf_spearmen_at_arms
wh_main_brt_barracks_4	8	0	wh_main_brt_inf_men_at_arms
wh_main_brt_farm_extra_1	14	0	wh_dlc07_brt_inf_peasant_bowmen_2
wh_main_brt_farm_extra_2	15	0	wh_dlc07_brt_inf_peasant_bowmen_2
wh_main_brt_industry_basic_1	22	0	wh_main_brt_inf_men_at_arms
wh_main_brt_industry_basic_2	23	0	wh_main_brt_inf_men_at_arms
wh_main_brt_industry_basic_3	24	0	wh_main_brt_inf_men_at_arms
wh_main_brt_worship_3	45	0	wh_dlc07_brt_inf_grail_reliquae_0
wh_main_brt_hospital_1	16	0	wh_main_brt_inf_men_at_arms
wh_main_brt_hospital_2	18	0	wh_main_brt_inf_men_at_arms
wh_main_brt_hospital_3	20	0	wh_main_brt_inf_men_at_arms
wh_main_brt_hospital_1	17	0	wh_main_brt_inf_spearmen_at_arms
wh_main_brt_hospital_2	19	0	wh_main_brt_inf_spearmen_at_arms
wh_main_brt_hospital_3	21	0	wh_main_brt_inf_spearmen_at_arms
wh_main_brt_farm_extra_2	46	0	wh_dlc07_brt_inf_peasant_bowmen_2
wh_main_brt_industry_extra_2	47	0	wh_main_brt_inf_men_at_arms
wh_main_brt_worship_1	14185	0	wh_dlc07_brt_inf_battle_pilgrims_0
wh_main_brt_worship_2	14186	0	wh_dlc07_brt_inf_battle_pilgrims_0
wh_main_brt_worship_3	14195	0	wh_dlc07_brt_inf_battle_pilgrims_0
