building_level_armed_citizenry_junctions_tables
1
building_level	id	unknown3	unit_group
wh2_main_def_barracks_1	100	0	wh2_main_def_inf_dreadspears_0
wh2_main_def_barracks_2	101	0	wh2_main_def_inf_bleakswords_0
wh2_main_def_barracks_3	102	0	wh2_main_def_inf_bleakswords_0
wh2_main_def_beasts_1	103	0	wh2_main_def_inf_harpies
wh2_main_def_beasts_2	104	0	wh2_main_def_inf_harpies
wh2_main_def_beasts_3	105	0	wh2_main_def_inf_harpies
wh2_main_def_coldones_1	106	0	wh2_main_def_cav_cold_one_knights_0
wh2_main_def_coldones_2	107	0	wh2_main_def_cav_cold_one_knights_1
wh2_main_def_exiles_1	108	0	wh2_main_def_inf_shades_0
wh2_main_def_exiles_2	109	0	wh2_main_def_inf_shades_1
wh2_main_def_riders_1	110	0	wh2_main_def_cav_dark_riders_0
wh2_main_def_riders_2	111	0	wh2_main_def_cav_dark_riders_1
wh2_main_def_worship_1	112	0	wh2_main_def_inf_witch_elves_0
wh2_main_def_worship_2	113	0	wh2_main_def_inf_witch_elves_0
wh2_main_def_worship_3	114	0	wh2_main_def_inf_har_ganeth_executioners_0
wh2_main_def_port_1	115	0	wh2_main_def_inf_darkshards_1
wh2_main_def_port_2	116	0	wh2_main_def_inf_darkshards_1
wh2_main_def_port_3	117	0	wh2_main_def_inf_darkshards_1
wh2_main_def_barracks_3	118	0	wh2_main_def_art_reaper_bolt_thrower
wh2_main_def_port_1	119	0	wh2_main_def_inf_black_ark_corsairs_1
wh2_main_def_port_2	120	0	wh2_main_def_inf_black_ark_corsairs_1
wh2_main_def_port_3	121	0	wh2_main_def_inf_black_ark_corsairs_1
wh2_main_def_barracks_1	122	0	wh2_main_def_inf_darkshards_0
wh2_main_def_barracks_2	123	0	wh2_main_def_inf_darkshards_0
wh2_main_def_barracks_3	124	0	wh2_main_def_inf_darkshards_0
wh2_main_def_beasts_3	125	0	wh2_main_def_mon_war_hydra
wh2_main_def_slaves_1	126	0	wh2_main_def_inf_dreadspears_0
wh2_main_def_slaves_2	127	0	wh2_main_def_inf_dreadspears_0
wh2_main_def_port_1	128	0	wh2_main_def_inf_dreadspears_0
wh2_main_def_port_2	129	0	wh2_main_def_inf_dreadspears_0
wh2_main_def_port_3	130	0	wh2_main_def_inf_dreadspears_0
wh2_main_def_riders_2	131	0	wh2_main_def_cav_dark_riders_0
wh2_main_def_farm_1	132	0	wh2_main_def_inf_dreadspears_0
wh2_main_def_farm_2	133	0	wh2_main_def_inf_dreadspears_0
wh2_main_def_farm_3	134	0	wh2_main_def_inf_dreadspears_0
wh2_main_def_order_1	135	0	wh2_main_def_inf_darkshards_0
wh2_main_def_order_2	136	0	wh2_main_def_inf_darkshards_0
wh2_main_def_order_3	137	0	wh2_main_def_inf_darkshards_0
wh2_main_def_industry_1	138	0	wh2_main_def_inf_bleakswords_0
wh2_main_def_industry_2	139	0	wh2_main_def_inf_bleakswords_0
wh2_main_def_industry_3	140	0	wh2_main_def_inf_bleakswords_0
