building_level_armed_citizenry_junctions_tables
1
building_level	id	unknown3	unit_group
wh_main_nor_port	806	0	wh_main_nor_inf_chaos_marauders_0
wh_main_nor_port	807	0	wh_main_nor_inf_chaos_marauders_1
wh_main_nor_stables_1	808	0	wh_main_nor_cav_marauder_horsemen_1
wh_main_nor_stables_2	809	0	wh_main_nor_cav_marauder_horsemen_1
wh_main_nor_worship_1	810	0	wh_main_nor_mon_chaos_trolls
wh_main_nor_worship_2	811	0	wh_main_nor_mon_chaos_trolls
wh_main_nor_military_1	800	0	wh_main_nor_inf_chaos_marauders_1
wh_main_nor_military_2	802	0	wh_main_nor_inf_chaos_marauders_1
wh_main_nor_military_3	804	0	wh_main_nor_inf_chaos_marauders_1
wh_main_nor_military_1	801	0	wh_main_nor_inf_chaos_marauders_1
wh_main_nor_military_2	803	0	wh_main_nor_inf_chaos_marauders_1
wh_main_nor_military_3	805	0	wh_main_nor_inf_chaos_marauders_1
