building_level_armed_citizenry_junctions_tables
1
building_level	id	unknown3	unit_group
wh_main_dwf_barracks_1	203	0	wh_main_dwf_inf_dwarf_warrior_0
wh_main_dwf_barracks_1	204	0	wh_main_dwf_inf_dwarf_warrior_1
wh_main_dwf_barracks_2	205	0	wh_main_dwf_inf_dwarf_warrior_1
wh_main_dwf_barracks_2	206	0	wh_main_dwf_inf_dwarf_warrior_0
wh_main_dwf_barracks_3	207	0	wh_main_dwf_inf_longbeards
wh_main_dwf_barracks_3	208	0	wh_main_dwf_inf_longbeards_1
wh_main_dwf_barracks_4	209	0	wh_main_dwf_inf_hammerers
wh_main_dwf_engineer_1	210	0	wh_main_dwf_veh_gyrocopter_0
wh_main_dwf_engineer_2	211	0	wh_main_dwf_veh_gyrocopter_1
wh_main_dwf_port_1	212	0	wh_main_dwf_inf_dwarf_warrior_0
wh_main_dwf_port_2	213	0	wh_main_dwf_inf_dwarf_warrior_0
wh_main_dwf_port_3	214	0	wh_main_dwf_inf_dwarf_warrior_0
wh_main_dwf_slayer_1	215	0	wh_main_dwf_inf_slayers
wh_main_dwf_slayer_2	216	0	wh_main_dwf_inf_slayers
wh_main_dwf_tavern_1	217	0	wh_dlc06_dwf_inf_rangers_0
wh_main_dwf_tavern_2	218	0	wh_dlc06_dwf_inf_rangers_0
wh_main_dwf_tavern_3	219	0	wh_dlc06_dwf_inf_rangers_0
wh_main_dwf_workshop_1	220	0	wh_main_dwf_art_grudge_thrower
wh_main_dwf_workshop_2	221	0	wh_main_dwf_art_grudge_thrower
wh_main_dwf_workshop_3	222	0	wh_main_dwf_art_grudge_thrower
wh_main_dwf_workshop_4	223	0	wh_main_dwf_art_grudge_thrower
wh_main_dwf_port_1	224	0	wh_main_dwf_inf_quarrellers_0
wh_main_dwf_port_2	225	0	wh_main_dwf_inf_quarrellers_0
wh_main_dwf_port_3	226	0	wh_main_dwf_inf_quarrellers_0
wh_main_dwf_workshop_1	227	0	wh_main_dwf_inf_thunderers_0
wh_main_dwf_workshop_2	228	0	wh_main_dwf_inf_thunderers_0
wh_main_dwf_workshop_3	229	0	wh_main_dwf_inf_thunderers_0
wh_main_dwf_workshop_4	230	0	wh_main_dwf_inf_thunderers_0
wh_main_dwf_trade_depot_1	231	0	wh_main_dwf_inf_dwarf_warrior_0
wh_main_dwf_trade_depot_2	232	0	wh_main_dwf_inf_dwarf_warrior_0
wh_main_dwf_farm_1	233	0	wh_main_dwf_inf_quarrellers_0
wh_main_dwf_farm_2	234	0	wh_main_dwf_inf_quarrellers_0
wh_main_dwf_farm_3	235	0	wh_main_dwf_inf_quarrellers_0
wh_main_dwf_farm_4	236	0	wh_main_dwf_inf_quarrellers_0
wh_main_dwf_industry_1	237	0	wh_main_dwf_inf_dwarf_warrior_1
wh_main_dwf_industry_2	238	0	wh_main_dwf_inf_dwarf_warrior_1
wh_main_dwf_industry_3	239	0	wh_main_dwf_inf_dwarf_warrior_1
wh_main_dwf_industry_4	240	0	wh_main_dwf_inf_dwarf_warrior_1
wh_dlc06_dwf_ranger_hub_1	200	0	wh_dlc06_dwf_inf_rangers_0
wh_dlc06_dwf_ranger_hub_1_all	201	0	wh_dlc06_dwf_inf_rangers_0
wh_dlc06_dwf_ranger_hub_2	202	0	wh_dlc06_dwf_inf_rangers_0
wh_main_dwf_smith_1	241	0	wh_main_dwf_cha_rune_smith_0
wh_main_dwf_smith_2	242	0	wh_main_dwf_cha_rune_smith_0
wh_main_dwf_smith_3	243	0	wh_main_dwf_cha_rune_smith_0
