building_level_armed_citizenry_junctions_tables
1
building_level	id	unknown3	unit_group
wh_dlc06_grn_boars_1_skarsnik	400	0	wh_main_grn_cav_orc_boar_boyz
wh_dlc06_grn_boars_2_skarsnik	402	0	wh_main_grn_cav_orc_boar_boy_big_uns
wh_dlc06_grn_military_1_skarsnik	404	0	wh_main_grn_inf_night_goblins
wh_dlc06_grn_military_2_skarsnik	406	0	wh_main_grn_inf_night_goblins
wh_dlc06_grn_military_3_skarsnik	408	0	wh_main_grn_inf_night_goblin_fanatics
wh_dlc06_grn_military_4_skarsnik	410	0	wh_main_grn_inf_night_goblin_fanatics
wh_dlc06_grn_squigs_1	412	0	wh_dlc06_grn_cav_squig_hoppers_0
wh_dlc06_special_savage_orc_camp_wurrzag_1	413	0	wh_main_grn_inf_savage_orcs
wh_dlc06_special_savage_orc_camp_wurrzag_2	414	0	wh_main_grn_inf_savage_orcs
wh_dlc06_special_savage_orc_camp_wurrzag_3	415	0	wh_main_grn_inf_savage_orc_big_uns
wh_main_grn_boars_1	416	0	wh_main_grn_cav_orc_boar_boyz
wh_main_grn_boars_2	417	0	wh_main_grn_cav_orc_boar_boy_big_uns
wh_main_grn_boss_1	418	0	wh_main_grn_inf_orc_boyz
wh_main_grn_boss_2	419	0	wh_main_grn_inf_orc_big_uns
wh_main_grn_boss_3	420	0	wh_main_grn_inf_black_orcs
wh_main_grn_farm_1	421	0	wh_dlc06_grn_inf_squig_herd_0
wh_main_grn_farm_2	422	0	wh_dlc06_grn_inf_squig_herd_0
wh_main_grn_farm_3	423	0	wh_dlc06_grn_inf_squig_herd_0
wh_main_grn_farm_3	424	0	wh_dlc06_grn_cav_squig_hoppers_0
wh_main_grn_forest_beasts_1	425	0	wh_main_grn_cav_forest_goblin_spider_riders_0
wh_main_grn_forest_beasts_1	426	0	wh_main_grn_cav_forest_goblin_spider_riders_1
wh_main_grn_forest_beasts_2	427	0	wh_main_grn_cav_forest_goblin_spider_riders_0
wh_main_grn_forest_beasts_2	428	0	wh_main_grn_cav_forest_goblin_spider_riders_1
wh_main_grn_forest_beasts_3	429	0	wh_main_grn_cav_forest_goblin_spider_riders_0
wh_main_grn_forest_beasts_3	430	0	wh_main_grn_cav_forest_goblin_spider_riders_1
wh_main_grn_military_1	434	0	wh_main_grn_inf_orc_boyz
wh_main_grn_military_2	436	0	wh_main_grn_inf_orc_boyz
wh_main_grn_military_3	438	0	wh_main_grn_inf_orc_big_uns
wh_main_grn_military_4	440	0	wh_main_grn_inf_black_orcs
wh_main_grn_monsters_1	442	0	wh_main_grn_mon_trolls
wh_main_grn_monsters_2	443	0	wh_main_grn_mon_trolls
wh_main_grn_monsters_2	444	0	wh_main_grn_mon_giant
wh_main_grn_port_1	445	0	wh_main_grn_inf_goblin_spearmen
wh_main_grn_port_2	447	0	wh_main_grn_inf_goblin_spearmen
wh_main_grn_port_3	449	0	wh_main_grn_inf_goblin_spearmen
wh_main_grn_shaman_1	451	0	wh_main_grn_inf_savage_orcs
wh_main_grn_shaman_2	452	0	wh_main_grn_inf_savage_orc_big_uns
wh_main_grn_workshop_1	453	0	wh_main_grn_art_goblin_rock_lobber
wh_main_grn_workshop_2	454	0	wh_main_grn_art_goblin_rock_lobber
wh_dlc06_grn_boars_1_skarsnik	401	0	wh_main_grn_cav_orc_boar_boyz
wh_dlc06_grn_boars_2_skarsnik	403	0	wh_main_grn_cav_orc_boar_boy_big_uns
wh_main_grn_port_1	446	0	wh_main_grn_inf_orc_boyz
wh_main_grn_port_2	448	0	wh_main_grn_inf_orc_boyz
wh_main_grn_port_3	450	0	wh_main_grn_inf_orc_boyz
wh_main_grn_military_1	435	0	wh_main_grn_inf_orc_boyz
wh_main_grn_military_2	437	0	wh_main_grn_inf_orc_boyz
wh_main_grn_military_3	439	0	wh_main_grn_inf_orc_boyz
wh_main_grn_military_4	441	0	wh_main_grn_inf_orc_big_uns
wh_main_grn_industry_1	431	0	wh_main_grn_inf_orc_arrer_boyz
wh_main_grn_industry_2	432	0	wh_main_grn_inf_orc_arrer_boyz
wh_main_grn_industry_3	433	0	wh_main_grn_inf_orc_arrer_boyz
wh_dlc06_grn_military_1_skarsnik	405	0	wh_main_grn_inf_night_goblin_archers
wh_dlc06_grn_military_2_skarsnik	407	0	wh_main_grn_inf_night_goblin_archers
wh_dlc06_grn_military_3_skarsnik	409	0	wh_main_grn_inf_night_goblin_archers
wh_dlc06_grn_military_4_skarsnik	411	0	wh_main_grn_inf_night_goblin_archers
wh_dlc06_grn_boss_1_skarsnik	455	0	wh_dlc06_grn_inf_nasty_skulkers_0
wh_dlc06_grn_boss_2_skarsnik	456	0	wh_dlc06_grn_inf_nasty_skulkers_0
wh_dlc06_grn_boss_3_skarsnik	457	0	wh_dlc06_grn_inf_nasty_skulkers_0
wh_dlc06_grn_boss_1_skarsnik	458	0	wh_dlc06_grn_inf_nasty_skulkers_0
wh_dlc06_grn_boss_2_skarsnik	459	0	wh_dlc06_grn_inf_nasty_skulkers_0
wh_dlc06_grn_boss_3_skarsnik	460	0	wh_dlc06_grn_inf_nasty_skulkers_0
