building_level_armed_citizenry_junctions_tables
1
building_level	id	unknown3	unit_group
wh2_main_lzd_saurus_1	625	0	wh2_main_lzd_inf_saurus_warriors_0
wh2_main_lzd_saurus_2	627	0	wh2_main_lzd_inf_saurus_warriors_1
wh2_main_lzd_saurus_3	629	0	wh2_main_lzd_inf_saurus_warriors_1
wh2_main_lzd_skinks_1	631	0	wh2_main_lzd_inf_skink_cohort_0
wh2_main_lzd_skinks_2	633	0	wh2_main_lzd_inf_skink_cohort_1
wh2_main_lzd_skinks_3	635	0	wh2_main_lzd_inf_skink_cohort_1
wh2_main_lzd_beasts_2	601	0	wh2_main_lzd_mon_stegadon_0
wh2_main_lzd_beasts_3	602	0	wh2_main_lzd_mon_carnosaur_0
wh2_main_lzd_coldones_1	604	0	wh2_main_lzd_cav_horned_ones_0
wh2_main_lzd_port_1	619	0	wh2_main_lzd_inf_saurus_warriors_1
wh2_main_lzd_port_2	621	0	wh2_main_lzd_inf_saurus_warriors_1
wh2_main_lzd_port_3	623	0	wh2_main_lzd_inf_saurus_warriors_1
wh2_main_lzd_worship_oldones_1	640	0	wh2_main_lzd_inf_temple_guards
wh2_main_lzd_worship_oldones_2	641	0	wh2_main_lzd_inf_temple_guards
wh2_main_lzd_worship_oldones_3	642	0	wh2_main_lzd_inf_temple_guards
wh2_main_lzd_worship_sotek_1	643	0	wh2_main_lzd_inf_temple_guards
wh2_main_lzd_worship_sotek_2	644	0	wh2_main_lzd_inf_temple_guards
wh2_main_lzd_worship_sotek_3	645	0	wh2_main_lzd_inf_temple_guards
wh2_main_lzd_skinks_1	632	0	wh2_main_lzd_inf_skink_skirmishers_0
wh2_main_lzd_skinks_2	634	0	wh2_main_lzd_inf_skink_skirmishers_0
wh2_main_lzd_skinks_3	636	0	wh2_main_lzd_inf_chameleon_skinks_0
wh2_main_lzd_saurus_3	630	0	wh2_main_lzd_inf_saurus_spearmen_1
wh2_main_lzd_beasts_1	600	0	wh2_main_lzd_mon_stegadon_0
wh2_main_lzd_terradons_1	639	0	wh2_main_lzd_cav_terradon_riders_0
wh2_main_lzd_saurus_1	626	0	wh2_main_lzd_inf_saurus_spearmen_0
wh2_main_lzd_saurus_2	628	0	wh2_main_lzd_inf_saurus_spearmen_0
wh2_main_lzd_port_1	620	0	wh2_main_lzd_inf_skink_skirmishers_0
wh2_main_lzd_port_2	622	0	wh2_main_lzd_inf_skink_skirmishers_0
wh2_main_lzd_port_3	624	0	wh2_main_lzd_inf_skink_skirmishers_0
wh2_main_lzd_smith_1	638	0	wh2_main_lzd_mon_kroxigors
wh2_main_lzd_energy_1	605	0	wh2_main_lzd_inf_saurus_warriors_1
wh2_main_lzd_energy_2	606	0	wh2_main_lzd_inf_saurus_warriors_1
wh2_main_lzd_energy_3	607	0	wh2_main_lzd_inf_saurus_warriors_1
wh2_main_lzd_energy_4	608	0	wh2_main_lzd_inf_saurus_warriors_1
wh2_main_lzd_energy_5	609	0	wh2_main_lzd_inf_saurus_warriors_1
wh2_main_lzd_coldones_0	603	0	wh2_main_lzd_cav_cold_ones_feral_0
wh2_main_lzd_farm_1	610	0	wh2_main_lzd_inf_skink_skirmishers_0
wh2_main_lzd_farm_2	611	0	wh2_main_lzd_inf_skink_skirmishers_0
wh2_main_lzd_farm_3	612	0	wh2_main_lzd_inf_skink_skirmishers_0
wh2_main_lzd_industry_1	613	0	wh2_main_lzd_inf_skink_cohort_1
wh2_main_lzd_industry_2	614	0	wh2_main_lzd_inf_skink_cohort_1
wh2_main_lzd_industry_3	615	0	wh2_main_lzd_inf_skink_cohort_1
wh2_main_lzd_order_1	616	0	wh2_main_lzd_inf_saurus_spearmen_1
wh2_main_lzd_order_2	617	0	wh2_main_lzd_inf_saurus_spearmen_1
wh2_main_lzd_order_3	618	0	wh2_main_lzd_inf_saurus_spearmen_1
wh2_main_lzd_slann_1	637	0	wh2_main_lzd_inf_temple_guards
