building_level_armed_citizenry_junctions_tables
1
building_level	id	unknown3	unit_group
wh2_main_hef_barracks_1	500	0	wh2_main_hef_inf_archers_0
wh2_main_hef_barracks_2	501	0	wh2_main_hef_inf_archers_1
wh2_main_hef_barracks_3	502	0	wh2_main_hef_inf_spearmen_0
wh2_main_hef_dragons_2	503	0	wh2_main_hef_mon_moon_dragon
wh2_main_hef_mages_2	504	0	wh2_main_hef_inf_swordmasters_of_hoeth_0
wh2_main_hef_smith_1	505	0	wh2_main_hef_art_eagle_claw_bolt_thrower
wh2_main_hef_smith_2	506	0	wh2_main_hef_art_eagle_claw_bolt_thrower
wh2_main_hef_stables_1	507	0	wh2_main_hef_cav_ellyrian_reavers_0
wh2_main_hef_stables_2	508	0	wh2_main_hef_cav_ellyrian_reavers_0
wh2_main_hef_worship_1	509	0	wh2_main_hef_inf_spearmen_0
wh2_main_hef_port_1	510	0	wh2_main_hef_inf_lothern_sea_guard_0
wh2_main_hef_port_2	511	0	wh2_main_hef_inf_lothern_sea_guard_0
wh2_main_hef_port_3	512	0	wh2_main_hef_inf_lothern_sea_guard_0
wh2_main_hef_barracks_1	513	0	wh2_main_hef_inf_spearmen_0
wh2_main_hef_barracks_2	514	0	wh2_main_hef_inf_spearmen_0
wh2_main_hef_barracks_3	515	0	wh2_main_hef_inf_lothern_sea_guard_1
wh2_main_hef_port_1	516	0	wh2_main_hef_inf_spearmen_0
wh2_main_hef_port_2	517	0	wh2_main_hef_inf_spearmen_0
wh2_main_hef_port_3	518	0	wh2_main_hef_inf_spearmen_0
wh2_main_hef_order_1	519	0	wh2_main_hef_inf_spearmen_0
wh2_main_hef_order_2	520	0	wh2_main_hef_inf_spearmen_0
wh2_main_hef_order_3	521	0	wh2_main_hef_inf_spearmen_0
wh2_main_hef_order_4	522	0	wh2_main_hef_inf_spearmen_0
wh2_main_hef_order_5	523	0	wh2_main_hef_inf_spearmen_0
wh2_main_hef_hunters_1	524	0	wh2_main_hef_inf_white_lions_of_thrace_0
wh2_main_hef_worship_2	525	0	wh2_main_hef_inf_spearmen_0
wh2_main_hef_mages_1	526	0	wh2_main_hef_inf_spearmen_0
wh2_main_hef_stables_2	527	0	wh2_main_hef_cav_ellyrian_reavers_1
wh2_main_hef_dragons_1	528	0	wh2_main_hef_mon_sun_dragon
wh2_main_hef_court_1	529	0	wh2_main_hef_inf_lothern_sea_guard_1
wh2_main_hef_court_2	530	0	wh2_main_hef_inf_lothern_sea_guard_1
wh2_main_hef_embassy_1	531	0	wh2_main_hef_inf_lothern_sea_guard_1
wh2_main_hef_farm_1	532	0	wh2_main_hef_inf_archers_0
wh2_main_hef_farm_2	533	0	wh2_main_hef_inf_archers_0
wh2_main_hef_farm_3	534	0	wh2_main_hef_inf_archers_0
wh2_main_hef_industry_1	535	0	wh2_main_hef_inf_archers_1
wh2_main_hef_industry_2	536	0	wh2_main_hef_inf_archers_1
wh2_main_hef_industry_3	537	0	wh2_main_hef_inf_archers_1
wh2_main_hef_hunters_1	538	0	wh2_main_hef_mon_great_eagle
wh2_main_hef_mages_3	539	0	wh2_main_hef_inf_swordmasters_of_hoeth_0
wh2_main_hef_worship_3	540	0	wh2_main_hef_inf_phoenix_guard
