building_effects_junction_tables
3
building	effect	effect_scope	value	value_damaged	value_ruined
wh_main_dwf_garrison_1	wh_main_effect_public_order_base	province_to_province_own	1	2	0
wh_main_dwf_garrison_2	wh_main_effect_public_order_base	province_to_province_own	2	3	0
wh_main_dwf_garrison_2	wh_main_effect_economy_gdp_mod_all	province_to_region_own	-6	-9	0
wh_main_dwf_wall_1	wh_main_effect_public_order_base	province_to_province_own	1	0	0
wh_main_dwf_wall_2	wh_main_effect_public_order_base	province_to_province_own	2	1	0
wh_main_dwf_wall_1	wh_main_effect_economy_gdp_mod_all	province_to_region_own	-3	-6	0
wh_main_dwf_wall_2	wh_main_effect_economy_gdp_mod_all	province_to_region_own	-6	-9	0
wh_main_dwf_wall_3	wh_main_effect_public_order_base	province_to_province_own	3	2	0
wh_main_dwf_wall_3	wh_main_effect_economy_gdp_mod_all	province_to_region_own	-9	-12	0
wh_main_dwf_garrison_1	wh_main_effect_economy_gdp_mod_all	province_to_region_own	-3	-6	0
wh_main_dwf_barracks_1	wh_main_effect_economy_gdp_mod_all	province_to_region_own	-1	-2	0
wh_main_dwf_barracks_2	wh_main_effect_economy_gdp_mod_all	province_to_region_own	-2	-3	0
wh_main_dwf_barracks_3	wh_main_effect_agent_enable_recruitment_champion_dwarfs	province_to_province_own	1	1	0
wh_main_dwf_barracks_3	wh_main_effect_economy_gdp_mod_all	province_to_region_own	-3	-4	0
wh_main_dwf_barracks_4	wh_main_effect_agent_cap_increase_champion_thane	faction_to_faction_own_unseen	1	1	0
wh_main_dwf_barracks_4	wh_main_effect_agent_enable_recruitment_champion_dwarfs	province_to_province_own	1	1	0
wh_main_dwf_barracks_4	wh_main_effect_agent_recruitment_xp_champion_dwarfs	province_to_province_own	2	2	0
wh_main_dwf_barracks_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time	region_to_region_own	1	1	0
wh_main_dwf_barracks_4	wh_main_effect_tech_unit_xp_levels_hammerers	province_to_province_own	1	1	0
