building_effects_junction_tables
3
building	effect	effect_scope	value	value_damaged	value_ruined
wh_main_horde_chaos_forge_1	wh_main_effect_religion_conversion_chaos	force_to_character_own_provincetext	2	2	0
wh_main_horde_chaos_forge_2	wh_main_effect_religion_conversion_chaos	force_to_character_own_provincetext	4	4	0
wh_main_horde_chaos_forge_2	wh_main_effect_building_upkeep_reduction_chaos_hellcannon	force_to_force_own	-10	-10	0
wh_main_horde_chaos_knights_1	wh_main_effect_force_all_campaign_raid_income	force_to_force_own	7	7	0
wh_main_horde_chaos_knights_2	wh_main_effect_force_all_campaign_raid_income	force_to_force_own	15	15	0
wh_main_horde_chaos_magic_1	wh_main_effect_agent_enable_recruitment_wizard_chaos	force_to_force_own	1	1	0
wh_main_horde_chaos_magic_1	wh_main_effect_religion_conversion_chaos	force_to_character_own_provincetext	8	8	0
wh_main_horde_chaos_magic_1	wh_main_effect_military_force_winds_of_magic_depletion_mod_other	building_to_force_own_provincewide_unseen	4	4	0
wh_main_horde_chaos_magic_2	wh_main_effect_agent_cap_increase_wizard_chaos_sorcerer	faction_to_faction_own_unseen	1	1	0
wh_main_horde_chaos_magic_2	wh_main_effect_agent_enable_recruitment_wizard_chaos	force_to_force_own	1	1	0
wh_main_horde_chaos_magic_2	wh_main_effect_agent_recruitment_xp_wizard_chaos	force_to_force_own	4	4	0
wh_main_horde_chaos_magic_2	wh_main_effect_religion_conversion_chaos	force_to_character_own_provincetext	16	16	0
wh_main_horde_chaos_magic_2	wh_main_effect_military_force_winds_of_magic_depletion_mod_other	building_to_force_own_provincewide_unseen	8	8	0
wh_main_horde_chaos_settlement_1	wh_main_effect_force_all_recruitment_points	force_to_force_own	2	2	0
wh_main_horde_chaos_settlement_1	wh_main_effect_hordebuilding_growth_core	force_to_force_own	2	2	0
wh_main_horde_chaos_settlement_1	wh_main_effect_religion_conversion_chaos	force_to_character_own_provincetext	1	1	0
wh_main_horde_chaos_settlement_2	wh_main_effect_force_all_recruitment_points	force_to_force_own	2	2	0
wh_main_horde_chaos_settlement_2	wh_main_effect_hordebuilding_growth_core	force_to_force_own	4	4	0
wh_main_horde_chaos_settlement_2	wh_main_effect_religion_conversion_chaos	force_to_character_own_provincetext	2	2	0
wh_main_horde_chaos_settlement_3	wh_main_effect_force_all_recruitment_points	force_to_force_own	3	3	0
wh_main_horde_chaos_settlement_3	wh_main_effect_hordebuilding_growth_core	force_to_force_own	6	6	0
wh_main_horde_chaos_settlement_3	wh_main_effect_religion_conversion_chaos	force_to_character_own_provincetext	3	3	0
wh_main_horde_chaos_settlement_4	wh_main_effect_force_all_recruitment_points	force_to_force_own	3	3	0
