building_effects_junction_tables
3
building	effect	effect_scope	value	value_damaged	value_ruined
wh2_main_skv_outpostnorsca_major_3_coast	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-1	-1	0
wh2_main_skv_outpostnorsca_major_3	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-1	-1	0
wh2_main_skv_outpostnorsca_major_4_coast	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-1	-1	0
wh2_main_skv_outpostnorsca_major_4	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-1	-1	0
wh2_main_skv_outpostnorsca_major_5_coast	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-2	-2	0
wh2_main_skv_outpostnorsca_major_5	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-2	-2	0
wh2_main_skv_outpostnorsca_minor_3_coast	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-1	-1	0
wh2_main_skv_outpostnorsca_minor_3	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-1	-1	0
wh2_main_skv_settlement_major_3_coast	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-1	-1	0
wh2_main_skv_settlement_major_3	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-1	-1	0
wh2_main_skv_settlement_major_4_coast	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-1	-1	0
wh2_main_skv_settlement_major_4	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-1	-1	0
wh2_main_skv_settlement_major_5_coast	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-2	-2	0
wh2_main_skv_settlement_major_5	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-2	-2	0
wh2_main_skv_settlement_minor_3_coast	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-1	-1	0
wh2_main_skv_settlement_minor_3	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-1	-1	0
wh2_main_special_fortress_gate_eagle_skaven_3	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-1	-1	0
wh2_main_special_fortress_gate_eagle_skaven_4	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-1	-1	0
wh2_main_special_fortress_gate_eagle_skaven_5	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-2	-2	0
wh2_main_special_fortress_gate_griffon_skaven_3	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-1	-1	0
wh2_main_special_fortress_gate_griffon_skaven_4	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-1	-1	0
wh2_main_special_fortress_gate_griffon_skaven_5	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-2	-2	0
wh2_main_special_fortress_gate_phoenix_skaven_3	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-1	-1	0
wh2_main_special_fortress_gate_phoenix_skaven_4	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-1	-1	0
wh2_main_special_fortress_gate_phoenix_skaven_5	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-2	-2	0
wh2_main_special_fortress_gate_unicorn_skaven_3	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-1	-1	0
wh2_main_special_fortress_gate_unicorn_skaven_4	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-1	-1	0
wh2_main_special_fortress_gate_unicorn_skaven_5	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-2	-2	0
wh2_main_special_settlement_altdorf_skv_3	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-1	-1	0
wh2_main_special_settlement_altdorf_skv_4	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-1	-1	0
wh2_main_special_settlement_altdorf_skv_5	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-2	-2	0
wh2_main_special_settlement_black_crag_skv_3	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-1	-1	0
wh2_main_special_settlement_black_crag_skv_4	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-1	-1	0
wh2_main_special_settlement_black_crag_skv_5	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-2	-2	0
wh2_main_special_settlement_castle_drakenhof_skv_3	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-1	-1	0
wh2_main_special_settlement_castle_drakenhof_skv_4	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-1	-1	0
wh2_main_special_settlement_castle_drakenhof_skv_5	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-2	-2	0
wh2_main_special_settlement_couronne_skv_3	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-1	-1	0
wh2_main_special_settlement_couronne_skv_4	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-1	-1	0
wh2_main_special_settlement_couronne_skv_5	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-2	-2	0
wh2_main_special_settlement_eight_peaks_skv_3	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-1	-1	0
wh2_main_special_settlement_eight_peaks_skv_4	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-1	-1	0
wh2_main_special_settlement_eight_peaks_skv_5	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-2	-2	0
wh2_main_special_settlement_hellpit_3	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-1	-1	0
wh2_main_special_settlement_hellpit_4	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-1	-1	0
wh2_main_special_settlement_hellpit_5	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-2	-2	0
wh2_main_special_settlement_hexoatl_skv_3	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-1	-1	0
wh2_main_special_settlement_hexoatl_skv_4	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-1	-1	0
wh2_main_special_settlement_hexoatl_skv_5	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-2	-2	0
wh2_main_special_settlement_itza_skv_3	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-1	-1	0
wh2_main_special_settlement_itza_skv_4	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-1	-1	0
wh2_main_special_settlement_itza_skv_5	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-2	-2	0
wh2_main_special_settlement_karaz_a_karak_skv_3	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-1	-1	0
wh2_main_special_settlement_karaz_a_karak_skv_4	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-1	-1	0
wh2_main_special_settlement_karaz_a_karak_skv_5	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-2	-2	0
wh2_main_special_settlement_khemri_skv_3	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-1	-1	0
wh2_main_special_settlement_khemri_skv_4	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-1	-1	0
wh2_main_special_settlement_khemri_skv_5	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-2	-2	0
wh2_main_special_settlement_kislev_skv_3	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-1	-1	0
wh2_main_special_settlement_kislev_skv_4	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-1	-1	0
wh2_main_special_settlement_kislev_skv_5	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-2	-2	0
wh2_main_special_settlement_lahmia_skv_3	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-1	-1	0
wh2_main_special_settlement_lahmia_skv_4	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-1	-1	0
wh2_main_special_settlement_lahmia_skv_5	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-2	-2	0
wh2_main_special_settlement_lothern_skv_3	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-1	-1	0
wh2_main_special_settlement_lothern_skv_4	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-1	-1	0
wh2_main_special_settlement_lothern_skv_5	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-2	-2	0
wh2_main_special_settlement_miragliano_skv_3	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-1	-1	0
wh2_main_special_settlement_miragliano_skv_4	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-1	-1	0
wh2_main_special_settlement_miragliano_skv_5	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-2	-2	0
wh2_main_special_settlement_naggarond_skv_3	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-1	-1	0
wh2_main_special_settlement_naggarond_skv_4	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-1	-1	0
wh2_main_special_settlement_naggarond_skv_5	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-2	-2	0
wh2_main_special_settlement_skavenblight_3	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-1	-1	0
wh2_main_special_settlement_skavenblight_4	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-1	-1	0
wh2_main_special_settlement_skavenblight_5	wh2_main_pooled_resource_skaven_food_regions	faction_to_faction_own_unseen	-2	-2	0
