building_effects_junction_tables
3
building	effect	effect_scope	value	value_damaged	value_ruined
wh_dlc03_horde_beastmen_arcane_1	wh_dlc03_effect_agent_enable_recruitment_wizard_beastmen	force_to_force_own	1	1	0
wh_dlc03_horde_beastmen_arcane_1	wh_main_effect_military_force_winds_of_magic_depletion_mod_other	building_to_force_own_provincewide_unseen	4	4	0
wh_dlc03_horde_beastmen_arcane_2	wh_dlc03_effect_agent_cap_increase_wizard_beastmen	faction_to_faction_own_unseen	1	1	0
wh_dlc03_horde_beastmen_arcane_2	wh_dlc03_effect_agent_enable_recruitment_wizard_beastmen_beasts_hidden	force_to_force_own	1	1	0
wh_dlc03_horde_beastmen_arcane_2	wh_dlc03_effect_agent_enable_recruitment_wizard_beastmen_death_hidden	force_to_force_own	1	1	0
wh_dlc03_horde_beastmen_arcane_2	wh_dlc03_effect_agent_enable_recruitment_wizard_beastmen_wild_hidden	force_to_force_own	1	1	0
wh_dlc03_horde_beastmen_arcane_2	wh_main_effect_economy_gdp_subsistance	force_to_force_building	500	500	0
wh_dlc03_horde_beastmen_arcane_2	wh_main_effect_military_force_winds_of_magic_depletion_mod_other	building_to_force_own_provincewide_unseen	6	6	0
wh_dlc03_horde_beastmen_centigors_2	wh_dlc03_effect_building_upkeep_reduction_centigors	force_to_force_own	-5	-5	0
wh_dlc03_horde_beastmen_centigors_3	wh_dlc03_effect_building_upkeep_reduction_centigors	force_to_force_own	-10	-10	0
wh_dlc03_horde_beastmen_creatures_2	wh_dlc03_effect_building_upkeep_reduction_chaos_warhounds	force_to_force_own	-5	-5	0
wh_dlc03_horde_beastmen_creatures_3	wh_dlc03_effect_building_upkeep_reduction_chaos_warhounds	force_to_force_own	-10	-10	0
wh_dlc03_horde_beastmen_gors_2	wh_dlc03_effect_building_upkeep_reduction_ungors	force_to_force_own	-10	-10	0
wh_dlc03_horde_beastmen_gors_3	wh_dlc03_effect_building_upkeep_reduction_ungors	force_to_force_own	-15	-15	0
wh_dlc03_horde_beastmen_gors_4	wh_dlc03_effect_building_upkeep_reduction_gors	force_to_force_own	-5	-5	0
wh_dlc03_horde_beastmen_gors_4	wh_dlc03_effect_building_upkeep_reduction_ungors	force_to_force_own	-20	-20	0
wh_dlc03_horde_beastmen_herd_1	wh_main_effect_force_all_recruitment_points	force_to_force_own	2	2	0
wh_dlc03_horde_beastmen_herd_1	wh_main_effect_hordebuilding_growth_core	force_to_force_own	4	4	0
wh_dlc03_horde_beastmen_herd_1	wh_main_effect_religion_conversion_chaos	force_to_character_own_provincetext	1	1	0
wh_dlc03_horde_beastmen_herd_2	wh_main_effect_force_all_recruitment_points	force_to_force_own	2	2	0
wh_dlc03_horde_beastmen_herd_2	wh_main_effect_hordebuilding_growth_core	force_to_force_own	6	6	0
wh_dlc03_horde_beastmen_herd_2	wh_main_effect_religion_conversion_chaos	force_to_character_own_provincetext	2	2	0
wh_dlc03_horde_beastmen_herd_3	wh_main_effect_force_all_recruitment_points	force_to_force_own	3	3	0
wh_dlc03_horde_beastmen_herd_3	wh_main_effect_hordebuilding_growth_core	force_to_force_own	8	8	0
wh_dlc03_horde_beastmen_herd_3	wh_main_effect_religion_conversion_chaos	force_to_character_own_provincetext	3	3	0
wh_dlc03_horde_beastmen_herd_4	wh_main_effect_force_all_recruitment_points	force_to_force_own	3	3	0
wh_dlc03_horde_beastmen_herd_4	wh_main_effect_hordebuilding_growth_core	force_to_force_own	10	10	0
wh_dlc03_horde_beastmen_herd_4	wh_main_effect_religion_conversion_chaos	force_to_character_own_provincetext	4	4	0
wh_dlc03_horde_beastmen_herd_5	wh_main_effect_force_all_recruitment_points	force_to_force_own	4	4	0
wh_dlc03_horde_beastmen_herd_5	wh_main_effect_hordebuilding_growth_core	force_to_force_own	12	12	0
wh_dlc03_horde_beastmen_herd_5	wh_main_effect_religion_conversion_chaos	force_to_character_own_provincetext	5	5	0
wh_dlc03_horde_beastmen_minotaurs_2	wh_dlc03_effect_agent_enable_recruitment_champion_beastmen	force_to_force_own	1	1	0
wh_dlc03_horde_beastmen_minotaurs_2	wh_dlc03_effect_building_upkeep_reduction_minotaurs	force_to_force_own	-5	-5	0
