building_effects_junction_tables
3
building	effect	effect_scope	value	value_damaged	value_ruined
chs_fort1	wh_main_effect_force_all_recruitment_points	region_to_force_own	2	2	0
chs_fort	wh_main_effect_force_all_recruitment_points	region_to_force_own	1	1	0
chs_fort	wh_main_effect_religion_conversion_chaos	force_to_character_own_provincetext	2	2	0
chs_fort	wh_main_effect_hordebuilding_growth_core	region_to_force_own	2	2	0
chs_fort	wh_main_effect_force_all_campaign_movement_range	force_to_force_own	-15	-15	0
chs_fort	wh_main_effect_economy_gdp_culture	force_to_force_building	400	400	0
chs_khorne	wh_main_effect_force_unit_stat_melee_damage	force_to_force_own	15	15	0
chs_khorne	wh_main_effect_force_unit_stat_melee_defence	force_to_force_own	-5	-5	0
chs_khorne	wh_main_effect_force_all_campaign_experience_base_all	faction_to_force_own	2	2	0
chs_khorne	wh_main_effect_force_all_campaign_upkeep	force_to_force_own	8	8	0
chs_nurgle	wh_main_effect_force_unit_stat_melee_defence	force_to_force_own	7	7	0
chs_nurgle	wh_main_effect_hordebuilding_growth_tech	faction_to_force_own	8	8	0
chs_nurgle	wh_main_effect_force_unit_stat_melee_attack	force_to_force_own	-5	-5	0
chs_nurgle	wh_main_effect_force_unit_stat_fatigue_resistance_small	force_to_force_own	-4	-4	0
chs_nurgle	wh_main_effect_force_all_campaign_upkeep	force_to_force_own	8	8	0
chs_slaanesh	wh_main_effect_character_stat_mod_charge_add	force_to_force_own	20	20	0
chs_slaanesh	wh_main_effect_force_unit_stat_armour	force_to_force_own	-15	-15	0
chs_slaanesh	wh_dlc03_effect_tech_movement_speed_all	faction_to_force_own	10	10	0
chs_slaanesh	wh_main_effect_force_all_campaign_upkeep	force_to_force_own	8	8	0
chs_tzeentch	wh_main_effect_military_force_winds_of_magic_depletion_mod_other	building_to_force_own_provincewide_unseen	30	30	0
chs_tzeentch	wh_dlc03_effect_technology_research_points	faction_to_faction_own_unseen	50	50	0
chs_tzeentch	wh_main_effect_force_unit_stat_melee_damage	force_to_force_own	-7	-7	0
chs_tzeentch	wh_main_effect_force_all_campaign_upkeep	force_to_force_own	8	8	0
chs_fort1	wh_main_effect_religion_conversion_chaos	force_to_character_own_provincetext	4	4	0
chs_fort1	wh_main_effect_hordebuilding_growth_core	region_to_force_own	4	4	0
chs_fort1	wh_main_effect_force_all_campaign_movement_range	force_to_force_own	-30	-30	0
chs_fort1	wh_main_effect_force_all_campaign_replenishment_rate	region_to_force_own	5	5	0
chs_fort1	wh_dlc05_technology_effect_attrition_immunity	region_to_force_own	1	1	0
chs_fort1	wh_main_effect_economy_gdp_culture	force_to_force_building	800	800	0
chs_fort2	wh_main_effect_force_all_recruitment_points	region_to_force_own	3	3	0
chs_fort2	wh_main_effect_religion_conversion_chaos	force_to_character_own_provincetext	10	10	0
chs_fort2	wh_main_effect_hordebuilding_growth_core	region_to_force_own	10	10	0
chs_fort2	wh_main_effect_force_all_campaign_movement_range	force_to_force_own	-80	-80	0
chs_fort2	wh_dlc05_technology_effect_attrition_immunity	region_to_force_own	1	1	0
chs_fort2	wh_main_effect_economy_gdp_culture	force_to_force_building	3000	3000	0
chs_fort2	wh_main_effect_force_all_campaign_replenishment_rate	region_to_force_own	15	15	0
chs_fort2	wh_main_effect_force_all_campaign_upkeep	force_to_force_own	-25	-25	0
chs_slaanesh	wh_main_effect_agent_movement_range_mod	force_to_general_own	15	15	0
chs_fort2	wh_main_effect_force_unit_stat_melee_defence	force_to_force_own	5	5	0
