character_skills_tables
5
image_path	key	localised_description	localised_name	unlocked_at_rank	is_background_skill	is_female_only_background_skill	is_male_only_background_skill	background_weighting	influence_cost
mount_barded_warhorse.png	green_knight_1	Placeholder	Placeholder	0	False	False	False	0	0
icon_stat_attack_character.png	green_knight_2	Placeholder	Placeholder	0	False	False	False	0	0
icon_stat_charge_bonus_character.png	green_knight_3	Placeholder	Placeholder	0	False	False	False	0	0
icon_stat_speed_character.png	green_knight_4	Placeholder	Placeholder	0	False	False	False	0	0
military_spending.png	green_knight_5	Placeholder	Placeholder	0	False	False	False	0	0
icon_stat_morale_character.png	green_knight_6	Placeholder	Placeholder	0	False	False	False	0	0
item_weapon.png	green_knight_7	Placeholder	Placeholder	0	False	False	False	0	0
icon_stat_defence_character.png	green_knight_8	Placeholder	Placeholder	0	False	False	False	0	0
icon_stat_armour_character.png	green_knight_9	Placeholder	Placeholder	0	False	False	False	0	0
military_spending.png	green_knight_10	Placeholder	Placeholder	0	False	False	False	0	0
icon_stat_damage_character.png	green_knight_11	Placeholder	Placeholder	0	False	False	False	0	0
icon_stat_range_character.png	green_knight_12	Placeholder	Placeholder	0	False	False	False	0	0
icon_stat_ranged_damage_character.png	green_knight_13	Placeholder	Placeholder	0	False	False	False	0	0
icon_stat_ammo_character.png	green_knight_14	Placeholder	Placeholder	0	False	False	False	0	0
military_spending.png	green_knight_15	Placeholder	Placeholder	0	False	False	False	0	0
experience.png	green_knight_16	Placeholder	Placeholder	0	False	False	False	0	0
army.png	green_knight_17	Placeholder	Placeholder	0	False	False	False	0	0
replenishment.png	green_knight_18	Placeholder	Placeholder	0	False	False	False	0	0
campaign_movement.png	green_knight_19	Placeholder	Placeholder	0	False	False	False	0	0
general_ability.png	green_knight_20	Placeholder	Placeholder	0	False	False	False	0	0
