main_units_tables
35
additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	prestige	recruitment_cost	recruitement_movie	religion_requirement	unit	upkeep_cost	weight	resource_requirement	world_leader_only	can_trade	special_edition_mask	unique_index	unknown25	in_encyclopedia	region_unit_resource_requirement	audio_voiceover_culture	ui_unit_group_land	ui_unit_group_naval	tier	is_high_thread	porthole_camera	mount	use_hitpoints_in_campaign	unit_scaling	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	restrict_xp_gain_in_campaign	audio_voiceover_actor_group	food_cost	has_spoken_vo	is_monstrous	multiplayer_qb_cap	vo_is_dragon	vo_is_dinosaur
wh_main_brt_smiths_1	0	melee_infantry	1	False	brt_macemen	150	0	460	wh_main_shp_transport	1	1	150	0	644			brt_macemen	147	medium		False	False	0	2	0	True		wh_main_vo_culture_Bretonnian	wh_dlc04_emp_flagelllents	wh_dlc04_emp_flagelllents	3	False	emp_soldier_15_degrees		False	True		525	0	False	vo_culture_None	False	wh_main_vo_actor_Bretonnian_Infantry	0	True	False	0	False	False
	0	missile_infantry	1	False	brt_crossbow	100	0	515	wh_main_shp_transport	1	1	100	0	721			brt_crossbow	165	light		False	False	0	1	0	True		wh_main_vo_culture_Bretonnian	missile_infantry_bow	missile_infantry_bow	2	False	emp_soldier_15_degrees		False	True		110	400	False	vo_culture_None	False	wh_main_vo_actor_Bretonnian_Infantry	0	True	False	0	False	False
	1	melee_infantry	4	False	brt_tournament	13	1	1600	wh_main_shp_transport	1	1	13	0	2240			brt_tournament	512	medium		False	False	0	3	0	True		wh_main_vo_culture_Bretonnian	infantry_sword	infantry_sword	3	False	emp_soldier_15_degrees		False	True		725	0	False	vo_culture_None	False	wh_main_vo_actor_Bretonnian_Paladin	0	True	False	1	False	False
	0	melee_infantry	2	False	bst_Pestigor	80	0	1425	wh_main_shp_transport	1	1	80	0	1995			bst_Pestigor	456	heavy		False	False	8	5	0	True		wh_dlc03_vo_culture_Beastmen	infantry_axe	infantry_axe	3	False	bst_gor_15		False	True		1150	0	False	vo_None	False	wh_dlc03_vo_actor_Beastmen_Gor	0	True	False	0	False	False
	0	melee_infantry	2	False	bst_Khorngor	80	0	1425	wh_main_shp_transport	1	1	80	0	1995			bst_Khorngor	456	heavy		False	False	0	4	0	True		wh_dlc03_vo_culture_Beastmen	infantry_axe	infantry_axe	3	False	bst_gor_15		False	True		1150	0	False	vo_None	False	wh_dlc03_vo_actor_Beastmen_Gor	0	True	False	0	False	False
	0	melee_infantry	2	False	bst_Slaangor	80	0	1425	wh_main_shp_transport	1	1	80	0	1995			bst_Slaangor	456	heavy		False	False	0	6	0	True		wh_dlc03_vo_culture_Beastmen	infantry_axe_great	infantry_axe_great	3	False	bst_gor_15		False	True		1150	0	False	vo_None	False	wh_dlc03_vo_actor_Beastmen_Gor	0	True	False	0	False	False
	0	melee_infantry	2	False	bst_Tzaangor	80	0	1425	wh_main_shp_transport	1	1	80	0	1995			bst_Tzaangor	456	heavy		False	False	0	7	0	True		wh_dlc03_vo_culture_Beastmen	infantry_sword	infantry_sword	3	False	bst_gor_15		False	True		1150	0	False	vo_None	False	wh_dlc03_vo_actor_Beastmen_Gor	0	True	False	0	False	False
	0	melee_infantry	2	False	chs_zelot	6	0	1800	wh_main_shp_transport	1	1	6	0	2520			chs_zelot	576	medium		False	False	0	10	0	False		wh_main_vo_culture_Chaos	infantry_sword	infantry_sword_great	4	False	chaos_warrior_30_degrees		False	True		1200	0	False	vo_culture_None	False	wh_main_vo_actor_Chaos_Sorcerer	0	True	False	0	False	False
	0	melee_infantry	2	False	chs_marauder_mutant	24	0	2000	wh_main_shp_transport	1	1	24	0	2800			chs_marauder_mutant	640	heavy		False	False	0	9	0	False		wh_main_vo_culture_Chaos	infantry_sword	infantry_sword_great	4	False	chaos_warrior_30_degrees	wh2_main_cam_mnt_def_cauldron_of_blood	False	True		1200	0	False	vo_culture_None	False	wh_main_vo_actor_Chaos_MarauderChieftain	0	True	False	0	False	False
	0	monster	3	False	chs_chaos_dragon	1	0	2625	wh_main_shp_transport	1	1	1	0	3675			chs_chaos_dragon	840	super_heavy		False	False	0	8	0	False		wh_dlc08_vo_culture_frost_wyrm	dragon	dragon	5	True	wef_forest_dragon		True	False		2000	0	True	vo_culture_None	False	wh_main_vo_actor_default	0	True	False	0	False	False
wh_main_dwf_smith_2	0	melee_infantry	3	False	dwf_oathsworn	12	0	2300	wh_main_shp_transport	1	1	12	0	3220			dwf_oathsworn	736	super_heavy		False	False	0	12	0	True		wh_main_vo_culture_Dwarf	infantry_axe_great	infantry_axe_great	5	True	dwf_warrior_30_degrees		False	True		1350	0	False	vo_None	False	wh_main_vo_actor_Dwarf_Thane	0	True	False	0	False	False
wh_main_dwf_smith_2	0	melee_infantry	2	False	dwf_giant_slayer	24	0	2000	wh_main_shp_transport	1	1	24	0	2800			dwf_giant_slayer	640	heavy		False	False	0	11	0	True		wh_main_vo_culture_Dwarf	infantry_hammer_great	infantry_hammer_great	4	True	dwf_warrior_30_degrees	wh2_main_cam_mnt_def_dark_steed	False	True		1250	0	False	vo_None	False	wh_main_vo_actor_Dwarf_Unique	0	True	False	0	False	False
wh_main_dwf_engineer_1	0	missile_infantry	2	False	dwf_sniper	26	0	1375	wh_main_shp_transport	1	1	26	0	1925			dwf_sniper	440	light		False	False	0	13	0	True		wh_main_vo_culture_Dwarf	missile_infantry_rifle	missile_infantry_rifle	3	False	dwf_warrior_30_degrees	wh2_main_cam_mnt_def_cold_one	False	True		115	1000	False	vo_None	False	wh_main_vo_actor_Dwarf_MasterEngineer	0	True	False	0	False	False
wh_main_emp_smiths_2	0	melee_infantry	4	False	emp_imp_guard	80	0	1800	wh_main_shp_transport	1	1	80	0	2520			emp_imp_guard	576	heavy		False	False	0	15	0	False		wh_main_vo_culture_Empire	infantry_spear_halberd	infantry_spear_halberd	4	True	emp_soldier_15_degrees	wh2_main_cam_mnt_def_black_dragon	False	True		1300	0	False	vo_culture_None	False	wh_main_vo_actor_Empire_Captain	0	True	False	0	False	False
	0	missile_infantry	1	False	emp_huntsmen	90	0	500	wh_main_shp_transport	1	1	90	0	700			emp_huntsmen	160	light		False	False	0	14	0	False		wh_main_vo_culture_Empire	missile_infantry_bow	missile_infantry_bow	2	False	emp_soldier_15_degrees	wh2_main_cam_mnt_def_dark_pegasus	False	True		110	410	False	vo_culture_None	False	wh_main_vo_actor_Empire_Infantry	0	True	False	0	False	False
wh_main_emp_smiths_2	0	melee_infantry	2	False	emp_sigmar_war	60	0	1450	wh_main_shp_transport	1	1	60	0	2030			emp_sigmar_war	464	medium		False	False	0	18	0	False		wh_main_vo_culture_Empire	wh_dlc04_emp_flagelllents	wh_dlc04_emp_flagelllents	3	False	emp_soldier_15_degrees		False	True		1000	0	False	vo_culture_None	False	wh_main_vo_actor_Empire_WarriorPriest	0	True	False	0	False	False
wh_main_emp_smiths_2	0	missile_infantry	3	False	emp_witch_squad	12	0	1500	wh_main_shp_transport	1	1	12	0	2100			emp_witch_squad	480	medium		False	False	0	19	0	False		wh_main_vo_culture_Empire	missile_infantry_bow	missile_infantry_bow	3	True	emp_soldier_15_degrees	wh2_main_cam_mnt_def_dark_steed	False	True		105	420	False	vo_culture_None	False	wh_main_vo_actor_Empire_WitchHunter	0	True	False	0	False	False
	0	missile_infantry	2	False	emp_nuln_ironsides	60	0	1200	wh_main_shp_transport	1	1	60	0	1680			emp_nuln_ironsides	384	medium		False	False	0	17	0	False		wh_main_vo_culture_Empire	missile_infantry_rifle	missile_infantry_rifle	3	False	emp_soldier_30_degrees	wh2_main_cam_mnt_def_cold_one	False	True		240	620	False	vo_culture_None	False	wh_main_vo_actor_Empire_Infantry	0	True	False	0	False	False
wh_main_emp_smiths_1	0	melee_cavalry	2	False	emp_knights_panther	60	0	1350	wh_main_shp_transport	1	1	60	0	1890			emp_knights_panther	432	heavy		False	False	0	16	0	False		wh_main_vo_culture_Empire	cavalry	cavalry	4	False	emp_reiksguard	wh2_main_cam_mnt_def_black_dragon	False	True		1300	0	False	vo_culture_None	False	wh_main_vo_actor_Empire_Mounted	0	True	False	0	False	False
	0	melee_infantry	2	False	grn_savage_big_great	45	0	1400	wh_main_shp_transport	1	1	45	0	1960			grn_savage_big_great	448	heavy		False	False	0	24	0	False		wh_main_vo_culture_Orc	infantry_hammer_great	infantry_hammer_great	3	True	grn_orc_30_degrees	wh2_main_cam_mnt_def_dark_pegasus	False	True		1100	0	False	vo_culture_None	False	wh_main_vo_actor_Orc_Infantry	0	True	False	0	False	False
	0	melee_infantry	2	False	grn_black_orc_shields	80	0	1425	wh_main_shp_transport	1	1	80	0	1995			grn_black_orc_shields	456	heavy		False	False	0	21	0	False		wh_main_vo_culture_Orc	infantry_sword	infantry_sword	4	False	grn_orc_30_degrees		False	True		1200	0	False	vo_culture_None	False	wh_main_vo_actor_Orc_Infantry	0	True	False	0	False	False
	1	melee_infantry	4	False	grn_black_orc_boss	40	1	2400	wh_main_shp_transport	1	1	40	0	3360			grn_black_orc_boss	768	heavy		False	False	0	20	0	False		wh_main_vo_culture_Orc	infantry_axe_great	infantry_axe_great	5	True	grn_orc_30_degrees		False	True		1500	0	False	vo_culture_None	False	wh_main_vo_actor_Orc_Infantry	0	True	False	1	False	False
	0	melee_infantry	1	False	grn_forest_spear	200	0	425	wh_main_shp_transport	1	1	200	0	595			grn_forest_spear	136	light		False	False	0	22	0	False		wh_main_vo_culture_Goblin	infantry_spear	infantry_spear	1	False	grn_goblin_45_degrees	wh2_main_cam_mnt_def_cold_one	False	True		400	0	False	vo_culture_None	False	wh_main_vo_actor_Goblin_Infantry	0	True	False	0	False	False
