building_level_armed_citizenry_junctions_tables
1
building_level	id	unknown3	unit_group
wh2_main_special_settlement_hellpit_other_5	1000200420	0	wh2_main_hef_inf_white_lions_of_thrace_0
wh_main_brt_outpostnorsca_major_2	1000228109	0	wh_dlc07_brt_inf_spearmen_at_arms_1
wh2_main_special_settlement_altdorf_skv_3	1000498266	0	wh2_main_skv_cha_warlock_engineer
wh_main_nor_outpost_major_human_3	1000634392	0	wh_main_nor_cav_marauder_horsemen_1
wh2_main_special_settlement_lahmia_lzd_1	1000682591	0	wh2_main_lzd_inf_skink_cohort_0
wh2_main_rogue_settlement_major_coast_3	1000698493	0	wh_main_chs_mon_chaos_warhounds_1
wh2_main_rogue_settlement_major_2	1000734262	0	wh2_main_hef_cav_ellyrian_reavers_0
wh2_main_rogue_settlement_minor_2	1001094629	0	wh2_main_skv_mon_hell_pit_abomination
wh2_main_rogue_settlement_major_coast_2	1001327467	0	wh_main_brt_inf_men_at_arms
wh2_main_rogue_outpostnorsca_minor_2	1001493343	0	wh_main_grn_inf_black_orcs
wh2_main_special_settlement_couronne_skv_1	1001855319	0	wh2_main_skv_inf_clanrats_0
wh2_main_rogue_settlement_major_3	1001978980	0	wh2_main_def_cav_cold_one_knights_1
wh2_main_rogue_outpostnorsca_minor_2	1002277951	0	wh_main_chs_cav_marauder_horsemen_0
wh2_main_rogue_outpostnorsca_major_3	1002339967	0	wh_main_dwf_inf_hammerers
wh_main_emp_settlement_minor_3	1002412939	0	wh_main_emp_cha_captain_0
wh2_main_special_settlement_lothern_lzd_3	1003048394	0	wh2_main_lzd_inf_skink_cohort_1
wh_main_nor_outpost_minor_human_3_coast	1003622890	0	wh_main_nor_mon_chaos_warhounds_1
wh2_main_special_settlement_skavenblight_3	1003643671	0	wh2_main_skv_inf_clanrats_1
wh2_main_special_settlement_khemri_lzd_5	1003899890	0	wh2_main_lzd_inf_skink_cohort_1
wh2_main_special_settlement_khemri_grn_1	1003906625	0	wh_main_grn_inf_goblin_spearmen
wh2_main_special_settlement_hellpit_1	1004362203	0	wh2_main_skv_inf_night_runners_1
wh2_main_rogue_settlement_major_1	1004595399	0	wh_main_emp_art_helstorm_rocket_battery
wh2_main_rogue_outpostnorsca_major_coast_2	100479792	0	wh_main_vmp_mon_crypt_horrors
wh_main_brt_outpostnorsca_major_5_coast	1005429911	0	wh_dlc07_brt_inf_men_at_arms_1
wh2_main_rogue_outpostnorsca_major_coast_3	1005466470	0	wh_main_emp_cav_outriders_0
wh2_main_def_outpostnorsca_major_2	1005937045	0	wh2_main_def_inf_dreadspears_0
wh2_main_special_settlement_khemri_lzd_5	1006275954	0	wh2_main_lzd_mon_kroxigors
wh2_main_special_settlement_hellpit_other_3	1006699762	0	wh_main_nor_inf_chaos_marauders_1
wh2_main_hef_outpostnorsca_major_4_coast	1007091710	0	wh2_main_hef_inf_lothern_sea_guard_1
wh2_main_special_settlement_colony_minor_other_3	1007176559	0	wh_main_grn_inf_orc_big_uns
wh2_main_special_anlec_citadel_def	1007567244	0	wh2_main_def_inf_shades_2
wh2_main_rogue_settlement_minor_coast_2	1007597951	0	wh_dlc06_grn_inf_squig_herd_0
wh2_main_rogue_outpostnorsca_minor_coast_3	1007662668	0	wh_dlc06_grn_cav_squig_hoppers_0
wh2_main_rogue_outpostnorsca_major_3	1007686753	0	wh_main_brt_cav_pegasus_knights
wh2_main_hef_outpostnorsca_major_4_coast	1007936537	0	wh2_main_hef_inf_white_lions_of_thrace_0
wh_main_special_settlement_couronne_3_brt	1008730448	0	wh_dlc07_brt_inf_men_at_arms_2
wh2_main_rogue_settlement_major_coast_2	1009056330	0	wh_main_chs_mon_chaos_warhounds_1
wh2_main_special_settlement_colony_major_other_2	1009105248	0	wh_main_emp_inf_spearmen_1
wh2_main_rogue_settlement_major_coast_2	1009205529	0	wh2_main_skv_inf_gutter_runner_slingers_1
wh2_main_special_settlement_hexoatl_def_5	1009427018	0	wh2_main_def_inf_darkshards_1
wh2_main_special_settlement_colony_minor_hef_3	1009457548	0	wh2_main_hef_inf_lothern_sea_guard_1
wh2_main_def_outpostnorsca_major_3	1010217149	0	wh2_main_def_inf_dreadspears_0
