audio_melee_hit_types_tables
0
unknown0	unknown1	unknown2	unknown3
melee_weapon_axe	melee_weapon_axe	False	False
melee_weapon_axe_huge	melee_weapon_axe_huge	True	True
melee_weapon_axe_medium	melee_weapon_axe_medium	False	True
melee_weapon_bonebreaker_drill	melee_weapon_bonebreaker_drill	False	True
melee_weapon_claw	melee_weapon_claw	False	False
melee_weapon_club	melee_weapon_club	False	False
melee_weapon_club_huge	melee_weapon_club_huge	True	True
melee_weapon_club_medium	melee_weapon_club_medium	False	True
melee_weapon_dagger	melee_weapon_dagger	False	False
melee_weapon_drakegun	melee_weapon_drakegun	False	False
melee_weapon_flail	melee_weapon_flail	False	False
melee_weapon_halberd	melee_weapon_halberd	False	False
melee_weapon_hammer	melee_weapon_hammer	False	False
melee_weapon_lance	melee_weapon_lance	False	False
melee_weapon_medium_metal_fist	melee_weapon_medium_metal_fist	False	True
melee_weapon_rat_ogre_drill	melee_weapon_rat_ogre_drill	False	True
melee_weapon_spear	melee_weapon_spear	False	False
melee_weapon_spear_huge	melee_weapon_spear_huge	True	True
melee_weapon_spear_medium	melee_weapon_spear_medium	False	True
melee_weapon_staff	melee_weapon_staff	False	False
melee_weapon_sword	melee_weapon_sword	False	False
melee_weapon_sword_claws	melee_weapon_sword_claws	False	True
melee_weapon_sword_huge	melee_weapon_sword_huge	True	True
melee_weapon_sword_medium	melee_weapon_sword_medium	True	True
melee_weapon_unarmed	melee_weapon_unarmed	False	False
melee_weapon_warpfiregun	melee_weapon_drakegun	False	False
shield_metal	shield_metal	False	False
shield_wood	shield_wood	False	False
unique_action_body_impact	unique_action_body_impact	True	True
unique_action_bonebreaker_drill	unique_action_large_bite	False	True
unique_action_claw	unique_action_claw	False	True
unique_action_dragon_impact	unique_action_dragon_impact	False	True
unique_action_headbutt	unique_action_headbutt	False	True
unique_action_kick	unique_action_kick	False	True
unique_action_large_bite	unique_action_large_bite	False	True
unique_action_medium_bite	unique_action_medium_bite	False	True
unique_action_punch	unique_action_punch	False	True
