audio_group_sound_assignments_tables
1
unknown0	unknown1	unknown2	unknown3
wh2_cold_one	wh_grp_vocalisation_cold_one_pain	burning	
wh2_cold_one	wh_grp_vocalisation_cold_one_charge	charge	
wh2_cold_one	wh_grp_vocalisation_cold_one_melee	fighting	
wh2_cold_one	wh_grp_vocalisation_cold_one_idle	idle	
wh2_cold_one	wh_grp_vocalisation_cold_one_pain	injured	
wh2_cold_one	wh_grp_vocalisation_cold_one_running	moving	
wh2_cold_one	wh_grp_vocalisation_cold_one_unit_response	response	
wh2_cold_one	wh_grp_vocalisation_cold_one_unit_response	resurrecting	
wh2_cold_one	wh_grp_vocalisation_cold_one_unit_response	selection	
wh2_def_elf_female_default	wh2_grp_vocalisation_witchelves_female_charge	charge	
wh2_def_elf_female_default	wh2_grp_vocalisation_witchelves_female_melee	cheering	
wh2_def_elf_female_default	wh2_grp_vocalisation_witchelves_female_melee	encouragement	
wh2_def_elf_female_default	wh2_grp_vocalisation_witchelves_female_melee	fighting	
wh2_def_elf_female_default	wh2_grp_vocalisation_witchelves_female_pain	injured	
wh2_def_elf_female_default	wh2_grp_vocalisation_witchelves_female_unit_response	response	
wh2_def_elf_female_default	wh2_grp_vocalisation_witchelves_female_unit_selection	selection	
wh2_def_elf_female_default	wh2_grp_vocalisation_witchelves_female_taunt	taunt	
wh2_def_elf_female_default	wh2_grp_vocalisation_witchelves_female_taunting	taunting	
wh2_def_elf_male_default	wh2_grp_vocalisation_darkelves_male_charge	charge	
wh2_def_elf_male_default	wh2_grp_vocalisation_darkelves_male_melee	cheering	
wh2_def_elf_male_default	wh2_grp_vocalisation_darkelves_male_melee	encouragement	
wh2_def_elf_male_default	wh2_grp_vocalisation_darkelves_male_melee	fighting	
wh2_def_elf_male_default	wh2_grp_vocalisation_darkelves_male_pain	injured	
wh2_def_elf_male_default	wh2_grp_vocalisation_darkelves_male_unit_response	response	
wh2_def_elf_male_default	wh2_grp_vocalisation_darkelves_male_unit_selection	selection	
wh2_def_elf_male_default	wh2_grp_vocalisation_darkelves_male_taunt	taunt	
wh2_def_elf_male_default	wh2_grp_vocalisation_darkelves_male_taunting	taunting	
wh2_hef_elf_female_default	wh2_grp_vocalisation_witchelves_female_charge	charge	
