audio_entity_actors_tables
0
unknown0	unknown1	unknown2
Generic_Actor_Elf_Female_Dark_Default	wh2_def_elf_female_default	9
Generic_Actor_Elf_Male_Dark_Default	wh2_def_elf_male_default	10
Generic_Actor_Elf_Female_High_Default	wh2_hef_elf_female_default	4
Generic_Actor_Elf_Male_High_Default	wh2_hef_elf_male_default	12
Generic_Actor_Rat_Ogre	wh2_rat_ogre	3
Generic_Actor_Saurus	wh2_saurus	2
Generic_Actor_Skaven	wh2_skaven	7
Generic_Actor_Skaven_Assassin	wh2_skaven_assassin	2
Generic_Actor_Skaven_Grey_Seer	wh2_skaven_grey_seer	2
Generic_Actor_Skaven_Plague_Priests	wh2_skaven_plague_priests	2
Generic_Actor_Skaven_Warlock	wh2_skaven_warlock	2
Generic_Actor_Skaven_Warlord	wh2_skaven_warlord	2
Generic_Actor_Skinks	wh2_skinks	5
Generic_Actor_Slann	wh2_slann	2
Generic_Actor_Chaos_Default	wh_chaos_default	2
Generic_Actor_Chaos_Marauder	wh_chaos_marauder	5
Generic_Actor_Dwarf_Default	wh_dwarf_default	3
Generic_Actor_Dwarf_Runesmith	wh_dwarf_runesmith	2
Generic_Actor_Elf_Female_WoodElves	wh_elf_female	2
Generic_Actor_Elf_Male_WoodElves	wh_elf_male	5
Generic_Actor_Goblin	wh_goblin	5
Generic_Actor_Human_Female	wh_human_female	2
Generic_Actor_Human_Male	wh_human_male	16
Generic_Actor_Necromancer_Male	wh_necromancer_male	3
Generic_Actor_Orc	wh_orc	5
Generic_Actor_Vampire_Female	wh_vampire_female	2
Generic_Actor_Vampire_Male	wh_vampire_male	2
Generic_Actor_Zombie	wh_zombie	5
