cdir_events_incident_option_junctions_tables
2
id	unknown2	incident_key	option_key	value
13700	0	zar_sk_incident_tunnel_scout	VAR_CHANCE	5
13701	0	zar_sk_incident_tunnel_scout	GEN_TARGET_NONE	
13702	0	zar_sk_incident_tunnel_scout	CND_FACTION	wh2_main_skv_clan_mors
13703	0	zar_sk_incident_tunnel_scout	CND_FIRST_ROUND	10
13704	0	zar_sk_incident_tunnel_scout	CND_ROUNDS_UNTIL_NEXT	40
13705	0	zar_sk_incident_tunnel_scout	CND_FACTION	wh2_main_skv_clan_pestilens
13706	0	zar_sk_incident_tunnel_scout	CND_HAS_AGENT	spy
13710	0	zar_sk_incident_prospector	VAR_CHANCE	5
13711	0	zar_sk_incident_prospector	GEN_TARGET_NONE	
13712	0	zar_sk_incident_prospector	CND_FACTION	wh2_main_skv_clan_mors
13713	0	zar_sk_incident_prospector	CND_FIRST_ROUND	10
13714	0	zar_sk_incident_prospector	CND_ROUNDS_UNTIL_NEXT	40
13715	0	zar_sk_incident_prospector	CND_FACTION	wh2_main_skv_clan_pestilens
13716	0	zar_sk_incident_prospector	CND_HAS_AGENT	engineer
13720	0	zar_sk_incident_warpstone_explosion	VAR_CHANCE	5
13721	0	zar_sk_incident_warpstone_explosion	GEN_CND_OWNS	
13722	0	zar_sk_incident_warpstone_explosion	CND_FACTION	wh2_main_skv_clan_pestilens
13723	0	zar_sk_incident_warpstone_explosion	CND_FIRST_ROUND	10
13724	0	zar_sk_incident_warpstone_explosion	CND_ROUNDS_UNTIL_NEXT	20
13725	0	zar_sk_incident_warpstone_explosion	GEN_TARGET_REGION	
13726	0	zar_sk_incident_warpstone_explosion	GEN_CND_REGION_BUILDING_CHAIN	wh2_main_skv_energy
13727	0	zar_sk_incident_warpstone_explosion	CND_FACTION	wh2_main_skv_clan_mors
13730	0	zar_sk_incident_skaven_raid_1	VAR_CHANCE	20
13731	0	zar_sk_incident_skaven_raid_1	GEN_CND_OWNS	
13732	0	zar_sk_incident_skaven_raid_1	GEN_CND_NOT_SUBCULTURE	wh2_main_sc_skv_skaven
13733	0	zar_sk_incident_skaven_raid_1	CND_FIRST_ROUND	10
13734	0	zar_sk_incident_skaven_raid_1	CND_ROUNDS_UNTIL_NEXT	10
13735	0	zar_sk_incident_skaven_raid_1	GEN_TARGET_REGION	
13736	0	zar_sk_incident_skaven_raid_1	GEN_CND_REGION_HAS_EFFECT_BUNDLE	zar_sk_region_skaven_lair
13740	0	zar_sk_incident_skaven_raid_2	VAR_CHANCE	10
13741	0	zar_sk_incident_skaven_raid_2	GEN_CND_OWNS	
13742	0	zar_sk_incident_skaven_raid_2	GEN_CND_NOT_SUBCULTURE	wh2_main_sc_skv_skaven
13743	0	zar_sk_incident_skaven_raid_2	CND_FIRST_ROUND	20
13744	0	zar_sk_incident_skaven_raid_2	CND_ROUNDS_UNTIL_NEXT	10
13745	0	zar_sk_incident_skaven_raid_2	GEN_TARGET_REGION	
13746	0	zar_sk_incident_skaven_raid_2	GEN_CND_REGION_HAS_EFFECT_BUNDLE	zar_sk_region_skaven_lair
13747	0	zar_sk_incident_skaven_raid_2	CND_AT_WAR_SUBCULTURE	wh2_main_sc_skv_skaven
13737	0	zar_sk_incident_skaven_raid_1	GEN_CND_NOT_REGION_HAS_EFFECT_BUNDLE	zar_sk_payload_sewer_patrol
13748	0	zar_sk_incident_skaven_raid_2	GEN_CND_NOT_REGION_HAS_EFFECT_BUNDLE	zar_sk_payload_sewer_patrol
13760	0	zar_sk_incident_skaven_raid_3	VAR_CHANCE	10
13761	0	zar_sk_incident_skaven_raid_3	GEN_CND_OWNS	
13762	0	zar_sk_incident_skaven_raid_3	GEN_CND_NOT_SUBCULTURE	wh2_main_sc_skv_skaven
13763	0	zar_sk_incident_skaven_raid_3	CND_FIRST_ROUND	30
13764	0	zar_sk_incident_skaven_raid_3	CND_ROUNDS_UNTIL_NEXT	20
13765	0	zar_sk_incident_skaven_raid_3	GEN_TARGET_REGION	
13766	0	zar_sk_incident_skaven_raid_3	GEN_CND_REGION_HAS_EFFECT_BUNDLE	zar_sk_region_skaven_lair
13767	0	zar_sk_incident_skaven_raid_3	CND_AT_WAR_SUBCULTURE	wh2_main_sc_skv_skaven
13768	0	zar_sk_incident_skaven_raid_3	GEN_CND_NOT_REGION_HAS_EFFECT_BUNDLE	zar_sk_payload_sewer_patrol
13769	0	zar_sk_incident_skaven_raid_3	GEN_CND_REGION_NOT_REBELLION	
13770	0	zar_sk_incident_skaven_raid_3	GEN_CND_NOT_REGION_HAS_EFFECT_BUNDLE	zar_sk_payload_skaven_raid_2
13738	0	zar_sk_incident_skaven_raid_1	GEN_CND_NOT_REGION_HAS_EFFECT_BUNDLE	zar_sk_payload_skaven_raid_2
13739	0	zar_sk_incident_skaven_raid_1	GEN_CND_NOT_REGION_HAS_EFFECT_BUNDLE	zar_sk_payload_skaven_raid_3
13749	0	zar_sk_incident_skaven_raid_2	GEN_CND_NOT_REGION_HAS_EFFECT_BUNDLE	zar_sk_payload_skaven_food_theft
13750	0	zar_sk_incident_skaven_raid_2	GEN_CND_NOT_REGION_HAS_EFFECT_BUNDLE	zar_sk_payload_skaven_raid_3
13771	0	zar_sk_incident_skaven_raid_3	GEN_CND_NOT_REGION_HAS_EFFECT_BUNDLE	zar_sk_payload_skaven_food_theft
13751	0	zar_sk_incident_skaven_raid_2	GEN_CND_REGION_NOT_REBELLION	
13780	0	zar_sk_incident_the_skaven_lairs	VAR_CHANCE	100
13781	0	zar_sk_incident_the_skaven_lairs	GEN_CND_OWNS	
13783	0	zar_sk_incident_the_skaven_lairs	CND_FIRST_ROUND	1
13784	0	zar_sk_incident_the_skaven_lairs	CND_UNIQUE	
13785	0	zar_sk_incident_the_skaven_lairs	GEN_TARGET_REGION	
13786	0	zar_sk_incident_the_skaven_lairs	GEN_CND_REGION_HAS_EFFECT_BUNDLE	zar_sk_region_skaven_lair
23449	0	wh_main_incident_emp_something_from_the_sewers	VAR_CHANCE	0
13800	0	zar_sk_incident_vermintide_heroes	VAR_CHANCE	25
13801	0	zar_sk_incident_vermintide_heroes	GEN_CND_OWNS	
13802	0	zar_sk_incident_vermintide_heroes	GEN_CND_NOT_CULTURE	wh2_main_skv_skaven
13803	0	zar_sk_incident_vermintide_heroes	CND_FIRST_ROUND	30
13804	0	zar_sk_incident_vermintide_heroes	CND_UNIQUE	
13805	0	zar_sk_incident_vermintide_heroes	GEN_TARGET_REGION	
13806	0	zar_sk_incident_vermintide_heroes	GEN_CND_REGION_HAS_EFFECT_BUNDLE	zar_sk_payload_skaven_raid_3
13807	0	zar_sk_incident_vermintide_heroes	GEN_CND_NOT_CULTURE	wh2_main_def_dark_elves
13808	0	zar_sk_incident_vermintide_heroes	GEN_CND_NOT_CULTURE	wh2_main_lzd_lizardmen
13809	0	zar_sk_incident_vermintide_heroes	GEN_CND_NOT_CULTURE	wh2_main_rogue
13810	0	zar_sk_incident_vermintide_heroes	GEN_CND_NOT_CULTURE	wh_dlc05_wef_wood_elves
13811	0	zar_sk_incident_vermintide_heroes	GEN_CND_NOT_CULTURE	wh_main_chs_chaos
13812	0	zar_sk_incident_vermintide_heroes	GEN_CND_NOT_CULTURE	wh_main_grn_greenskins
13813	0	zar_sk_incident_vermintide_heroes	GEN_CND_NOT_CULTURE	wh_main_vmp_vampire_counts
13820	0	zar_sk_incident_bad_food	VAR_CHANCE	5
13831	0	zar_sk_incident_bad_food	GEN_TARGET_NONE	
13842	0	zar_sk_incident_bad_food	CND_FACTION	wh2_main_skv_clan_mors
13823	0	zar_sk_incident_bad_food	CND_FIRST_ROUND	40
13824	0	zar_sk_incident_bad_food	CND_ROUNDS_UNTIL_NEXT	20
13825	0	zar_sk_incident_bad_food	CND_FACTION	wh2_main_skv_clan_pestilens
137301	0	zar_sk_incident_skaven_raid_1p	VAR_CHANCE	10
137311	0	zar_sk_incident_skaven_raid_1p	GEN_CND_OWNS	
137321	0	zar_sk_incident_skaven_raid_1p	GEN_CND_NOT_SUBCULTURE	wh2_main_sc_skv_skaven
137331	0	zar_sk_incident_skaven_raid_1p	CND_FIRST_ROUND	10
137341	0	zar_sk_incident_skaven_raid_1p	CND_ROUNDS_UNTIL_NEXT	10
137351	0	zar_sk_incident_skaven_raid_1p	GEN_TARGET_REGION	
137361	0	zar_sk_incident_skaven_raid_1p	GEN_CND_REGION_HAS_EFFECT_BUNDLE	zar_sk_region_skaven_lair
137401	0	zar_sk_incident_skaven_raid_2p	VAR_CHANCE	5
137411	0	zar_sk_incident_skaven_raid_2p	GEN_CND_OWNS	
137421	0	zar_sk_incident_skaven_raid_2p	GEN_CND_NOT_SUBCULTURE	wh2_main_sc_skv_skaven
137431	0	zar_sk_incident_skaven_raid_2p	CND_FIRST_ROUND	20
137441	0	zar_sk_incident_skaven_raid_2p	CND_ROUNDS_UNTIL_NEXT	10
137451	0	zar_sk_incident_skaven_raid_2p	GEN_TARGET_REGION	
137461	0	zar_sk_incident_skaven_raid_2p	GEN_CND_REGION_HAS_EFFECT_BUNDLE	zar_sk_region_skaven_lair
137471	0	zar_sk_incident_skaven_raid_2p	CND_AT_WAR_SUBCULTURE	wh2_main_sc_skv_skaven
137371	0	zar_sk_incident_skaven_raid_1p	GEN_CND_REGION_HAS_EFFECT_BUNDLE	zar_sk_payload_sewer_patrol
