cdir_events_incident_option_junctions_tables
2
id	unknown2	incident_key	option_key	value
10001	0	wh_twh_incident_nordland_pleased	VAR_CHANCE	100
10002	0	wh_twh_incident_nordland_pleased	GEN_TARGET_FACTION	
10003	0	wh_twh_incident_nordland_pleased	GEN_CND_FACTION	wh_main_emp_nordland
10004	0	wh_twh_incident_nordland_pleased	GEN_CND_DIPLOMACY_AVAILABLE	
10010	0	wh_twh_incident_nordland_angry	VAR_CHANCE	100
10012	0	wh_twh_incident_nordland_angry	GEN_TARGET_FACTION	
10013	0	wh_twh_incident_nordland_angry	GEN_CND_FACTION	wh_main_emp_nordland
10014	0	wh_twh_incident_nordland_angry	GEN_CND_DIPLOMACY_AVAILABLE	
10020	0	wh_twh_incident_marienburg_angry	VAR_CHANCE	100
10022	0	wh_twh_incident_marienburg_angry	GEN_TARGET_FACTION	
10023	0	wh_twh_incident_marienburg_angry	GEN_CND_FACTION	wh_main_emp_marienburg
10024	0	wh_twh_incident_marienburg_angry	GEN_CND_DIPLOMACY_AVAILABLE	
10030	0	wh_twh_incident_state_of_the_empire	VAR_CHANCE	100
10032	0	wh_twh_incident_state_of_the_empire	GEN_TARGET_NONE	
10033	0	wh_twh_incident_state_of_the_empire	CND_FACTION	wh_main_emp_empire
10034	0	wh_twh_incident_state_of_the_empire	CND_FIRST_ROUND	1
10035	0	wh_twh_incident_state_of_the_empire	CND_UNIQUE	
10040	0	wh_twh_emp_incident_for_sigmar	VAR_CHANCE	10
10042	0	wh_twh_emp_incident_for_sigmar	GEN_TARGET_NONE	
10043	0	wh_twh_emp_incident_for_sigmar	CND_FACTION	wh_main_emp_empire
10044	0	wh_twh_emp_incident_for_sigmar	CND_FIRST_ROUND	40
10045	0	wh_twh_emp_incident_for_sigmar	CND_CAN_RECRUIT_UNIT	wh_dlc04_emp_inf_flagellants_0
10046	0	wh_twh_emp_incident_for_sigmar	CND_ROUNDS_UNTIL_NEXT	20
10047	0	wh_twh_emp_incident_for_sigmar	CND_AT_WAR_SUBCULTURE	wh_main_sc_chs_chaos
10051	0	wh_twh_emp_incident_refugees	GEN_TARGET_REGION	
10052	0	wh_twh_emp_incident_refugees	GEN_CND_OWNS	
10053	0	wh_twh_emp_incident_refugees	VAR_CHANCE	100
10054	0	wh_twh_emp_incident_refugees	GEN_CND_NOT_REGION	wh_main_yn_edri_eternos_the_oak_of_ages
10048	0	wh_twh_emp_incident_for_sigmar	GEN_CND_OWNS	
