main_units_tables
35
additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	prestige	recruitment_cost	recruitement_movie	religion_requirement	unit	upkeep_cost	weight	resource_requirement	world_leader_only	can_trade	special_edition_mask	unique_index	unknown25	in_encyclopedia	region_unit_resource_requirement	audio_voiceover_culture	ui_unit_group_land	ui_unit_group_naval	tier	is_high_thread	porthole_camera	mount	use_hitpoints_in_campaign	unit_scaling	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	restrict_xp_gain_in_campaign	audio_voiceover_actor_group	food_cost	has_spoken_vo	is_monstrous	multiplayer_qb_cap	vo_is_dragon	vo_is_dinosaur
	0	missile_infantry	1	False	brt_crossbow	100	0	515	wh_main_shp_transport	1	1	200	0	721			brt_crossbow	165	light		False	False	0	1	0	True		wh_main_vo_culture_Bretonnian	missile_infantry_bow	missile_infantry_bow	2	False	emp_soldier_15_degrees		False	True		110	400	False	vo_culture_None	False	wh_main_vo_actor_Bretonnian_Infantry	0	True	False	0	False	False
	0	melee_infantry	1	False	brt_macemen	150	0	460	wh_main_shp_transport	1	1	200	0	644			brt_macemen	147	medium		False	False	0	2	0	True		wh_main_vo_culture_Bretonnian	wh_dlc04_emp_flagelllents	wh_dlc04_emp_flagelllents	3	False	emp_soldier_15_degrees		False	True		525	0	False	vo_culture_None	False	wh_main_vo_actor_Bretonnian_Infantry	0	True	False	0	False	False
	1	melee_infantry	4	False	brt_tournament	13	1	1600	wh_main_shp_transport	1	1	13	0	2240			brt_tournament	512	medium		False	False	0	3	0	True		wh_main_vo_culture_Bretonnian	infantry_sword	infantry_sword	3	False	emp_soldier_15_degrees		False	True		725	0	False	vo_culture_None	False	wh_main_vo_actor_Bretonnian_Paladin	0	True	False	1	False	False
	0	melee_infantry	2	False	bst_Khorngor	120	0	1425	wh_main_shp_transport	1	1	120	0	1995			bst_Khorngor	200	heavy		False	False	0	4	0	True		wh_dlc03_vo_culture_Beastmen	infantry_axe	infantry_axe	3	False	bst_gor_15		False	True		1150	0	False	vo_None	False	wh_dlc03_vo_actor_Beastmen_Gor	0	True	False	0	False	False
	0	melee_infantry	2	False	bst_Pestigor	120	0	1425	wh_main_shp_transport	1	1	120	0	1995			bst_Pestigor	200	heavy		False	False	8	5	0	True		wh_dlc03_vo_culture_Beastmen	infantry_axe	infantry_axe	3	False	bst_gor_15		False	True		1150	0	False	vo_None	False	wh_dlc03_vo_actor_Beastmen_Gor	0	True	False	0	False	False
	0	melee_infantry	2	False	bst_Slaangor	120	0	1425	wh_main_shp_transport	1	1	120	0	1995			bst_Slaangor	200	heavy		False	False	0	6	0	True		wh_dlc03_vo_culture_Beastmen	infantry_axe_great	infantry_axe_great	3	False	bst_gor_15		False	True		1150	0	False	vo_None	False	wh_dlc03_vo_actor_Beastmen_Gor	0	True	False	0	False	False
	0	melee_infantry	2	False	bst_Tzaangor	120	0	1425	wh_main_shp_transport	1	1	120	0	1995			bst_Tzaangor	200	heavy		False	False	0	7	0	True		wh_dlc03_vo_culture_Beastmen	infantry_sword	infantry_sword	3	False	bst_gor_15		False	True		1150	0	False	vo_None	False	wh_dlc03_vo_actor_Beastmen_Gor	0	True	False	0	False	False
	0	monster	3	False	chs_chaos_dragon	1	0	2625	wh_main_shp_transport	1	1	1	0	3675			chs_chaos_dragon	420	super_heavy		False	False	0	8	0	False		wh_dlc08_vo_culture_frost_wyrm	dragon	dragon	5	True	wef_forest_dragon		True	False		2000	0	True	vo_culture_None	False	wh_main_vo_actor_default	0	True	False	0	False	False
	0	melee_infantry	2	False	chs_marauder_mutant	24	0	2000	wh_main_shp_transport	1	1	80	0	2800			chs_marauder_mutant	320	heavy		False	False	0	9	0	False		wh_main_vo_culture_Chaos	infantry_sword	infantry_sword_great	4	False	chaos_warrior_30_degrees	wh2_main_cam_mnt_def_cauldron_of_blood	False	True		1200	0	False	vo_culture_None	False	wh_main_vo_actor_Chaos_MarauderChieftain	0	True	False	0	False	False
	0	melee_infantry	2	False	chs_zelot	6	0	1800	wh_main_shp_transport	1	1	80	0	2520			chs_zelot	288	medium		False	False	0	10	0	False		wh_main_vo_culture_Chaos	infantry_sword	infantry_sword_great	4	False	chaos_warrior_30_degrees		False	True		1200	0	False	vo_culture_None	False	wh_main_vo_actor_Chaos_Sorcerer	0	True	False	0	False	False
