autoresolver_modifier_group_to_modifiers_tables
0
unknown0	unknown1	unknown2	unknown3	unknown4	unknown5
wh_difficulty_kps_multiplier_penalty_legendary	1072595576	0	unit_missile_kps_multiplier	all_classes	-0.15
wh_spell_strong_kps_multiplier_bonus	1072967836	0	unit_melee_kps_multiplier	all_classes	0.17
wh_spell_small_kps_multiplier_bonus	1075512102	0	unit_missile_kps_multiplier	all_classes	0.04
wh_spell_small_kps_multiplier_bonus	1175877171	0	unit_melee_kps_multiplier	all_classes	0.04
wh_global_ranged_kps_penalty	119236092	0	unit_missile_kps_multiplier	cav_mis	0
wh_global_cavalry_melee_kps_multiplier_bonus	1215071991	0	unit_melee_kps_multiplier	cav_shk	2
wh_global_ranged_kps_penalty	1281147141	0	unit_missile_kps_multiplier	inf_mis	0
wh_difficulty_kps_multiplier_penalty_normal	1299195604	0	unit_melee_kps_multiplier	all_classes	-0.05
wh_spell_small_kps_multiplier_penalty	1306923909	0	unit_missile_kps_multiplier	all_classes	-0.04
wh_difficulty_kps_multiplier_penalty_vhard	1366036531	0	unit_missile_kps_multiplier	all_classes	-0.1
wh_difficulty_kps_multiplier_penalty_easy	1470584051	0	unit_missile_kps_multiplier	all_classes	-0.01
wh_difficulty_kps_multiplier_penalty_hard	1526123797	0	unit_melee_kps_multiplier	all_classes	-0.07500001
wh_difficulty_kps_multiplier_penalty_normal	1595365670	0	unit_missile_kps_multiplier	all_classes	-0.05
wh_strong_kps_multiplier_bonus	1637985067	0	unit_melee_kps_multiplier	all_classes	0.15
wh_global_cavalry_melee_kps_multiplier_bonus	1694349735	0	unit_melee_kps_multiplier	cav_mel	1.75
wh_spell_moderate_kps_multiplier_bonus	1719963559	0	unit_melee_kps_multiplier	all_classes	0.09
wh_general_lvl_kps_multiplier_bonus	1787125542	0	unit_missile_kps_multiplier	all_classes	0.02
wh_difficulty_kps_multiplier_penalty_legendary	1811738824	0	unit_melee_kps_multiplier	all_classes	-0.15
wh_difficulty_kps_multiplier_penalty_easy	1813361064	0	unit_melee_kps_multiplier	all_classes	-0.01
wh_settlement_human_v_ai_penalty	184685109	0	unit_missile_kps_multiplier	all_classes	-0.15
wh_spell_small_kps_multiplier_penalty	187172552	0	unit_melee_kps_multiplier	all_classes	-0.04
wh_general_lvl_kps_multiplier_bonus	188319122	0	unit_melee_kps_multiplier	all_classes	0.02
wh_strong_ranged_kps_multiplier_penalty	1922000801	0	unit_missile_kps_multiplier	all_classes	-0.25
wh_spell_strong_kps_multiplier_penalty	1952823546	0	unit_melee_kps_multiplier	all_classes	-0.17
wh_spell_moderate_kps_multiplier_bonus	2035332808	0	unit_missile_kps_multiplier	all_classes	0.09
wh_spell_moderate_kps_multiplier_penalty	2041939794	0	unit_missile_kps_multiplier	all_classes	-0.08000001
wh_no_retreat	2058235273	0	unit_retreat_mod	all_classes	-1
wh_strong_kps_multiplier_bonus	255398935	0	unit_missile_kps_multiplier	all_classes	0.15
wh_moderate_kps_multiplier_bonus	282969177	0	unit_missile_kps_multiplier	all_classes	0.07500001
wh_siege_eq_multiplier_bonus	392351497	0	unit_melee_kps_multiplier	all_classes	0.1
wh_moderate_kps_multiplier_bonus	432943812	0	unit_missile_kps_multiplier	all_classes	0.07500001
wh_spell_strong_kps_multiplier_bonus	504652756	0	unit_missile_kps_multiplier	all_classes	0.17
wh_siege_eq_multiplier_ai_v_human_bonus	531276114	0	unit_melee_kps_multiplier	all_classes	0.1
wh_settlement_human_v_ai_penalty	57381042	0	unit_melee_kps_multiplier	all_classes	-0.15
wh_difficulty_kps_multiplier_penalty_vhard	597639017	0	unit_melee_kps_multiplier	all_classes	-0.1
wh_siege_eq_additive_bonus	598476801	0	unit_melee_kps_addition	all_classes	0.001
wh_global_reduced_morale_dmg	65380489	0	unit_morale_loss_scale	all_classes	0
wh_spell_strong_kps_multiplier_penalty	784857786	0	unit_missile_kps_multiplier	all_classes	-0.17
wh_spell_moderate_kps_multiplier_penalty	899028187	0	unit_melee_kps_multiplier	all_classes	-0.08000001
wh_difficulty_kps_multiplier_penalty_hard	901542794	0	unit_missile_kps_multiplier	all_classes	-0.07500001
