character_skills_tables
5
image_path	key	localised_description	localised_name	unlocked_at_rank	is_background_skill	is_female_only_background_skill	is_male_only_background_skill	background_weighting	influence_cost
icon_stat_speed.png	wh2_dlc04_skill_vmp_lord_unique_helman_ghorst_battle_1	Ghorst traverses the forsaken realm as he did the roads of the Empire, as a groom, before the study of necromancy consumed his every waking moment.	Path to Ruin	5	False	False	False	0	0
icon_stat_attack.png	wh2_dlc04_skill_vmp_lord_unique_helman_ghorst_battle_2	Mastery of the dark arts has imbued Ghorst with preternatural strength, enabling him to easily hold his own in combat.	Unholy Fury	0	False	False	False	0	0
icon_stat_armour.png	wh2_dlc04_skill_vmp_lord_unique_helman_ghorst_battle_3	Over time, Ghorst's skin has toughened like that a corpse, causing arrows and sword-blows that would normally kill a man to merely glance off.	Unnatural Toughness	0	False	False	False	0	0
icon_stat_health.png	wh2_dlc04_skill_vmp_lord_unique_helman_ghorst_battle_4	Having survived the deadly Plague of Blue Roses, even after deliberately infecting himself, Ghorst can easily recover from lesser wounds and sicknesses.	Uncanny Resilience	0	False	False	False	0	0
icon_stat_charge_bonus.png	wh2_dlc04_skill_vmp_lord_unique_helman_ghorst_battle_5	By which those caught in Ghorst's Danse Macabre are hurled forward into the fray, becoming far more lethal whilst the spell lasts.	Ever Onward	0	False	False	False	0	0
agent.png	wh2_main_skill_LL_self_defense	This Lord's many deeds - both on and off the battlefield - have made him renowned among his allies and feared by his enemies.	Renowned & Feared	0	False	False	False	0	0
icon_stat_melee.png	wh2_main_skill_all_dummy_agent_actions_brt_damsel	 	Actions [HIDDEN]	0	False	False	False	0	0
icon_stat_melee.png	wh2_main_skill_all_dummy_agent_actions_brt_paladin		Actions [HIDDEN]	0	False	False	False	0	0
icon_stat_melee.png	wh2_main_skill_all_dummy_agent_actions_bst_bray_shaman	 	Actions [HIDDEN]	0	False	False	False	0	0
icon_stat_melee.png	wh2_main_skill_all_dummy_agent_actions_bst_gorebull		Actions [HIDDEN]	0	False	False	False	0	0
icon_stat_melee.png	wh2_main_skill_all_dummy_agent_actions_chs_exalted_hero	 	Actions [HIDDEN]	0	False	False	False	0	0
icon_stat_melee.png	wh2_main_skill_all_dummy_agent_actions_chs_sorcerer	 	Actions [HIDDEN]	0	False	False	False	0	0
icon_stat_melee.png	wh2_main_skill_all_dummy_agent_actions_def_death_hag	 	Actions [HIDDEN]	0	False	False	False	0	0
icon_stat_melee.png	wh2_main_skill_all_dummy_agent_actions_def_death_hag_chs	 	Actions [HIDDEN]	0	False	False	False	0	0
icon_stat_melee.png	wh2_main_skill_all_dummy_agent_actions_def_khainite_assassin	 	Actions [HIDDEN]	0	False	False	False	0	0
icon_stat_melee.png	wh2_main_skill_all_dummy_agent_actions_def_sorceress	 	Actions [HIDDEN]	0	False	False	False	0	0
icon_stat_melee.png	wh2_main_skill_all_dummy_agent_actions_dwf_master_engineer	 	Actions [HIDDEN]	0	False	False	False	0	0
icon_stat_melee.png	wh2_main_skill_all_dummy_agent_actions_dwf_runesmith	 	Actions [HIDDEN]	0	False	False	False	0	0
icon_stat_melee.png	wh2_main_skill_all_dummy_agent_actions_dwf_thane	 	Actions [HIDDEN]	0	False	False	False	0	0
icon_stat_melee.png	wh2_main_skill_all_dummy_agent_actions_emp_battle_wizard	 	Actions [HIDDEN]	0	False	False	False	0	0
icon_stat_melee.png	wh2_main_skill_all_dummy_agent_actions_emp_captain	 	Actions [HIDDEN]	0	False	False	False	0	0
icon_stat_melee.png	wh2_main_skill_all_dummy_agent_actions_emp_warrior_priest	 	Actions [HIDDEN]	0	False	False	False	0	0
icon_stat_melee.png	wh2_main_skill_all_dummy_agent_actions_emp_witch_hunter	 	Actions [HIDDEN]	0	False	False	False	0	0
icon_stat_melee.png	wh2_main_skill_all_dummy_agent_actions_grn_goblin_big_boss	 	Actions [HIDDEN]	0	False	False	False	0	0
icon_stat_melee.png	wh2_main_skill_all_dummy_agent_actions_grn_shaman	 	Actions [HIDDEN]	0	False	False	False	0	0
icon_stat_melee.png	wh2_main_skill_all_dummy_agent_actions_hef_loremaster_of_hoeth	 	Actions [HIDDEN]	0	False	False	False	0	0
icon_stat_melee.png	wh2_main_skill_all_dummy_agent_actions_hef_mage	 	Actions [HIDDEN]	0	False	False	False	0	0
icon_stat_melee.png	wh2_main_skill_all_dummy_agent_actions_hef_noble	 	Actions [HIDDEN]	0	False	False	False	0	0
icon_stat_melee.png	wh2_main_skill_all_dummy_agent_actions_lzd_saurus_scar_veteran	 	Actions [HIDDEN]	0	False	False	False	0	0
icon_stat_melee.png	wh2_main_skill_all_dummy_agent_actions_lzd_skink_chief	 	Actions [HIDDEN]	0	False	False	False	0	0
icon_stat_melee.png	wh2_main_skill_all_dummy_agent_actions_lzd_skink_priest	 	Actions [HIDDEN]	0	False	False	False	0	0
icon_stat_melee.png	wh2_main_skill_all_dummy_agent_actions_plague_priest_ritual	 	Actions [HIDDEN]	0	False	False	False	0	0
icon_stat_melee.png	wh2_main_skill_all_dummy_agent_actions_skv_assassin	 	Actions [HIDDEN]	0	False	False	False	0	0
icon_stat_melee.png	wh2_main_skill_all_dummy_agent_actions_skv_plague_priest	 	Actions [HIDDEN]	0	False	False	False	0	0
icon_stat_melee.png	wh2_main_skill_all_dummy_agent_actions_skv_warlock_engineer	 	Actions [HIDDEN]	0	False	False	False	0	0
icon_stat_melee.png	wh2_main_skill_all_dummy_agent_actions_vmp_banshee	 	Actions [HIDDEN]	0	False	False	False	0	0
icon_stat_melee.png	wh2_main_skill_all_dummy_agent_actions_vmp_necromancer	 	Actions [HIDDEN]	0	False	False	False	0	0
icon_stat_melee.png	wh2_main_skill_all_dummy_agent_actions_vmp_vampire	 	Actions [HIDDEN]	0	False	False	False	0	0
icon_stat_melee.png	wh2_main_skill_all_dummy_agent_actions_vmp_wight_king	 	Actions [HIDDEN]	0	False	False	False	0	0
icon_stat_melee.png	wh2_main_skill_all_dummy_agent_actions_warlock_engineer_ritual	 	Actions [HIDDEN]	0	False	False	False	0	0
icon_stat_melee.png	wh2_main_skill_all_dummy_agent_actions_wef_branchwraith	 	Actions [HIDDEN]	0	False	False	False	0	0
icon_stat_melee.png	wh2_main_skill_all_dummy_agent_actions_wef_spellsinger	 	Actions [HIDDEN]	0	False	False	False	0	0
icon_stat_melee.png	wh2_main_skill_all_dummy_agent_actions_wef_waystalker	 	Actions [HIDDEN]	0	False	False	False	0	0
campaign_movement.png	wh2_main_skill_all_hero_assist_army_increase_mobility	Whether it be training harder, travelling lighter, eating less or sleeping better, there's always a way to draw more from the day.	{{tr:agent_action_name_increase_mobility}}	0	False	False	False	0	0
replenishment.png	wh2_main_skill_all_hero_assist_army_replenish_troops	Those in the army can find succour or be replenished by the power of this champion.	{{tr:agent_action_name_replenish_troops}}	0	False	False	False	0	0
military_spending.png	wh2_main_skill_all_hero_assist_army_scavenge	"I am not here to inspire, I am here to kill - come let us draw blades together!"	{{tr:agent_action_name_scavenge}}	0	False	False	False	0	0
item_campaign.png	wh2_main_skill_all_hero_assist_army_scouting	Spellcasters can oft-sense when magic is close or being drawn from the Winds.	{{tr:agent_action_name_scouting}}	0	False	False	False	0	0
experience.png	wh2_main_skill_all_hero_assist_army_training	This champion extols discipline and fear away from the battlefield as much as on it.	{{tr:agent_action_name_training}}	0	False	False	False	0	0
subterfuge.png	wh2_main_skill_all_hero_hinder_agent_assassinate	A skilled assassin is a cold-hearted killer and merciless murderer.	{{tr:agent_action_name_assassinate}}	0	False	False	False	0	0
wound_time.png	wh2_main_skill_all_hero_hinder_agent_wound	Such a champion will not bend or break, but slay in their Lord's name.	{{tr:agent_action_name_wound}}	0	False	False	False	0	0
disaster.png	wh2_main_skill_all_hero_hinder_army_assault_unit	"I'm no pupil, but an adept! A hex on them, may their souls shrivel from their bones!"	{{tr:agent_action_name_assault_unit}}	0	False	False	False	0	0
disaster.png	wh2_main_skill_all_hero_hinder_army_assault_units	Lying in wait, experienced and patient, striking when the foe least expects.	{{tr:agent_action_name_assault_units}}	0	False	False	False	0	0
campaign_movement.png	wh2_main_skill_all_hero_hinder_army_block_army	To sow discord and confuse the enemy, sending them down the wrong route or befuddling their senses.	{{tr:agent_action_name_block_army}}	0	False	False	False	0	0
replenishment.png	wh2_main_skill_all_hero_hinder_army_hinder_replenishment	The sight of a powerful figure extolling death and blasphemies can bring enemy ranks to their knees.	{{tr:agent_action_name_hinder_replenishment}}	0	False	False	False	0	0
siege_defence.png	wh2_main_skill_all_hero_hinder_settlement_assault_garrison	"If they know I'm coming then more's the better!"	{{tr:agent_action_name_assault_garrison}}	0	False	False	False	0	0
siege_attack.png	wh2_main_skill_all_hero_hinder_settlement_damage_building	It is not just the forces of Chaos that can despoil, break and ruin.	{{tr:agent_action_name_damage_building}}	0	False	False	False	0	0
siege_attack.png	wh2_main_skill_all_hero_hinder_settlement_damage_walls	They cannot stop what they cannot see.	{{tr:agent_action_name_damage_walls}}	0	False	False	False	0	0
wh2_hef_master_of_persuasion.png	wh2_main_skill_all_hero_hinder_settlement_gain_influence	Wealthy are they who can convince others of their ways without resort to pressure or cajolery.	{{tr:agent_action_name_gain_influence}}	0	False	False	False	0	0
technology.png	wh2_main_skill_all_hero_hinder_settlement_steal_technology	Oft-times, though you may have much, what you want the most is what your rivals have; such envy focuses the mind and creativity.	{{tr:agent_action_name_steal_technology}}	0	False	False	False	0	0
military_spending.png	wh2_main_skill_all_hero_passive_boost_income	Such magic-users may be wise and able to offer sage advice, especially if they have scried the region.	{{tr:agent_action_name_boost_income}}	0	False	False	False	0	0
slaves.png	wh2_main_skill_all_hero_passive_increase_slave_income	Civilisation requires slaves. It is upon their toil that the future depends.	{{tr:agent_action_name_increase_slave_income}}	0	False	False	False	0	0
resource.png	wh2_main_skill_all_hero_passive_increase_trade	Trade and investment are the pillars of development.	{{tr:agent_action_name_increase_trade}}	0	False	False	False	0	0
religion.png	wh2_main_skill_all_hero_passive_spread_corruption	The locals take notice and will be inspired or frightened into action.	{{tr:agent_action_name_cleanse_corruption}}	0	False	False	False	0	0
chaos_corruption.png	wh2_main_skill_all_hero_passive_spread_corruption_chs	The locals take notice and will be inspired or frightened into action.	{{tr:agent_action_name_spread_corruption}}	0	False	False	False	0	0
skaven_corruption.png	wh2_main_skill_all_hero_passive_spread_corruption_skv	The locals take notice and will be inspired or frightened into action.	{{tr:agent_action_name_spread_corruption}}	0	False	False	False	0	0
vampiric_corruption.png	wh2_main_skill_all_hero_passive_spread_corruption_vmp	The locals take notice and will be inspired or frightened into action.	{{tr:agent_action_name_spread_corruption}}	0	False	False	False	0	0
public_order.png	wh2_main_skill_all_hero_passive_spread_public_order	The sight of this warrior, their stature, import or infamy, can have a calming effect.	{{tr:agent_action_name_spread_public_order}}	0	False	False	False	0	0
public_order.png	wh2_main_skill_all_hero_passive_spread_public_order_horde	The sight of this warrior, their stature, import or infamy, may have a calming effect.	{{tr:agent_action_name_spread_public_order}}	0	False	False	False	0	0
growth.png	wh2_main_skill_all_hero_passive_stimulate_growth	All will listen, for the news will either be dire or wonderful.	{{tr:agent_action_name_stimulate_growth}}	0	False	False	False	0	0
military_spending.png	wh2_main_skill_all_hero_reduce_action_cost	An expert in their craft, this Hero knows all the mistakes that can be made and how to best avoid making them.	Specialist	0	False	False	False	0	0
wound_time_character.png	wh2_main_skill_all_immortality_hero	Who wants to live forever? As it turns out, most beings wouldn't say no…	Immortality	19	False	False	False	0	0
wound_time_character.png	wh2_main_skill_all_immortality_lord	Who wants to live forever? As it turns out, most beings wouldn't say no…	Immortality	19	False	False	False	0	0
wh_main_spell_death_aspect_of_the_dreadknight.png	wh2_main_skill_all_magic_death_02_aspect_of_the_dreadknight_lord	 	Aspect of the Dread Knight	0	False	False	False	0	0
wh_main_spell_death_soulblight.png	wh2_main_skill_all_magic_death_04_soulblight_lord	 	Soulblight	0	False	False	False	0	0
wh_main_spell_death_doom_and_darkness.png	wh2_main_skill_all_magic_death_05_doom_and_darkness_lord	 	Doom & Darkness	0	False	False	False	0	0
wh_main_spell_death_the_fate_of_bjuna.png	wh2_main_skill_all_magic_death_09_the_fate_of_bjuna_lord	 	The Fate of Bjuna	0	False	False	False	0	0
wh_main_spell_death_the_purple_sun_of_xereus.png	wh2_main_skill_all_magic_death_10_the_purple_sun_of_xereus_lord	 	The Purple Sun of Xereus	0	False	False	False	0	0
icon_stat_attack.png	wh2_main_skill_all_magic_death_dummy_spirit_leech_aspect_of_the_dreadknight	 	Spirit Leech [HIDDEN]	0	False	False	False	0	0
wh_main_spell_fire_cascading_fire_cloak.png	wh2_main_skill_all_magic_fire_02_cascading_fire-cloak_lord	 	Cascading Fire-Cloak	0	False	False	False	0	0
wh_main_spell_fire_flaming_sword_of_rhuin.png	wh2_main_skill_all_magic_fire_03_flaming_sword_of_rhuin_lord	 	Flaming Sword of Rhuin	0	False	False	False	0	0
wh_main_spell_fire_the_burning_head.png	wh2_main_skill_all_magic_fire_05_the_burning_head_lord	 	The Burning Head	0	False	False	False	0	0
wh_main_spell_fire_piercing_bolts_of_burning.png	wh2_main_skill_all_magic_fire_09_piercing_bolts_of_burning_lord	 	Piercing Bolts of Burning	0	False	False	False	0	0
wh_main_spell_fire_flame_storm.png	wh2_main_skill_all_magic_fire_10_flame_storm_lord	 	Flame Storm	0	False	False	False	0	0
icon_stat_attack.png	wh2_main_skill_all_magic_fire_dummy_fireball_cascading_fire_cloak	 	Fireball [HIDDEN]	0	False	False	False	0	0
wh_main_spell_heavens_wind_blast.png	wh2_main_skill_all_magic_heavens_02_wind_blast_lord	 	Wind Blast	0	False	False	False	0	0
wh_main_spell_heavens_curse_of_the_midnight_wind.png	wh2_main_skill_all_magic_heavens_04_curse_of_the_midnight_wind_lord	 	Curse of the Midnight Wind	0	False	False	False	0	0
wh_main_spell_heavens_urannons_thunderbolt.png	wh2_main_skill_all_magic_heavens_05_urannons_thunderbolt_lord	 	Urannon's Thunderbolt	0	False	False	False	0	0
wh_main_spell_heavens_comet_of_casandora.png	wh2_main_skill_all_magic_heavens_09_comet_of_casandora_lord	 	Comet of Casandora	0	False	False	False	0	0
wh_main_spell_heavens_chain_lightning.png	wh2_main_skill_all_magic_heavens_10_chain_lightning_lord	 	Chain Lightning	0	False	False	False	0	0
icon_stat_attack.png	wh2_main_skill_all_magic_heavens_dummy_harmonic_convergence_apotheosis	 	Harmonic Convergence [HIDDEN]	0	False	False	False	0	0
icon_stat_attack.png	wh2_main_skill_all_magic_heavens_dummy_harmonic_convergence_wind_blast	 	Harmonic Convergence [HIDDEN]	0	False	False	False	0	0
wh_main_spell_light_phas_protection.png	wh2_main_skill_all_magic_heavens_dummy_phas_protection_wind_blast	 	Pha's Protection	0	False	False	False	0	0
wh2_main_spell_high_magic_soul_quench.png	wh2_main_skill_all_magic_high_01_soul_quench		Soul Quench	0	False	False	False	0	0
