special_ability_to_special_ability_phase_junctions_tables
1
order	phase	special_ability
0	wh_main_unit_passive_bloodknight_regeneration	wh_main_unit_passive_bloodknight_regeneration
0	wh_main_unit_passive_grailknight_regeneration	wh_main_unit_passive_grailknight_regeneration
0	wh_main_unit_passive_stormrage	wh_main_unit_passive_stormrage
0	wh_main_unit_passive_trollflesh	wh_main_unit_passive_trollflesh
0	unit_ability_leadership_boost_aura	unit_ability_leadership_boost_aura
0	vmp_black_grail_regeneration	vmp_black_grail_regeneration
0	vmp_unit_terrorgheist_shreik	vmp_unit_terrorgheist_shreik
0	we_spell_passive_shadow_dancers_mana_regen	we_spell_passive_shadow_dancers_mana_regen
0	we_spell_shadow_dancers_withering	we_spell_shadow_dancers_withering
0	bst_tzaangor_magic_aura	bst_tzaangor_magic_aura
0	unit_ability_dwf_engineers_aura	unit_ability_dwf_engineers_aura
0	unit_ability_dwf_shieldbearer_aura	unit_ability_dwf_shieldbearer_aura
0	unit_ability_grn_black_orc_bellow_aura	unit_ability_grn_black_orc_bellow_aura
0	wh_main_lord_passive_dorghar	wh_main_lord_passive_dorghar
0	wh_main_lord_passive_kemmler	wh_main_lord_passive_kemmler
0	wh_main_impetuous	wh_main_impetuous
0	wh_emp_last_stand	wh_emp_last_stand
0	wh_emp_prayer_of_binding	wh_emp_prayer_of_binding
0	wh_emp_sigmarite_aura_faith	wh_emp_sigmarite_aura_faith
0	chs_passive_regeneration	chs_passive_regeneration
0	chs_zealot_dark_healing	chs_zealot_dark_healing
0	chs_soul_drain	chs_soul_drain
0	wh_main_unit_passive_hydra	wh_main_unit_passive_hydra
0	wh_lzd_solar	wh_lzd_solar
0	wh_hef_dragon_prince	wh_hef_dragon_prince
0	wh_def_dread_glory	wh_def_dread_glory
0	wh_lzd_slann	wh_lzd_slann
0	chs_main1	chs_main1
0	chs_main2	chs_main2
0	bst_main2	bst_main2
0	dwf_main1	dwf_main1
0	dwf_main2	dwf_main2
0	grn_main2	grn_main2
0	grn_main1	grn_main1
0	vmp_main1	vmp_main1
0	brt_main1	brt_main1
0	brt_main2	brt_main2
0	wef_main1	wef_main1
0	wef_main2	wef_main2
0	emp_main1	emp_main1
0	hef_phoenix_guard	hef_phoenix_guard
1	grn_main1_1	grn_main1
2	grn_main1_2	grn_main1
0	skv_overcharge	skv_overcharge
