battle_catchment_override_battle_mappings_tables
1
unknown0	unknown1	unknown2	unknown3	unknown4	unknown5
Gatekeeper	*	wh2_ulthuan_grassland_inner	naval_blockade	warhammer_map_1	*
Gatekeeper	*	wh2_ulthuan_grassland_inner	naval_blockade	wh2_main_great_vortex_map_1	*
Gatekeeper	*	wh2_ulthuan_grassland_inner	naval_breakout	warhammer_map_1	*
Gatekeeper	*	wh2_ulthuan_grassland_inner	naval_breakout	wh2_main_great_vortex_map_1	*
Gatekeeper	*	wh2_southlands_grassland	naval_normal	warhammer_map_1	*
Gatekeeper	*	wh2_southlands_grassland	naval_normal	wh2_main_great_vortex_map_1	*
Gatekeeper	*	wh2_main_subterranean_tiles	underground_intercept	warhammer_map_1	*
Gatekeeper	*	wh2_main_subterranean_tiles	underground_intercept	wh2_main_great_vortex_map_1	*
Gatekeeper	*	wh2_main_skv_walled_settlements	settlement_standard	warhammer_map_1	wh2_main_skv_skaven
Gatekeeper	*	wh2_main_skv_walled_settlements	settlement_standard	wh2_main_great_vortex_map_1	wh2_main_skv_skaven
Gatekeeper	*	wh2_main_skv_minor_settlements	settlement_unfortified	warhammer_map_1	wh2_main_skv_skaven
Gatekeeper	*	wh2_main_skv_minor_settlements	settlement_unfortified	wh2_main_great_vortex_map_1	wh2_main_skv_skaven
Gatekeeper	*	wh2_main_skv_subterranean_tiles	underground_intercept	warhammer_map_1	wh2_main_skv_skaven
Gatekeeper	*	wh2_main_skv_subterranean_tiles	underground_intercept	wh2_main_great_vortex_map_1	wh2_main_skv_skaven
Gatekeeper	*	wh_main_bst_subterranean_tiles	underground_intercept	warhammer_map_1	wh_dlc03_bst_beastmen
Gatekeeper	*	wh_main_bst_subterranean_tiles	underground_intercept	wh2_main_great_vortex_map_1	wh_dlc03_bst_beastmen
Gatekeeper	*	wh_dlc05_wef_subterranean_tiles	underground_intercept	warhammer_map_1	wh_dlc05_wef_wood_elves
Gatekeeper	*	wh_dlc05_wef_subterranean_tiles	underground_intercept	wh2_main_great_vortex_map_1	wh_dlc05_wef_wood_elves
Gatekeeper	wh_dlc03_bst_beastmen	wh_main_bst_ambush_tiles	land_ambush	warhammer_map_1	*
Gatekeeper	wh_dlc05_wef_wood_elves	wh_dlc05_wef_ambush_tiles	land_ambush	warhammer_map_1	*
altar_of_ultimate_darkness	*	wh2_norsca_mountains_ambush	land_ambush	warhammer_map_1	*
altar_of_ultimate_darkness	*	wh2_norsca_mountains_ambush	land_ambush	wh2_main_great_vortex_map_1	*
altar_of_ultimate_darkness	*	altar_of_ultimate_darkness	land_normal	warhammer_map_1	*
altar_of_ultimate_darkness	*	altar_of_ultimate_darkness	land_normal	wh2_main_great_vortex_map_1	*
altar_of_ultimate_darkness	*	altar_of_ultimate_darkness	settlement_relief	warhammer_map_1	*
altar_of_ultimate_darkness	*	altar_of_ultimate_darkness	settlement_relief	wh2_main_great_vortex_map_1	*
altar_of_ultimate_darkness	*	altar_of_ultimate_darkness	settlement_sally	warhammer_map_1	*
altar_of_ultimate_darkness	*	altar_of_ultimate_darkness	settlement_sally	wh2_main_great_vortex_map_1	*
arnheim	*	wh2_def_bleak_main_ambush	land_ambush	warhammer_map_1	*
arnheim	*	wh2_def_bleak_main_ambush	land_ambush	wh2_main_great_vortex_map_1	*
arnheim	*	arnheim	land_normal	warhammer_map_1	*
arnheim	*	arnheim	land_normal	wh2_main_great_vortex_map_1	*
arnheim	*	arnheim	settlement_relief	warhammer_map_1	*
arnheim	*	arnheim	settlement_relief	wh2_main_great_vortex_map_1	*
arnheim	*	arnheim	settlement_sally	warhammer_map_1	*
arnheim	*	arnheim	settlement_sally	wh2_main_great_vortex_map_1	*
caverns_of_the_great_bat	*	wh2_lustria_and_southlands_mountains_ambush	land_ambush	warhammer_map_1	*
caverns_of_the_great_bat	*	wh2_lustria_and_southlands_mountains_ambush	land_ambush	wh2_main_great_vortex_map_1	*
caverns_of_the_great_bat	*	wh2_lustria_and_southlands_mountains	land_normal	warhammer_map_1	*
caverns_of_the_great_bat	*	wh2_lustria_and_southlands_mountains	land_normal	wh2_main_great_vortex_map_1	*
