prefab_types_tables
3
unknown0	unknown1	unknown2
ABANDONED		15
BASE		1
BEASTMEN	wh_dlc03_bst_beastmen	7
BRETONNIA	wh_main_brt_bretonnia	8
BUILDING_BASE		2
BUILDING_CONSTRUCTION		3
BUILDING_DAMAGED		4
BUILDING_DESTROYED		5
BUILDING_PORT		6
BUILDING_WALLED		16
BUILDING_WALLED_PORT		17
CHAOS	wh_main_chs_chaos	9
DARKELVES	wh2_main_def_dark_elves	18
DWARFS	wh_main_dwf_dwarfs	10
EMPIRE	wh_main_emp_empire	11
GREENSKINS	wh_main_grn_greenskins	12
HIGHELVES	wh2_main_hef_high_elves	19
LIZARDMEN	wh2_main_lzd_lizardmen	20
NONE	*	0
ROGUE_ARMIES	wh2_main_rogue	23
SKAVEN	wh2_main_skv_skaven	21
VAMPIRE	wh_main_vmp_vampire_counts	13
WOODELVES	wh_dlc05_wef_wood_elves	14
