fame_level_agent_record_junctions_tables
0
unknown0	unknown1	unknown2
champion	1	1059676367
dignitary	1	1059676367
engineer	1	1059676367
runesmith	1	1059676367
spy	1	1059676367
wizard	1	1059676367
champion	1	1060601369
dignitary	1	1060601369
engineer	1	1060601369
runesmith	1	1060601369
spy	1	1060601369
wizard	1	1060601369
champion	1	1070599439
dignitary	1	1070599439
engineer	1	1070599439
runesmith	1	1070599439
spy	1	1070599439
wizard	1	1070599439
champion	1	137319115
dignitary	1	137319115
engineer	1	137319115
runesmith	1	137319115
spy	1	137319115
wizard	1	137319115
champion	1	1375248703
dignitary	1	1375248703
engineer	1	1375248703
runesmith	1	1375248703
spy	1	1375248703
wizard	1	1375248703
champion	1	1624263050
dignitary	1	1624263050
engineer	1	1624263050
runesmith	1	1624263050
spy	1	1624263050
wizard	1	1624263050
champion	1	182
dignitary	1	182
engineer	1	182
runesmith	1	182
spy	1	182
wizard	1	182
champion	1	1905902017
dignitary	1	1905902017
engineer	1	1905902017
runesmith	1	1905902017
spy	1	1905902017
wizard	1	1905902017
champion	1	192
dignitary	1	192
engineer	1	192
runesmith	1	192
spy	1	192
wizard	1	192
champion	1	193323227
dignitary	1	193323227
engineer	1	193323227
runesmith	1	193323227
spy	1	193323227
wizard	1	193323227
champion	1	194
dignitary	1	194
engineer	1	194
runesmith	1	194
spy	1	194
wizard	1	194
champion	1	2008061905
dignitary	1	2008061905
engineer	1	2008061905
runesmith	1	2008061905
spy	1	2008061905
wizard	1	2008061905
champion	1	200
dignitary	1	200
engineer	1	200
runesmith	1	200
spy	1	200
wizard	1	200
champion	1	203
dignitary	1	203
engineer	1	203
runesmith	1	203
spy	1	203
wizard	1	203
champion	1	209353989
dignitary	1	209353989
engineer	1	209353989
runesmith	1	209353989
spy	1	209353989
wizard	1	209353989
champion	1	213
dignitary	1	213
engineer	1	213
runesmith	1	213
spy	1	213
wizard	1	213
champion	1	216
dignitary	1	216
engineer	1	216
runesmith	1	216
spy	1	216
wizard	1	216
champion	1	217
dignitary	1	217
engineer	1	217
runesmith	1	217
spy	1	217
wizard	1	217
champion	1	220610500
dignitary	1	220610500
engineer	1	220610500
runesmith	1	220610500
spy	1	220610500
wizard	1	220610500
champion	1	339626653
dignitary	1	339626653
engineer	1	339626653
runesmith	1	339626653
spy	1	339626653
wizard	1	339626653
champion	1	397625103
dignitary	1	397625103
engineer	1	397625103
runesmith	1	397625103
spy	1	397625103
wizard	1	397625103
champion	1	407704676
dignitary	1	407704676
engineer	1	407704676
runesmith	1	407704676
spy	1	407704676
wizard	1	407704676
champion	1	504843562
dignitary	1	504843562
engineer	1	504843562
runesmith	1	504843562
spy	1	504843562
wizard	1	504843562
champion	1	534436560
dignitary	1	534436560
engineer	1	534436560
runesmith	1	534436560
spy	1	534436560
wizard	1	534436560
champion	1	60
dignitary	1	60
engineer	1	60
runesmith	1	60
spy	1	60
wizard	1	60
champion	1	621936552
dignitary	1	621936552
engineer	1	621936552
runesmith	1	621936552
spy	1	621936552
wizard	1	621936552
champion	1	640675972
dignitary	1	640675972
engineer	1	640675972
runesmith	1	640675972
spy	1	640675972
wizard	1	640675972
champion	1	665548356
dignitary	1	665548356
engineer	1	665548356
runesmith	1	665548356
spy	1	665548356
wizard	1	665548356
champion	1	68
dignitary	1	68
engineer	1	68
runesmith	1	68
spy	1	68
wizard	1	68
champion	1	69
dignitary	1	69
engineer	1	69
runesmith	1	69
spy	1	69
wizard	1	69
champion	1	702840754
dignitary	1	702840754
engineer	1	702840754
runesmith	1	702840754
spy	1	702840754
wizard	1	702840754
champion	1	74
dignitary	1	74
engineer	1	74
runesmith	1	74
spy	1	74
wizard	1	74
champion	1	75
dignitary	1	75
engineer	1	75
runesmith	1	75
spy	1	75
wizard	1	75
champion	1	819028788
dignitary	1	819028788
engineer	1	819028788
runesmith	1	819028788
spy	1	819028788
wizard	1	819028788
champion	1	82
dignitary	1	82
engineer	1	82
runesmith	1	82
spy	1	82
wizard	1	82
champion	1	858629976
dignitary	1	858629976
engineer	1	858629976
runesmith	1	858629976
spy	1	858629976
wizard	1	858629976
champion	1	88
dignitary	1	88
engineer	1	88
runesmith	1	88
spy	1	88
wizard	1	88
champion	1	93
dignitary	1	93
engineer	1	93
runesmith	1	93
spy	1	93
wizard	1	93
