land_units_tables
43
accuracy	armour	campaign_action_points	category	charge_bonus	class	dismounted_charge_bonus	dismounted_melee_attack	historical_description_text	key	man_animation	man_entity	melee_attack	melee_defence	morale	bonus_hit_points	mount	num_animals	animal	num_mounts	primary_melee_weapon	primary_missile_weapon	rank_depth	shield	short_description_text	spacing	strenghts_weaknesses_text	supports_first_person	training_level	officer	articulated_record	engine	is_male	visibility_spotting_range_min	visibility_spotting_range_max	ability_global_recharge	attribute_group	spot_dist_tree	spot_dist_scrub	reload	loose_spacing	selected_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	capture_power	ground_stat_effect_group	secondary_ammo	primary_ammo	damage_mod_flames	damage_mod_magic	num_engines	damage_mod_physical	damage_mod_missiles	damage_mod_all	ai_usage_group	can_skirmish	mounted_draughts	sync_locomotion
10	wh2_main_plate_105	2100	war_machine	100	chariot	20	33	wh_main_unit_long_text_chs_gorebeast_chariot	wh_dlc01_chs_cav_gorebeast_chariot	hu1c_chaos_wm_chariot_halberd	wh_main_infantry_standard_large_blood	35	25	70	2565	wh_dlc01_chs_mnt_gorebeast	0		1	wh_dlc01_chs_chariot_gorebeast		1	none	wh_dlc01_unit_short_text_chs_gorebeast_chariot	wh_main_chariot	placeholder	False	well_trained	wh_main_chs_chariot_gorebeast_officer	wh_dlc01_chs_chariot_gorebeast	wh_dlc01_chs_gorebeast_chariot	True	40	1500	0	wh_fear_fatigue_res	60	80	0	False	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	8	large	0	0	0	0	4	6	10	0	melee_cav_shock	False	False	False
10	wh2_main_body_80	2100	war_beast	60	com	20	33	wh_main_unit_long_text_chs_chaos_lord	wh_dlc01_chs_cha_chaos_lord_10	hu1c_chaos_bc3_manticore_wb_sword_and_shield	wh_main_infantry_standard_large_hero_blood_dismembers	60	50	75	6820	wh_dlc01_chs_mnt_manticore	0		1	wh_dlc01_chs_manticore_lord		1	wh_missile_block_50_chaos_metal	wh_main_unit_short_text_chs_chaos_lord	wh_main_monstrous_beasts	placeholder	False	elite	wh_dlc01_chs_cha_chaos_lord_10			True	40	1500	0	wh_encourage_fear_terror	60	80	0	False	vo_sel_default	vo_sel_culture	vo_sel_culture	1	0	large	0	0	0	0	0	8	25	0	melee_highvalue	False	False	False
10	wh2_main_body_110	2100	war_beast	100	com	20	33	wh_main_unit_long_text_chs_chaos_lord	wh_dlc01_chs_cha_chaos_lord_2	hu1c_chaos_dr1b_chaos_dragon_wb_sword_and_shield	wh_main_infantry_standard_large_hero_blood_dismembers	58	45	75	11200	wh_dlc01_chs_mnt_dragon	0		1	wh_dlc01_chs_dragon		1	wh_missile_block_50_chaos_metal	wh_main_unit_short_text_chs_chaos_lord	wh_main_monster	placeholder	False	elite	wh_dlc01_chs_cha_chaos_lord_2			True	40	1500	0	wh_encourage_fear_terror	60	80	0	False	vo_sel_default	vo_sel_culture	vo_sel_culture	1	0	large	0	0	0	10	0	15	25	0	melee_highvalue	False	False	False
10	wh2_main_heavy_metal_120	2100	inf_melee	30	com	20	33	wh_main_unit_long_text_chs_sorcerer_lord_death	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_0	hu1c_chaos_staff_and_sword	wh_main_infantry_standard_large_hero_blood_dismembers	46	44	65	4400		0		0	wh_main_chs_sword_caster_lord_hero		1	none	wh_dlc01_unit_short_text_chs_sorcerer_lord_death	wh_main_infantry_large	placeholder	False	elite	A_blank_record			True	40	1500	0	wh_encourage_hideForest	60	80	0	False	vo_sel_default	vo_sel_culture	vo_sel_culture	1	10	small	0	0	0	12	0	0	15	0	mage	False	False	False
10	wh2_main_body_110	2100	war_beast	75	com	20	33	wh_main_unit_long_text_chs_sorcerer_lord_death	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_10	hu1c_chaos_dr1b_chaos_dragon_wb_sword_and_shield	wh_main_infantry_standard_large_hero_blood_dismembers	48	36	65	9750	wh_dlc01_chs_mnt_dragon	0		1	wh_dlc01_chs_dragon_caster		1	none	wh_dlc01_unit_short_text_chs_sorcerer_lord_death	wh_main_monster	placeholder	False	elite	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_10			True	40	1500	0	wh_encourage_fear_terror	60	80	0	False	vo_sel_default	vo_sel_culture	vo_sel_culture	1	0	large	0	0	0	15	0	10	25	0	mage	False	False	False
10	wh2_main_heavy_metal_110	2100	cavalry	40	com	20	33	wh_main_unit_long_text_chs_sorcerer_lord_death	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_12	hu1c_chaos_hr1_warhorse_staff_and_sword	wh_main_infantry_standard_large_hero_blood_dismembers	46	44	65	4600	wh_main_chs_mnt_chaos_steed	0		1	wh_main_chs_sword_caster_lord_hero		1	none	wh_dlc01_unit_short_text_chs_sorcerer_lord_death	wh_main_cavalry_chaotic	placeholder	False	elite	A_blank_record			True	40	1500	0	wh_encourage_hideForest	60	80	0	False	vo_sel_default	vo_sel_culture	vo_sel_culture	1	8	large	0	0	0	12	0	0	15	0	mage	False	False	False
10	wh2_main_heavy_metal_120	2100	cavalry	45	com	20	33	wh_main_unit_long_text_chs_sorcerer_lord_death	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_13	hu1c_chaos_hr1_warhorse_staff_and_sword	wh_main_infantry_standard_large_hero_blood_dismembers	46	44	65	4750	wh_main_chs_mnt_barded_chaos_steed_hero	0		1	wh_main_chs_sword_caster_lord_hero		1	none	wh_dlc01_unit_short_text_chs_sorcerer_lord_death	wh_main_cavalry_chaotic	placeholder	False	elite	A_blank_record			True	40	1500	0	wh_encourage_hideForest	60	80	0	False	vo_sel_default	vo_sel_culture	vo_sel_culture	1	8	large	0	0	0	12	0	0	15	0	mage	False	False	False
10	wh2_main_body_80	2100	war_beast	54	com	20	33	wh_main_unit_long_text_chs_sorcerer_lord_death	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_9	hu1c_chaos_bc3_manticore_wb_staff_and_sword	wh_main_infantry_standard_large_hero_blood_dismembers	50	45	65	5900	wh_dlc01_chs_mnt_manticore	0		1	wh_dlc01_chs_manticore_caster		1	none	wh_dlc01_unit_short_text_chs_sorcerer_lord_death	wh_main_monstrous_beasts	placeholder	False	elite	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_9			True	40	1500	0	wh_encourage_fear_terror	60	80	0	False	vo_sel_default	vo_sel_culture	vo_sel_culture	1	10	large	0	0	0	12	0	6	20	0	mage	False	False	False
10	wh2_main_heavy_metal_120	2100	inf_melee	30	com	20	33	wh_main_unit_long_text_chs_sorcerer_lord_fire	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_0	hu1c_chaos_staff_and_sword	wh_main_infantry_standard_large_hero_blood_dismembers	46	44	65	4400		0		0	wh_main_chs_sword_caster_lord_fire		1	none	wh_dlc01_unit_short_text_chs_sorcerer_lord_fire	wh_main_infantry_large	placeholder	False	elite	A_blank_record			True	40	1500	0	wh_encourage_hideForest	60	80	0	False	vo_sel_default	vo_sel_culture	vo_sel_culture	1	10	small	0	0	25	12	0	0	15	0	mage	False	False	False
10	wh2_main_body_110	2100	war_beast	75	com	20	33	wh_main_unit_long_text_chs_sorcerer_lord_fire	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_10	hu1c_chaos_dr1b_chaos_dragon_wb_sword_and_shield	wh_main_infantry_standard_large_hero_blood_dismembers	48	36	65	9750	wh_dlc01_chs_mnt_dragon	0		1	wh_dlc01_chs_dragon_caster		1	none	wh_dlc01_unit_short_text_chs_sorcerer_lord_fire	wh_main_monster	placeholder	False	elite	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_10			True	40	1500	0	wh_encourage_fear_terror	60	80	0	False	vo_sel_default	vo_sel_culture	vo_sel_culture	1	0	large	0	0	25	15	0	10	25	0	mage	False	False	False
