land_units_tables
43
accuracy	armour	campaign_action_points	category	charge_bonus	class	dismounted_charge_bonus	dismounted_melee_attack	historical_description_text	key	man_animation	man_entity	melee_attack	melee_defence	morale	bonus_hit_points	mount	num_animals	animal	num_mounts	primary_melee_weapon	primary_missile_weapon	rank_depth	shield	short_description_text	spacing	strenghts_weaknesses_text	supports_first_person	training_level	officer	articulated_record	engine	is_male	visibility_spotting_range_min	visibility_spotting_range_max	ability_global_recharge	attribute_group	spot_dist_tree	spot_dist_scrub	reload	loose_spacing	selected_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	capture_power	ground_stat_effect_group	secondary_ammo	primary_ammo	damage_mod_flames	damage_mod_magic	num_engines	damage_mod_physical	damage_mod_missiles	damage_mod_all	ai_usage_group	can_skirmish	mounted_draughts	sync_locomotion
10	wh2_main_chainmail_40	2100	inf_melee	17	inf_mel	10	40		brt_macemen	hu1_empire_sword_and_shield	wh_main_infantry_standard_blood_dismembers	20	35	56	62		0		0	brt_macemen		8	wh_missile_block_60_brt_wood	brt_macemen	wh_main_infantry	placeholder	False	trained	A_blank_record			True	40	1500	0	wh_hideForest	60	80	0	False	vo_sel_default	vo_sel_melee	vo_sel_culture	1	10	small	0	0	0	0	0	0	2	0	melee	False	False	False
10	wh2_main_chainmail_40	2100	inf_ranged	14	inf_mis	1	7		brt_crossbow	hu1_bretonnian_sword_and_longbow	wh_main_brt_infantry_crossbowmen	20	29	53	58		0		0	wh_archer_brt_sword	brt_crossbow	5	none	brt_crossbow	wh_main_infantry_ranged	placeholder	False	trained	A_blank_record			True	40	1500	0	wh_hideForest	60	80	10	False	vo_sel_default	vo_sel_missile	vo_sel_culture	1	10	small	0	24	0	0	0	0	2	0	ranged_direct	True	False	False
10	wh2_main_plate_95	2100	inf_melee	25	inf_mel	15	40		brt_tournament	hu1_leoncoeur_sword_and_shield	wh_main_brt_infantry_heavy	40	40	80	750		0		0	brt_tournament		6	wh_missile_block_50_metal	brt_tournament	wh_main_infantry	placeholder	False	trained	A_blank_record			True	40	1500	0	wh_encourage_hideForest_fatigue_res	60	80	0	False	vo_sel_default	vo_sel_melee	vo_sel_culture	1	10	small	0	0	0	0	0	0	0	0	melee	False	False	False
10	wh2_main_plate_75	2100	inf_melee	25	inf_mel	9	60		bst_Pestigor	hu6_gor_axe_and_shield	Pestigor	32	39	67	158		0		0	Pestigor		5	wh_missile_block_50_wood	Pestigor	wh_dlc03_bst_gor_rabble	placeholder	False	trained	A_blank_record			True	40	1500	0	wh_hideForest_chargeDeflector_ignore_forest_penalties_fatigue_res	60	80	0	False	vo_sel_default	vo_sel_culture	vo_sel_culture	1	10	small	0	0	0	0	0	10	6	0	melee	False	False	False
10	wh2_main_plate_95	2100	inf_melee	40	inf_mel	9	60		bst_Khorngor	hu6_gor_dual_axe	Khorngor	40	32	65	142		0		0	Khorngor		5	none	Khorngor	wh_dlc03_bst_gor_rabble	placeholder	False	trained	A_blank_record			True	40	1500	0	wh_hideForest_immuneToPsych_ignore_forest_penalties_fatigue_res	60	80	0	False	vo_sel_default	vo_sel_default	vo_sel_culture	1	10	small	0	0	0	15	0	6	6	0	melee	False	False	False
10	wh2_main_body_60	2100	inf_melee	48	inf_mel	9	60		bst_Slaangor	hu6_gor_2handed_axe	Slaangor	42	35	65	120		0		0	Slaangor		5	none	Slaangor	wh_dlc03_bst_gor_rabble	placeholder	False	trained	A_blank_record			True	40	1500	0	wh_guerrilla_hideForest_immuneToPsych_ignore_forest_penalties_fatigue_res	60	80	0	False	vo_sel_default	vo_sel_default	vo_sel_culture	1	10	small	0	0	0	0	0	5	18	0	melee_flanker	False	False	False
10	wh2_main_body_55	2100	inf_melee	32	inf_mel	9	60		bst_Tzaangor	hu6_gor_dual_axe	Tzaangor	38	36	64	120		0		0	Tzaangor		5	none	Tzaangor	wh_dlc03_bst_gor_rabble	placeholder	False	trained	A_blank_record			True	40	1500	0	wh_guerrilla_hideForest_stalk_fatigue_res_ignore_forest_penalties	60	80	0	False	vo_sel_default	vo_sel_default	vo_sel_culture	1	10	small	0	0	30	40	0	4	5	0	melee_flanker	False	False	False
10	wh2_main_leather_30	2100	inf_melee	26	inf_mel	20	35		chs_zelot	hu1c_chaos_axe_and_shield	chs_zealot_medium	42	38	70	1185		0		0	chs_zelot		1	none	chs_zelot	wh_main_infantry	placeholder	False	trained	A_blank_record			True	40	1500	0	wh_encourage_fear_hideForest	60	80	0	False	vo_sel_default	vo_sel_culture	vo_sel_culture	1	10	small	0	0	0	40	0	10	18	0	melee_mage	False	False	False
10	wh2_main_body_90	2100	inf_melee	48	inf_mel	20	35		chs_marauder_mutant	hu1c_chaos_axe_and_shield	chs_marauder_mutant_heavy	42	35	70	380		0		0	chs_marauder_mutant		2	none	chs_marauder_mutant	wh_main_infantry	placeholder	False	trained	A_blank_record			True	40	1500	0	wh_fear_hideForest_immuneToPsych_fatigue_res	60	80	0	False	vo_sel_default	vo_sel_culture	vo_sel_culture	1	10	small	0	0	0	15	0	5	10	0	melee_flanker	False	False	False
10	wh2_main_body_100	2100	war_beast	100	inf_mel	20	55		chs_chaos_dragon	dr1b_chaos_dragon	chs_chaos_dragon	60	40	70	12000		0		0	chs_chaos_dragon		1	none	chs_chaos_dragon	wh_main_monster	placeholder	False	well_trained	A_blank_record			True	40	1500	0	wh_fear_terror	60	80	0	False	vo_sel_default	vo_sel_culture	vo_sel_culture	1	0	large	0	0	15	20	0	20	20	0	melee_highvalue	False	False	False
10	wh2_main_plate_120	2100	inf_melee	30	inf_mel	20	41		dwf_oathsworn	hu3_dwarf_axe_and_shield_thane	wh_main_dwf_inf_dwarfs_heavy_oathsworn	45	45	80	816		0		0	dwf_oathsworn		2	wh_missile_block_70_metal	dwf_oathsworn	wh_main_infantry	placeholder	False	trained	A_blank_record			True	40	1500	0	wh_chargeReflector_hideForest_immuneToPsych	60	80	0	False	vo_sel_hammerers	vo_sel_generic	vo_sel_generic_short	1	10	small	0	0	0	25	0	15	20	0	melee_highvalue	False	False	False
10	wh_main_body_0	2100	inf_melee	40	inf_mel	20	33		dwf_giant_slayer	hu3_dwarf_2handed_axe_ungrim	wh_main_dwf_inf_giant_slayers	48	40	100	402		0		0	dwf_giant_slayer		2	none	dwf_giant_slayer	wh_main_infantry	placeholder	False	trained	A_blank_record			True	40	1500	0	wh_hideForest_unbreakable	60	80	0	False	vo_sel_slayers	vo_sel_generic	vo_sel_generic_short	1	10	small	0	0	0	30	0	25	15	0	melee_highvalue	False	False	False
10	wh2_main_heavy_metal_65	2100	inf_ranged	6	inf_mis	20	33		dwf_sniper	hu3_dwarf_trollhammer	wh_main_dwf_inf_engineers	30	30	70	142		0		0	wh_main_dwf_drakegun_engineers	dwf_grenade_gun	2	none	dwf_sniper	wh_main_infantry	placeholder	False	trained	A_blank_record			True	40	1500	0	wh_hideForest	60	80	0	False	vo_sel_artillery	vo_sel_artillery	vo_sel_generic	1	10	small	0	20	0	25	0	8	15	0	ranged_direct_no_skirmish	False	False	False
10	wh2_main_heavy_metal_110	2100	inf_melee	16	inf_mel	13	71		emp_imp_guard	hu1_empire_halberd	wh_emp_imperial_guard	36	46	72	160		0		0	wh_main_imp_guard_halberds		5	none	emp_imp_guard	wh_main_infantry	placeholder	False	trained	A_blank_record			True	40	1500	0	wh_chargeReflector_hideForest_immuneToPsych_heavy_infantry_elite	60	80	0	False	vo_sel_reiksguard_knights	vo_sel_reiksguard	vo_sel_culture	1	10	small	0	0	0	0	0	12	10	0	melee	False	False	False
10	wh2_main_leather_20	2100	inf_ranged	6	inf_mis	1	7		emp_huntsmen	hu1_bretonnian_sword_and_longbow	wh_emp_huntsmen_fast	22	24	58	66		0		0	wh_main_huntsmen_short_swords	emp_huntsmen	5	none	emp_huntsmen	wh_main_infantry_zombie	placeholder	False	trained	A_blank_record			True	40	1500	0	wh_guerrilla_hideForest_stalk_fatigue_res_ignore_forest_penalties	60	80	10	False	vo_sel_default	vo_sel_missile	vo_sel_culture	1	10	small	0	24	0	0	0	1	8	0	ranged	True	False	False
10	wh2_main_plate_60	2100	inf_melee	24	inf_mel	13	71		emp_sigmar_war	hu1_empire_sword_and_shield	wh_emp_sigmarite_warriors	34	36	70	150		0		0	wh_main_disciples_hammers		4	wh_missile_block_50_metal	emp_sigmar_war	wh_main_infantry	placeholder	False	trained	A_blank_record			True	40	1500	0	wh_encourage_hideForest_immPsy_heavy_infantry_elite	60	80	0	False	vo_sel_empire_flagellents	vo_sel_generic	vo_sel_generic_short	1	10	small	0	0	0	45	0	2	6	0	melee	False	False	False
10	wh2_main_leather_80	2100	inf_ranged	26	inf_mis	15	70		emp_witch_squad	hu1_empire_sword_crossbow	wh_emp_witch_hunters	45	38	72	645		0		0	wh_main_witch_hunters_rapiers	emp_witch_squad	2	none	emp_witch_squad	wh_main_infantry	placeholder	False	trained	A_blank_record			True	40	1500	0	wh_guerrilla_hideForest_immPsy_stalk_fatigue_res	60	80	10	False	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1	10	small	0	36	0	25	0	10	16	0	ranged	True	False	False
15	wh2_main_plate_90	2100	inf_ranged	15	inf_mis	1	8		emp_nuln_ironsides	hu1_empire_sword_rifle	wh_emp_nuln_ironsides	35	35	70	100		0		0	wh_main_emp_ironsides	emp_nuln_ironsides	3	none	emp_nuln_ironsides	wh_main_infantry_ranged	placeholder	False	trained	A_blank_record			True	40	1500	0	wh_hideForest_heavy_infantry	60	80	10	False	vo_sel_handgunners	vo_sel_ranged	vo_sel_culture	1	10	small	0	40	0	0	0	5	12	0	ranged_direct_no_skirmish	False	False	False
10	wh2_main_heavy_metal_110	2100	cavalry	54	cav_mel	11	61		emp_knights_panther	hu1_empire_hr1_warhorse_sword_and_shield	wh_main_cavalry_rider_standard_blood	35	35	70	145	warhorse_panther	0		60	wh_main_emp_axe_panthers		5	wh_missile_block_45_knight_metal	emp_knights_panther	wh_main_cavalry_ordered	placeholder	False	trained	A_blank_record			True	40	1500	0	wh_hideForest_fatigue_res	60	80	0	False	vo_sel_cavalry	vo_sel_cavalry	vo_sel_culture	1	8	large	0	0	0	15	0	6	6	0	melee_cav	False	False	False
10	wh_main_body_0	2100	inf_melee	42	inf_mel	15	70		grn_savage_big_great	hu2_orc_2handed_axe	wh_main_grn_inf_savage_orc_morboyz	38	25	68	255		0		0	grn_savage_big_great		3	none	grn_savage_big_great	wh_main_grn_orc_infantry_savage_rabble	placeholder	False	trained	A_blank_record			True	40	1500	0	wh_hideForest_immuneToPsych	60	80	0	False	vo_sel_biguns	vo_sel_melee	vo_sel_culture	1	10	small	0	0	0	20	0	25	0	0	melee	False	False	False
10	wh2_main_heavy_metal_120	2100	inf_melee	25	inf_mel	13	71		grn_black_orc_shields	hu2_orc_sword_and_shield	wh_main_grn_inf_black_orcs_blood_dismembers	36	44	75	162		0		0	grn_black_orc_shields		6	wh_missile_block_60_black_orc	grn_black_orc_shields	wh_main_grn_orc_infantry_elite	placeholder	False	trained	A_blank_record			True	40	1500	0	wh_encourage_hideForest_immuneToPsych_chargeReflector	60	80	0	False	vo_sel_black_orcs	vo_sel_melee	vo_sel_culture	1	10	small	0	0	0	0	0	6	10	0	melee	False	False	False
10	wh2_main_heavy_metal_120	2100	inf_melee	40	inf_mel	13	71		grn_black_orc_boss	hu2_orc_dual_swords	wh_main_grn_inf_black_orcs_bosses	45	40	80	300		0		0	grn_black_orc_boss		2	none	grn_black_orc_boss	wh_main_grn_orc_infantry_elite	placeholder	False	trained	A_blank_record			True	40	1500	0	wh_encourage_hideForest_immuneToPsych_chargeReflector_fatigue_res	60	80	0	False	vo_sel_black_orcs	vo_sel_melee	vo_sel_culture	1	10	small	0	0	0	0	0	15	15	0	melee_highvalue	False	False	False
10	wh2_main_body_10	2100	inf_melee	12	inf_spr	15	45		grn_forest_spear	hu5_goblin_spear_and_shield	wh_main_grn_inf_forest_goblin	23	23	46	50		0		0	grn_forest_spear		8	wh_missile_block_45_wood	grn_forest_spear	wh_main_grn_goblin_infantry_standard	placeholder	False	poorly_trained	A_blank_record			True	40	1500	0	wh_guerrilla_hideForest_strider_expendable	60	80	0	False	vo_sel_default	vo_sel_melee	vo_sel_goblin_goblins	0.8	10	small	0	0	0	0	0	0	0	0	melee	False	False	False
10	wh2_main_leather_15	2100	inf_melee	14	inf_spr	13	45		grn_nightgoblin_spearmen	hu5_goblin_spear_and_shield	wh_main_grn_inf_goblin_blood_dismembers	21	25	45	44		0		0	wh_main_grn_goblin_spear_poison		8	wh_missile_block_45_wood	grn_nightgoblin_spearmen	wh_main_grn_goblin_infantry_standard	placeholder	False	poorly_trained	A_blank_record			True	40	1500	0	wh_guerrilla_stalk_expendable	60	80	0	False	vo_sel_goblin_night_goblins	vo_sel_melee	vo_sel_goblin_goblins	0.8	10	small	0	0	0	0	0	0	0	0	melee	False	False	False
10	wh2_main_heavy_metal_120	2100	cavalry	85	cav_shk	20	33		vmp_black_grail	hu1_black_knights_hr1_skeletal_steed_lance_sword_shield	wh_main_infantry_standard_large_blood	45	45	70	1800	wh_main_vmp_mnt_barded_nightmare_hero	0		6	vmp_lance_black_grail_knight		2	wh_missile_block_50_metal_knight	vmp_black_grail	wh_main_cavalry_ordered	placeholder	False	well_trained	A_blank_record			True	40	1500	0	wh_fear_terror_hideForest_undead_fatigue_immune_ignore_forest_penalties	60	80	0	False	vo_sel_vampire_bloodknight	vo_sel_melee	vo_sel_culture	1	8	large	0	0	0	0	0	0	15	0	melee_flanker_shock	False	False	False
10	wh2_main_heavy_metal_110	2100	inf_melee	42	inf_mel	20	35		vmp_blood_dragon	hu1_empire_sword_and_shield	vmp_blood_dragons	47	35	60	500		0		0	vmp_bloody_knights		2	wh_missile_block_50_metal	vmp_blood_dragon	wh_main_infantry	placeholder	False	well_trained	A_blank_record			True	40	1500	0	wh_fear_hideForest_undead_heavy_infantry_elite_fatigue_res	60	80	0	False	vo_sel_vampire_bloodknight	vo_sel_melee	vo_sel_culture	1	10	small	0	0	0	0	0	0	0	0	melee_highvalue	False	False	False
10	wh2_main_body_100	2100	war_beast	70	inf_mel	20	55		vmp_zombie_dragon	dr1_dragon_zombie	vmp_zombie_dragon	56	40	56	9500		0		0	vmp_zombie_dragon		1	none	vmp_zombie_dragon	wh_main_monster	placeholder	False	trained	A_blank_record			True	40	1500	0	wh_fear_terror_undead_fatigue_res	60	80	0	False	vo_sel_default	vo_sel_melee	vo_sel_culture	1	0	large	0	0	0	0	0	25	25	0	melee_highvalue	False	False	False
10	wh2_main_plate_60	2100	inf_melee	48	inf_spr	12	50		wef_shadowdancer	hu1b_elf_2handed_spear	wef_shadowdancer	60	55	75	700		0		0	wef_shadowdancer		2	none	wef_shadowdancer	wh_dlc05_wef_infantry_wardancer	placeholder	False	trained	A_blank_record			False	40	1500	0	wh_hideForest_immPsy_chargeReflector_strider_fatigue_res	60	80	0	False	vo_sel_wood_elves_wardancers	vo_sel_cavalry	vo_sel_generic_short	1	10	elves_wef	0	0	0	0	0	0	0	30	melee_highvalue	False	False	False
10	wh2_main_plate_60	2100	inf_melee	22	inf_mel	12	50		wef_eternal_sword	hu1d_elf_sword_and_shield	wef_eternal_sword	44	44	78	190		0		0	wef_eternal_sword		3	wh_missile_block_70_eternal	wef_eternal_sword	wh_dlc05_wef_infantry_spear	placeholder	False	trained	A_blank_record			True	40	1500	0	wh_encourage_hideForest_chargeReflectorVsL_heavy_infantry_elite_strider_fatigue_res	60	80	0	False	vo_sel_wood_elves_eternal_guard	vo_sel_default	vo_sel_generic_short	1	10	elves_wef	0	0	0	0	0	16	10	0	melee	False	False	True
10	wh2_main_plate_40	2100	inf_melee	35	inf_spr	12	50		wef_wildwood_warden	hu1d_elf_2handed_axe	wef_wildwood_warden	48	48	76	300		0		0	wef_wildwood_warden		2	none	wef_wildwood_warden	wh_dlc05_wef_infantry_spear	placeholder	False	trained	A_blank_record			True	40	1500	0	wh_encourage_guerrilla_stalk_hideForest_immPsy_strider_fatigue_res	60	80	0	False	vo_sel_wood_elves_wildwood_rangers	vo_sel_melee	vo_sel_generic_short	1	10	elves_wef	0	0	0	0	0	16	24	0	melee_flanker	False	False	False
