frontend_faction_groups_to_factions_tables
0
unknown0	unknown1	unknown2	unknown3
destruction	wh2_main_def_cult_of_pleasure	False	11
destruction	wh2_main_def_naggarond	True	10
order	wh2_main_hef_eataine	True	0
order	wh2_main_hef_order_of_loremasters	False	1
order	wh2_main_lzd_hexoatl	True	2
order	wh2_main_lzd_last_defenders	False	3
destruction	wh2_main_skv_clan_mors	True	12
destruction	wh2_main_skv_clan_pestilens	False	13
destruction	wh_dlc03_bst_beastmen	True	64
order	wh_dlc05_wef_argwylon	False	57
order	wh_dlc05_wef_wood_elves	True	56
order	wh_main_brt_bordeleaux	False	54
order	wh_main_brt_bretonnia	True	53
order	wh_main_brt_carcassonne	False	55
destruction	wh_main_chs_chaos	True	63
order	wh_main_dwf_dwarfs	True	51
order	wh_main_dwf_karak_izor	False	52
order	wh_main_emp_empire	True	50
destruction	wh_main_grn_crooked_moon	False	59
destruction	wh_main_grn_greenskins	True	58
destruction	wh_main_grn_orcs_of_the_bloody_hand	False	60
destruction	wh_main_vmp_schwartzhafen	False	62
destruction	wh_main_vmp_vampire_counts	True	61
