advice_info_texts_tables
3
unknown0	unknown1	unknown2
war.battle.advice.artillery.info_001	16842752	0
war.battle.advice.artillery.info_002	65536	1
war.battle.advice.artillery.info_003	65536	2
war.battle.advice.capture_points.info_001	16842752	0
war.battle.advice.capture_points.info_002	65536	1
war.battle.advice.capture_points.info_003	65536	2
war.battle.advice.deployment.info_001	16842752	0
war.battle.advice.deployment.info_002	65536	1
war.battle.advice.deployment.info_003	65536	2
war.battle.advice.deployment.info_004	65536	3
war.battle.advice.fire_at_will.info_001	16842752	0
war.battle.advice.fire_at_will.info_002	65536	1
war.battle.advice.fire_at_will.info_003	65536	2
war.battle.advice.fire_at_will.info_004	65536	3
war.battle.advice.flanking.info_001	16842752	0
war.battle.advice.flanking.info_002	65536	1
war.battle.advice.flanking.info_003	65536	2
war.battle.advice.flying_units.info_001	16842752	0
war.battle.advice.flying_units.info_002	65536	1
war.battle.advice.flying_units.info_003	65536	2
war.battle.advice.formations.info_001	16842752	0
war.battle.advice.formations.info_002	65536	1
war.battle.advice.formations.info_003	65536	2
war.battle.advice.formations.info_004	65536	3
war.battle.advice.leadership.info_001	16842752	0
war.battle.advice.leadership.info_002	65536	1
war.battle.advice.leadership.info_003	65536	2
war.battle.advice.leadership.info_004	65536	3
war.battle.advice.missile_units.info_001	16842752	0
war.battle.advice.missile_units.info_002	65536	1
war.battle.advice.missile_units.info_003	65536	2
war.battle.advice.monsters.info_001	16842752	0
war.battle.advice.monsters.info_002	65536	1
war.battle.advice.monsters.info_003	65536	2
war.battle.advice.mounted_units.info_001	16842752	0
war.battle.advice.mounted_units.info_002	65536	1
war.battle.advice.mounted_units.info_003	65536	2
war.battle.advice.rallying.info_001	16842752	0
war.battle.advice.rallying.info_002	65536	1
war.battle.advice.rallying.info_003	65536	2
war.battle.advice.rallying.info_004	65536	3
war.battle.advice.reinforcements.info_001	16842752	0
war.battle.advice.reinforcements.info_002	65536	1
war.battle.advice.reinforcements.info_003	65536	2
war.battle.advice.siege_battles.info_001	16842752	0
war.battle.advice.siege_battles.info_002	65536	1
war.battle.advice.siege_battles.info_003	65536	2
war.battle.advice.siege_battles.info_004	65536	2
war.battle.advice.siege_battles.info_005	65536	3
war.battle.advice.siege_battles.info_006	16842752	0
war.battle.advice.siege_battles.info_007	65536	1
war.battle.advice.siege_battles.info_008	65536	2
war.battle.advice.siege_weapons.info_001	16842752	0
war.battle.advice.siege_weapons.info_002	65536	1
war.battle.advice.siege_weapons.info_003	65536	2
war.battle.advice.spells.info_001	16842752	0
war.battle.advice.spells.info_002	65536	1
war.battle.advice.spells.info_003	65536	2
war.battle.advice.spells.info_004	65536	3
war.battle.advice.tactical_map.info_001	16842752	0
war.battle.advice.tactical_map.info_002	65536	1
war.battle.advice.tactical_map.info_003	65536	2
war.battle.advice.terrain.info_001	16842752	0
war.battle.advice.terrain.info_002	65536	1
war.battle.advice.terrain.info_003	65536	2
war.battle.advice.terrain.info_004	65536	3
war.battle.advice.terrain.info_005	65536	2
war.battle.advice.the_general.info_001	16842752	0
war.battle.advice.the_general.info_002	65536	1
war.battle.advice.the_general.info_003	65536	2
war.battle.advice.the_general.info_004	65536	3
war.battle.advice.victory_points.info_001	16842752	0
war.battle.advice.victory_points.info_002	65536	1
war.battle.advice.victory_points.info_003	65536	2
war.battle.advice.victory_points.info_004	65536	3
war.battle.advice.victory_points.info_005	16842752	0
war.battle.advice.victory_points.info_006	65536	1
war.battle.advice.victory_points.info_007	65536	2
war.battle.advice.victory_points.info_008	65536	3
war.battle.advice.victory_points.info_009	65536	2
war.battle.advice.victory_points.info_010	65536	3
war.battle.advice.victory_points.info_011	65536	4
war.battle.advice.vigour.info_001	16842752	0
war.battle.advice.vigour.info_002	65536	1
war.battle.advice.vigour.info_003	65536	2
war.battle.advice.visibility.info_001	16842752	0
war.battle.advice.visibility.info_002	65536	1
war.battle.advice.visibility.info_003	65536	2
war.battle.advice.winds_of_magic.info_001	16842752	0
war.battle.advice.winds_of_magic.info_002	65536	1
war.battle.advice.winds_of_magic.info_003	65536	2
war.battle.hp.advanced_controls.001	16842753	0
war.battle.hp.advanced_controls.002	65537	1
war.battle.hp.advanced_controls.003	65537	2
war.battle.hp.advanced_controls.004	65537	3
war.battle.hp.advanced_controls.005	65537	4
war.battle.hp.advanced_controls.006	65537	5
war.battle.hp.advanced_controls.007	65537	6
