campaign_rogue_army_spawn_locations_tables
0
unknown0	unknown1	unknown2	unknown3	unknown4	unknown5
wh2_main_vor_rogue_spawn_naggaroth_north	0	0	171	665	10
wh2_main_grand_rogue_spawn_naggaroth_north	10	0	79	659	10
wh2_main_vor_rogue_spawn_lustria_west	100	0	119	205	10
wh2_main_vor_rogue_spawn_lustria_west	105	0	116	116	10
wh2_main_vor_rogue_spawn_lustria_west	113	0	170	76	10
wh2_main_vor_rogue_spawn_lustria_south	119	0	307	74	10
wh2_main_vor_rogue_spawn_naggaroth_north	12	0	222	701	10
wh2_main_vor_rogue_spawn_lustria_south	127	0	217	100	10
wh2_main_vor_rogue_spawn_lustria_south	129	0	270	130	10
wh2_main_vor_rogue_spawn_lustria_south	136	0	182	125	10
wh2_main_vor_rogue_spawn_lustria_east	139	0	247	178	10
wh2_main_vor_rogue_spawn_lustria_east	149	0	151	205	10
wh2_main_vor_rogue_spawn_lustria_east	150	0	195	289	10
wh2_main_vor_rogue_spawn_lustria_east	158	0	261	222	10
wh2_main_vor_rogue_spawn_naggaroth_north	16	0	305	676	10
wh2_main_vor_rogue_spawn_southlands_south	162	0	519	57	10
wh2_main_vor_rogue_spawn_southlands_south	169	0	598	71	10
wh2_main_vor_rogue_spawn_southlands_south	177	0	575	120	10
wh2_main_vor_rogue_spawn_naggaroth_north	18	0	113	650	10
wh2_main_vor_rogue_spawn_southlands_south	181	0	660	141	10
wh2_main_vor_rogue_spawn_southlands_east	185	0	606	181	10
wh2_main_vor_rogue_spawn_southlands_east	190	0	640	215	10
wh2_main_vor_rogue_spawn_southlands_east	198	0	709	300	10
wh2_main_vor_rogue_spawn_southlands_east	200	0	589	249	10
wh2_main_vor_rogue_spawn_southlands_west	207	0	490	250	10
wh2_main_vor_rogue_spawn_southlands_west	211	0	431	287	10
wh2_main_vor_rogue_spawn_southlands_west	215	0	543	171	10
wh2_main_vor_rogue_spawn_southlands_west	223	0	502	336	10
wh2_main_vor_rogue_spawn_ulthuan_central	225	0	488	484	10
wh2_main_vor_rogue_spawn_ulthuan_central	233	0	520	563	10
wh2_main_vor_rogue_spawn_ulthuan_central	238	0	590	490	10
wh2_main_vor_rogue_spawn_ulthuan_central	242	0	570	472	10
wh2_main_vor_rogue_spawn_ulthuan_east	248	0	558	435	10
wh2_main_vor_rogue_spawn_ulthuan_east	256	0	632	483	10
wh2_main_vor_rogue_spawn_ulthuan_east	262	0	639	608	10
wh2_main_vor_rogue_spawn_ulthuan_east	268	0	549	602	10
wh2_main_vor_rogue_spawn_ulthuan_west	270	0	461	596	10
wh2_main_vor_rogue_spawn_ulthuan_west	275	0	416	533	10
wh2_main_vor_rogue_spawn_naggaroth_south	28	0	295	582	10
wh2_main_vor_rogue_spawn_ulthuan_west	280	0	429	466	10
wh2_main_vor_rogue_spawn_ulthuan_west	285	0	464	419	10
wh2_main_grand_rogue_spawn_naggaroth_north	293	0	337	698	10
wh2_main_grand_rogue_spawn_naggaroth_north	301	0	179	704	10
wh2_main_grand_rogue_spawn_naggaroth_north	303	0	44	563	10
wh2_main_grand_rogue_spawn_naggaroth_central	310	0	182	572	10
wh2_main_grand_rogue_spawn_naggaroth_central	312	0	156	520	15
wh2_main_grand_rogue_spawn_naggaroth_central	320	0	15	511	15
wh2_main_grand_rogue_spawn_naggaroth_central	321	0	95	548	10
wh2_main_grand_rogue_spawn_naggaroth_south	325	0	100	497	10
wh2_main_grand_rogue_spawn_naggaroth_south	326	0	29	449	15
wh2_main_vor_rogue_spawn_naggaroth_south	33	0	192	526	10
wh2_main_grand_rogue_spawn_naggaroth_south	331	0	96	464	10
wh2_main_grand_rogue_spawn_naggaroth_south	339	0	12	430	10
wh2_main_grand_rogue_spawn_istmus	342	0	27	316	10
wh2_main_grand_rogue_spawn_istmus	343	0	87	294	10
wh2_main_grand_rogue_spawn_istmus	349	0	43	248	10
wh2_main_grand_rogue_spawn_istmus	359	0	90	247	10
wh2_main_grand_rogue_spawn_lustria_west	364	0	37	35	10
wh2_main_grand_rogue_spawn_lustria_west	372	0	30	78	10
wh2_main_grand_rogue_spawn_lustria_west	380	0	52	137	10
wh2_main_grand_rogue_spawn_lustria_west	388	0	36	199	10
wh2_main_vor_rogue_spawn_naggaroth_south	39	0	139	454	10
wh2_main_grand_rogue_spawn_lustria_north	398	0	124	171	10
wh2_main_grand_rogue_spawn_lustria_north	408	0	212	160	10
wh2_main_vor_rogue_spawn_naggaroth_south	41	0	196	586	10
wh2_main_grand_rogue_spawn_lustria_north	416	0	108	136	10
wh2_main_vor_rogue_spawn_naggaroth_west	42	0	60	580	10
wh2_main_grand_rogue_spawn_lustria_north	426	0	216	115	10
wh2_main_grand_rogue_spawn_lustria_east	431	0	117	15	10
wh2_main_grand_rogue_spawn_lustria_east	432	0	188	29	10
wh2_main_grand_rogue_spawn_lustria_east	441	0	97	82	10
wh2_main_grand_rogue_spawn_lustria_east	443	0	165	56	10
wh2_main_grand_rogue_spawn_southlands_west	445	0	395	26	10
wh2_main_grand_rogue_spawn_southlands_west	453	0	470	43	10
wh2_main_grand_rogue_spawn_southlands_west	461	0	418	102	10
wh2_main_grand_rogue_spawn_southlands_west	464	0	476	129	10
wh2_main_grand_rogue_spawn_southlands_central	465	0	507	40	10
wh2_main_grand_rogue_spawn_southlands_central	470	0	638	37	10
wh2_main_grand_rogue_spawn_southlands_central	476	0	519	117	10
wh2_main_grand_rogue_spawn_southlands_central	484	0	595	99	10
wh2_main_grand_rogue_spawn_southlands_east	487	0	939	30	10
wh2_main_grand_rogue_spawn_southlands_east	491	0	828	41	10
wh2_main_grand_rogue_spawn_southlands_east	500	0	832	157	10
wh2_main_grand_rogue_spawn_southlands_east	504	0	749	90	20
wh2_main_grand_rogue_spawn_badlands_west	505	0	565	166	8
wh2_main_grand_rogue_spawn_badlands_west	507	0	649	158	10
wh2_main_grand_rogue_spawn_badlands_west	509	0	594	212	10
wh2_main_grand_rogue_spawn_badlands_west	513	0	627	276	10
wh2_main_vor_rogue_spawn_naggaroth_west	52	0	72	611	10
wh2_main_grand_rogue_spawn_badlands_east	521	0	686	169	10
wh2_main_grand_rogue_spawn_badlands_east	528	0	669	237	10
wh2_main_grand_rogue_spawn_badlands_east	536	0	756	198	15
wh2_main_vor_rogue_spawn_naggaroth_west	54	0	64	530	10
wh2_main_grand_rogue_spawn_badlands_east	543	0	765	252	10
wh2_main_grand_rogue_spawn_badlands_north	545	0	694	330	10
wh2_main_grand_rogue_spawn_badlands_north	549	0	750	336	10
wh2_main_grand_rogue_spawn_badlands_north	555	0	772	376	10
wh2_main_grand_rogue_spawn_badlands_north	562	0	756	286	10
wh2_main_grand_rogue_spawn_oldworld_south	568	0	583	320	10
wh2_main_grand_rogue_spawn_oldworld_south	578	0	514	330	10
wh2_main_grand_rogue_spawn_oldworld_south	581	0	506	220	10
wh2_main_grand_rogue_spawn_oldworld_south	582	0	374	260	10
wh2_main_grand_rogue_spawn_oldworld_west	588	0	443	330	10
wh2_main_grand_rogue_spawn_oldworld_west	591	0	383	407	10
wh2_main_grand_rogue_spawn_oldworld_west	592	0	452	382	10
wh2_main_grand_rogue_spawn_oldworld_west	598	0	396	505	10
wh2_main_grand_rogue_spawn_oldworld_central	601	0	558	417	10
wh2_main_vor_rogue_spawn_naggaroth_west	61	0	67	453	10
wh2_main_grand_rogue_spawn_oldworld_central	611	0	612	495	10
wh2_main_grand_rogue_spawn_oldworld_central	613	0	454	535	10
wh2_main_grand_rogue_spawn_oldworld_central	614	0	525	518	10
wh2_main_grand_rogue_spawn_oldworld_east	619	0	670	578	10
wh2_main_grand_rogue_spawn_oldworld_east	626	0	574	510	10
wh2_main_grand_rogue_spawn_oldworld_east	628	0	668	449	10
wh2_main_grand_rogue_spawn_oldworld_east	634	0	671	389	10
wh2_main_grand_rogue_spawn_norsca	639	0	638	664	15
wh2_main_grand_rogue_spawn_norsca	641	0	535	657	15
wh2_main_grand_rogue_spawn_norsca	643	0	448	673	15
wh2_main_grand_rogue_spawn_norsca	647	0	380	570	15
wh2_main_grand_rogue_spawn_ulthuan_west	656	0	183	276	10
wh2_main_grand_rogue_spawn_ulthuan_west	664	0	143	332	10
wh2_main_grand_rogue_spawn_ulthuan_west	667	0	150	391	10
wh2_main_grand_rogue_spawn_ulthuan_west	670	0	209	418	10
wh2_main_grand_rogue_spawn_ulthuan_east	675	0	263	404	10
wh2_main_grand_rogue_spawn_ulthuan_east	684	0	292	369	10
wh2_main_grand_rogue_spawn_ulthuan_east	692	0	282	313	10
wh2_main_grand_rogue_spawn_ulthuan_east	694	0	232	276	10
wh2_main_grand_rogue_spawn_ulthuan_central	696	0	181	303	10
wh2_main_grand_rogue_spawn_ulthuan_central	697	0	176	364	10
wh2_main_grand_rogue_spawn_ulthuan_central	704	0	242	369	10
wh2_main_vor_rogue_spawn_istmus	71	0	51	360	10
wh2_main_grand_rogue_spawn_ulthuan_central	710	0	253	317	10
wh2_main_vor_rogue_spawn_istmus	78	0	109	404	10
wh2_main_vor_rogue_spawn_istmus	87	0	159	390	10
wh2_main_vor_rogue_spawn_istmus	90	0	97	307	10
wh2_main_vor_rogue_spawn_lustria_west	97	0	67	266	10
