resource_costs_tables
2
unknown0	unknown1	unknown2	unknown3
wh2_main_resource_cost_menace_below_1	0	FORCE_ABILITIES	OTHER
wh2_main_resource_cost_menace_below_2	0	FORCE_ABILITIES	OTHER
wh2_main_resource_cost_menace_below_3	0	FORCE_ABILITIES	OTHER
wh2_main_resource_cost_menace_below_4	0	FORCE_ABILITIES	OTHER
wh2_main_resource_cost_menace_below_5	0	FORCE_ABILITIES	OTHER
wh2_main_resource_cost_ritual_vortex_start	5000	RITUAL	RITUAL
wh2_main_resource_cost_skv_eat_captives_food	0	DISASTER	SUBJUGATION
wh2_main_resource_cost_skv_occupy_primary_slot_2	0	COLONISE	OTHER
wh2_main_resource_cost_skv_occupy_primary_slot_3	0	COLONISE	OTHER
wh2_main_resource_cost_skv_occupy_primary_slot_4	0	COLONISE	OTHER
wh2_main_resource_cost_skv_occupy_primary_slot_5	0	COLONISE	OTHER
